gender,mean,se,ci_lower,ci_upper,significant
Female,-0.6372777976038284,0.2811064439463054,-1.2331402556262028,-0.1323604658764748,True
Male,0.36828450876093255,0.41795260282158914,-0.3691692083016033,1.2530165289007629,False
