participant_id,stroop_interference,wcst_pe_rate,wcst_total_errors,prp_bottleneck,ucla_total,age,gender,education,gender_coded,z_ucla,z_age,ucla_x_gender,z_stroop,z_wcst_pe,ef_composite,distance_from_healthy,cluster,is_wcst_impaired
nT1qJOiMyDdJ9ui4el195A8Hsgs1,112.0,0.08860759493670886,9.0,926.0,62.0,18,female,대학교 재학,-1,1.6888857660464376,-0.9976402182740628,-1.6888857660464376,-0.27898550860956123,-0.41888775929509353,-0.3489366339523274,0.30201518071035743,0.0,0
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,218.0,0.08403361344537816,17.0,408.0,40.0,19,male,대학교 재학,1,-0.12078344566053444,-0.6223374694947725,-0.12078344566053444,0.7996038954054273,-0.5160986166423264,0.14175263938155047,1.3487954173348773,1.0,0
ric6cNjG25XmZJCiKZDOxzeezao1,61.0,0.18,25.0,782.0,44.0,19,male,대학교 재학,1,0.20824732010436955,-0.6223374694947725,0.20824732010436955,-0.7979294671450746,1.5234755992071305,0.36277306603102794,2.0932886276280933,2.0,1
kxerHPSL3bQjD74HhiebYf3blPr1,129.0,0.21875,80.0,,43.0,19,female,대학교 재학,-1,0.12598962866314356,-0.6223374694947725,-0.12598962866314356,-0.10600418909772345,2.347029592450196,1.1205127016762364,2.9355074433376496,2.0,1
2h5FgHUEvBS1twD5DqbTIRrMm1f2,144.0,0.13131313131313133,22.0,634.0,65.0,23,male,대학교 재학,1,1.9356588403701154,0.8788735256223887,1.9356588403701154,0.04662638694213341,0.4887332733859315,0.26767983016403246,1.2014723425308127,0.0,0
lpzDdvuMkKWkPxu6xeclmdctEp42,103.0,0.10714285714285714,13.0,411.0,52.0,19,female,대학교 재학,-1,0.8663088516341775,-0.6223374694947725,-0.8663088516341775,-0.3705638542334754,-0.024957715277527423,-0.1977607847555014,0.5590738310519686,0.0,0
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,409.0,0.11392405063291139,16.0,332.0,23.0,18,female,대학교 재학,-1,-1.5191642001613763,-0.9976402182740628,1.5191642001613763,2.7430998969796043,0.11916303253377734,1.4311314647566908,3.360042567911381,1.0,0
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,127.0,0.10975609756097561,16.0,612.0,38.0,21,male,대학원 재학,1,-0.28529882854298644,0.1282680280638081,-0.28529882854298644,-0.12635493256970437,0.030581499732682822,-0.04788671641851078,0.7218899360522216,0.0,0
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,146.0,0.07894736842105263,12.0,799.0,57.0,20,female,대학교 재학,-1,1.2775973088403074,-0.24703472071548221,-1.2775973088403074,0.06697713041411434,-0.6241966140718996,-0.27860974182889264,0.6194962216434547,0.0,0
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,95.0,0.10144927536231885,8.0,640.0,64.0,24,male,대학교 재학,1,1.8534011489288895,1.254176274401679,1.8534011489288895,-0.45196682812139904,-0.14596344459928928,-0.29896513636034416,0.4202212423395651,0.0,0
LliUMEIsrCVZ88YFQfevan2Og4z1,107.0,0.13402061855670103,18.0,442.0,28.0,19,male,대학교 재학,1,-1.1078757429552464,-0.6223374694947725,-1.1078757429552464,-0.3298623672895135,0.5462755167690666,0.10820657473977655,1.1227117220623812,0.0,0
EUhcW9kURScie1DwGPHqmNqotJB2,131.0,0.3203125,51.0,847.0,36.0,19,female,대학교 재학,-1,-0.4498142114254384,-0.6223374694947725,0.4498142114254384,-0.08565344562574254,4.505538042482424,2.209942298428341,5.0815880746887965,2.0,1
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,-35.0,0.1092436974789916,24.0,685.0,54.0,18,female,대학교 재학,-1,1.0308242345166294,-0.9976402182740628,-1.0308242345166294,-1.7747651538001585,0.019691457573818096,-0.8775368481131702,1.3540949965252425,0.0,0
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,229.0,0.15873015873015872,42.0,278.0,54.0,19,male,대학교 재학,1,1.0308242345166294,-0.6223374694947725,1.0308242345166294,0.9115329845013224,1.0714275291832869,0.9914802568423047,2.185652098305237,1.0,0
wdppvL4tIkVlGjou6aYzzjlaZXB2,120.0,0.234375,75.0,549.0,44.0,18,male,대학교 재학,1,0.20824732010436955,-0.9976402182740628,0.20824732010436955,-0.1975825347216376,2.6791078155320776,1.2407626404052199,3.2530203586188122,2.0,1
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,165.0,0.03125,4.0,617.0,41.0,19,female,대학교 재학,-1,-0.038525754219308435,-0.6223374694947725,0.038525754219308435,0.260309193397933,-1.6379090845323792,-0.6887999455672231,1.3517628906986234,0.0,0
K26uNuY0VNPjJNF26wEx3bFg0kr2,89.0,0.1,7.0,620.0,43.0,19,female,대학교 재학,-1,0.12598962866314356,-0.6223374694947725,-0.12598962866314356,-0.5130190585373418,-0.17676490297210148,-0.3448919807547216,0.3798236697941599,0.0,0
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,68.0,0.16470588235294117,15.0,824.0,29.0,19,female,대학교 재학,-1,-1.0256180515140203,-0.6223374694947725,1.0256180515140203,-0.7267018649931414,1.1984296208493361,0.23586387792809738,1.7623639724379754,2.0,1
DPvStUYSmohmXwFwaKRqHv89R3k1,218.0,0.047619047619047616,3.0,780.0,52.0,21,male,대학교 재학,1,0.8663088516341775,0.1282680280638081,0.8663088516341775,0.7996038954054273,-1.290017612732313,-0.24520685866344288,1.5356164384853113,1.0,0
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,82.0,0.07526881720430108,24.0,647.0,39.0,22,female,대학교 재학,-1,-0.20304113710176042,0.5035707768430984,0.20304113710176042,-0.584246660689275,-0.7023768861726706,-0.6433117734309728,0.15170128526933846,0.0,0
62fAfeQc27bZelkPX7G54T3gvci2,190.0,0.08571428571428572,8.0,688.0,49.0,26,female,대학교 재학,-1,0.6195357773104996,2.0047817719602596,-0.6195357773104996,0.5146934867976944,-0.48037927836125016,0.01715710421822214,1.0659355179992525,1.0,0
q0Atnpm0jZS5swcVmq0EMalQUKw1,58.0,0.07042253521126761,10.0,605.0,24.0,21,female,대학교 재학,-1,-1.4369065087201505,0.1282680280638081,1.4369065087201505,-0.828455582353046,-0.8053749477918881,-0.816915265072467,0.3755407054438969,0.0,0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,289.0,0.11904761904761904,14.0,746.0,53.0,19,male,대학교 재학,1,0.9485665430754036,-0.6223374694947725,0.9485665430754036,1.52205528866075,0.22805426421342972,0.8750547764370898,2.213772944941253,1.0,0
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,140.0,0.1095890410958904,11.0,790.0,59.0,21,female,대학교 재학,-1,1.4421126917227596,0.1282680280638081,-1.4421126917227596,0.005924899998171583,0.027031047631573362,0.01647797381487247,0.8038630420052365,0.0,0
mwsliuPsLFhRFjtjQwYkqcCRDvi2,-48.0,0.09722222222222222,10.0,606.0,49.0,21,male,대학교 재학,1,0.6195357773104996,0.1282680280638081,0.6195357773104996,-1.9070449863680345,-0.23580103151999157,-1.071423008944013,1.3953914805874295,0.0,0
iKVZi0Oo96UrMBhPQMHWFcf55uA3,130.0,0.058823529411764705,8.0,814.0,33.0,19,male,대학교 재학,1,-0.6965872857491164,-0.6223374694947725,-0.6965872857491164,-0.095828817361733,-1.051888690858471,-0.573858754110102,0.672319947383606,0.0,0
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,2.0,0.08450704225352113,8.0,540.0,34.0,18,male,대학교 재학,1,-0.6143295943078904,-0.9976402182740628,-0.6143295943078904,-1.3982763995685117,-0.5060368312110375,-0.9521566153897746,0.8510483204979024,0.0,0
ssPK6ISW0HerTGke9hznqJ2LpKu1,134.0,0.0963855421686747,13.0,575.0,41.0,20,male,대학교 재학,1,-0.038525754219308435,-0.24703472071548221,-0.038525754219308435,-0.05512733041777117,-0.2535829979500788,-0.154355164183925,0.5782290440450712,0.0,0
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,93.0,0.08860759493670886,9.0,515.0,40.0,19,male,대학교 재학,1,-0.12078344566053444,-0.6223374694947725,-0.12078344566053444,-0.47231757159337995,-0.41888775929509353,-0.44560266544423677,0.15597274974089698,0.0,0
5zxa5CMLGQSSonWOXqXf0QNS3PH3,128.0,0.08045977011494253,13.0,584.0,54.0,19,male,대학교 재학,1,1.0308242345166294,-0.6223374694947725,1.0308242345166294,-0.11617956083371392,-0.5920535313779486,-0.35411654610583126,0.4340450533299768,0.0,0
h5RYP03wJuVN0xo7qAR8CKFxLaj1,296.0,0.07936507936507936,44.0,553.0,29.0,21,female,대학교 재학,-1,-1.0256180515140203,0.1282680280638081,1.0256180515140203,1.593282890812683,-0.6153190007564274,0.4889819450281278,2.1427672986701363,1.0,0
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,398.0,0.12087912087912088,20.0,758.0,30.0,29,male,대학교 재학,1,-0.9433603600727944,3.1306900182981305,-0.9433603600727944,2.6311708078837093,0.2669791841351156,1.4490749960094125,3.2843053767982764,1.0,0
v8nNKiWvPdcjiHXZci39OuFTY6M2,218.0,0.11842105263157894,13.0,718.0,31.0,20,female,대학교 재학,-1,-0.8611026686315684,-0.24703472071548221,0.8611026686315684,0.7996038954054273,0.21473784424022146,0.5071708698228243,1.552452323741357,1.0,0
LSLmd8jENtONZFVkIpRDX665Bu73,231.0,0.10975609756097561,15.0,734.0,20.0,19,female,대학교 재학,-1,-1.7659372744850543,-0.6223374694947725,1.7659372744850543,0.9318837279733033,0.030581499732682822,0.4812326138529931,1.5920853614754273,1.0,0
mUZzgdWKnPb2txOkJg9FHgqX5792,136.0,0.14953271028037382,25.0,607.0,33.0,19,female,대학교 재학,-1,-0.6965872857491164,-0.6223374694947725,0.6965872857491164,-0.03477658694579025,0.8759540995454134,0.4205887562998116,1.5203405327384403,2.0,1
WbOfW9KmUkPQK8o5hlHJnJFdpp92,-1.0,0.061224489795918366,17.0,342.0,22.0,19,male,대학교 재학,1,-1.6014218916026024,-0.6223374694947725,-1.6014218916026024,-1.428802514776483,-1.000861064742648,-1.2148317897595655,0.9866946339046734,0.0,0
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,232.0,0.08333333333333333,10.0,739.0,32.0,23,female,대학교 재학,-1,-0.7788449771903424,0.8788735256223887,0.7788449771903424,0.9420590997092937,-0.5309816742594418,0.20553871272492596,1.490884077704469,1.0,0
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,179.0,0.08536585365853659,9.0,633.0,50.0,19,female,대학교 재학,-1,0.7017934687517255,-0.6223374694947725,-0.7017934687517255,0.40276439770179945,-0.48778450702927806,-0.042510054663739305,0.9537626940286139,0.0,0
fEq0OghbLpfD1jigl1Mbz96aMbg2,141.0,0.2159090909090909,21.0,745.0,31.0,19,female,대학교 재학,-1,-0.8611026686315684,-0.6223374694947725,0.8611026686315684,0.01610027173416204,2.286651733708036,1.151376002721099,2.897141069238322,2.0,1
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,165.0,0.08108108108108109,10.0,726.0,49.0,19,male,대학교 재학,1,0.6195357773104996,-0.6223374694947725,0.6195357773104996,0.260309193397933,-0.5788488055144875,-0.15926980605827723,0.8092960278499388,0.0,0
cEIs6U87xfbSL5eFTXDK77MmvNf1,45.0,0.10679611650485436,16.0,597.0,62.0,19,male,대학교 재학,1,1.6888857660464376,-0.6223374694947725,1.6888857660464376,-0.960735414920922,-0.03232699623357472,-0.49653120557724834,0.665527601603269,0.0,0
AsXBOflrszVNKoFqbN61bMJqS0k2,89.0,0.18095238095238095,20.0,695.0,42.0,19,female,대학교 재학,-1,0.04373193722191756,-0.6223374694947725,-0.04373193722191756,-0.5130190585373418,1.5437165575664071,0.5153487495145327,2.0989339589680873,2.0,1
Fz7EUjZCLuUBxLDUVtN6djaBTy42,89.0,0.11904761904761904,14.0,572.0,49.0,19,male,대학교 재학,1,0.6195357773104996,-0.6223374694947725,0.6195357773104996,-0.5130190585373418,0.22805426421342972,-0.14248239716195601,0.783779042318877,0.0,0
DzB19GqCB7fyrlEPexogWkjFzEx2,181.0,0.10126582278481013,13.0,885.0,25.0,22,female,대학교 재학,-1,-1.3546488172789244,0.5035707768430984,1.3546488172789244,0.42311514117378035,-0.1498623633806581,0.13662638889656115,1.0527877325461847,1.0,0
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,91.0,0.06818181818181818,7.0,646.0,49.0,19,female,대학교 재학,-1,0.6195357773104996,-0.6223374694947725,-0.6195357773104996,-0.49266831506536085,-0.8529969208842964,-0.6728326179748286,0.3032898263916122,0.0,0
xBGZhFOeypWnqzSQClkrwV9z2vF3,208.0,0.10256410256410256,14.0,857.0,43.0,22,male,대학교 재학,1,0.12598962866314356,0.5035707768430984,0.12598962866314356,0.6978501780455227,-0.12227001508174166,0.28779008148189056,1.3194323983129825,1.0,0
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,91.0,0.07246376811594203,6.0,790.0,65.0,20,female,대학교 재학,-1,1.9356588403701154,-0.24703472071548221,-1.9356588403701154,-0.49266831506536085,-0.7619926120555329,-0.6273304635604469,0.21450656938821003,0.0,0
y1EHXv8tUTa4BRS4fRio7bULYfA2,176.0,0.15841584158415842,24.0,895.0,35.0,19,female,대학교 재학,-1,-0.5320719028666644,-0.6223374694947725,0.5320719028666644,0.37223828249382807,1.064747344906298,0.718492813700063,1.8631453375796787,2.0,1
HyQM2xKwwuVfqidmRYF6TiRk90C2,43.0,0.08433734939759036,10.0,391.0,21.0,19,male,대학교 재학,1,-1.6836795830438283,-0.6223374694947725,-1.6836795830438283,-0.9810861583929028,-0.5096433145433369,-0.7453647364681198,0.43481651630276447,0.0,0
roaf78tUWxWSEjAUcUu8O7mrQbl1,101.0,0.11538461538461539,12.0,343.0,58.0,19,female,대학교 재학,-1,1.3598550002815335,-0.6223374694947725,-1.3598550002815335,-0.3909145977054563,0.15020442437005857,-0.12035508666769885,0.7225432797149045,0.0,0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,67.0,0.01639344262295082,1.0,636.0,46.0,23,female,대학교 재학,-1,0.37276270298682157,0.8788735256223887,-0.37276270298682157,-0.7368772367291319,-1.9536555917249876,-1.3452664142270598,1.4113506004447234,0.0,0
i1tBstVkNiVP0qro7TgGD08IGGa2,140.0,0.1,11.0,924.0,26.0,20,female,대학교 재학,-1,-1.2723911258376983,-0.24703472071548221,1.2723911258376983,0.005924899998171583,-0.17676490297210148,-0.08542000148696495,0.6712167951222081,0.0,0
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,320.0,0.05555555555555555,8.0,648.0,60.0,22,female,대학교 재학,-1,1.5243703831639854,0.5035707768430984,-1.5243703831639854,1.837491812476454,-1.1213429597383417,0.3580744263690562,2.452433752942474,1.0,0
iWsc4pghIEWOQUZKuQJMfe516UI3,133.0,0.075,11.0,530.0,27.0,23,male,대학교 재학,1,-1.1901334343964725,0.8788735256223887,-1.1901334343964725,-0.06530270215376162,-0.7080900599031117,-0.3866963810284367,0.5070212683870858,0.0,0
lHDkoPQu5reNCO45npeYSS9eLQl1,108.0,0.14678899082568808,35.0,913.0,36.0,20,female,대학교 재학,-1,-0.4498142114254384,-0.24703472071548221,0.4498142114254384,-0.3196869955535231,0.8176418127519908,0.24897740859923384,1.3915204171764848,2.0,1
WcTsIpSoEhYeIBSNjAbbdaNSBya2,6.0,0.13829787234042554,20.0,669.0,30.0,19,female,대학원 재학,-1,-0.9433603600727944,-0.6223374694947725,0.9433603600727944,-1.3575749126245498,0.6371800182839139,-0.36019744717031793,1.4406520571198085,0.0,0
mg2WZiRBn4NQDKiMK43Y8dBqyG53,144.0,0.09523809523809523,32.0,495.0,54.0,21,female,대학교 재학,-1,1.0308242345166294,0.1282680280638081,-1.0308242345166294,0.04662638694213341,-0.2779696947684846,-0.11567165391317559,0.656530582357535,0.0,0
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,89.0,0.10638297872340426,20.0,650.0,25.0,21,female,대학원 재학,-1,-1.3546488172789244,0.1282680280638081,1.3546488172789244,-0.5130190585373418,-0.04110741609609901,-0.2770632373167204,0.5150406028807667,0.0,0
CtJe4bZZnYUBNrcPk00d3YQFSGp2,108.0,0.1375,16.0,848.0,45.0,22,female,대학교 재학,-1,0.29050501154559555,0.5035707768430984,-0.29050501154559555,-0.3196869955535231,0.6202228324244137,0.1502679184354453,1.1972325161244928,0.0,0
CDEoAyvS8feXLKMKsaZah9agEhF3,194.0,0.08823529411764706,6.0,738.0,33.0,22,female,대학교 재학,-1,-0.6965872857491164,0.5035707768430984,0.6965872857491164,0.5553949737416564,-0.42680027093963563,0.06429735140101037,1.1114364138765802,1.0,0
GDZGRW51kbWtAdUIHCtEd8sAtqY2,-10.0,0.12048192771084337,18.0,797.0,26.0,21,female,대학교 재학,-1,-1.2723911258376983,0.1282680280638081,1.2723911258376983,-1.5203808604003972,0.25853763523643675,-0.6309216125819802,1.2672804571523353,0.0,0
QreA2rLiUhV3YHeMfuHMPdGbpJ53,334.0,0.11578947368421053,21.0,621.0,44.0,21,female,대학교 재학,-1,0.20824732010436955,0.1282680280638081,-0.20824732010436955,1.9799470167803204,0.15880888035274685,1.0693779485665336,2.6273786006426194,1.0,0
AyAnuCaltBbpEYbudoyNzTvXlcC2,227.0,0.11607142857142858,26.0,620.0,62.0,22,female,대학교 재학,-1,1.6888857660464376,0.5035707768430984,-1.6888857660464376,0.8911822410293414,0.16480126934069067,0.5279917551850161,1.6096767929287683,1.0,0
azdL1gX79EVd9iepyCAVQrqIaQF3,67.0,0.09876543209876543,12.0,643.0,32.0,19,female,대학교 재학,-1,-0.7788449771903424,-0.6223374694947725,0.7788449771903424,-0.7368772367291319,-0.2030031823267195,-0.4699402095279257,0.39909653189674504,0.0,0
jzdk8E3tVXTXIozlfK5oeEb7wWp2,37.0,0.10256410256410256,8.0,655.0,37.0,24,male,대학교 재학,1,-0.3675565199842124,1.254176274401679,-0.3675565199842124,-1.0421383888088456,-0.12227001508174166,-0.5822042019452937,0.6562999298288315,0.0,0
pRQimOpZtsekBI2I1kbnD3pycmo1,124.0,0.1038961038961039,13.0,435.0,25.0,22,male,대학교 재학,1,-1.3546488172789244,0.5035707768430984,-1.3546488172789244,-0.15688104777767575,-0.09396098241142456,-0.12542101509455017,0.6049366161519133,0.0,0
HSggdq91WiQp16bOj7V3dABkcgk2,80.0,0.07865168539325842,13.0,753.0,44.0,22,male,대학교 재학,1,0.20824732010436955,0.5035707768430984,0.20824732010436955,-0.604597404161256,-0.6304807673176832,-0.6175390857394696,0.09403286224688637,0.0,0
PLreonkqaMeFc0UqxKUelH44UQu1,-17.0,0.15625,22.0,617.0,44.0,22,male,대학교 재학,1,0.20824732010436955,0.5035707768430984,0.20824732010436955,-1.5916084625523303,1.0187167001226711,-0.2864458812148296,1.887886540802838,2.0,1
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,15.0,0.10256410256410256,11.0,683.0,47.0,23,female,대학교 재학,-1,0.45502039442804754,0.8788735256223887,-0.45502039442804754,-1.2659965670006357,-0.12227001508174166,-0.6941332910411887,0.8377306125618502,0.0,0
