participant_id,rule,n_trials,learning_slope,learning_r,learning_p,trials_to_criterion,first_half_accuracy,second_half_accuracy,accuracy_improvement,overall_accuracy,pe_rate
G1Ff3XYUZMRsPafyEQ80ussnVlf1,shape,65,0.004643650312941649,0.14517941232132964,0.24854588832166064,42.0,0.3125,0.7272727272727273,0.4147727272727273,0.5230769230769231,38.46153846153847
G1Ff3XYUZMRsPafyEQ80ussnVlf1,number,22,0.04841566620743947,0.40671881303354807,0.06031717607322342,2.0,0.9090909090909091,0.7272727272727273,-0.18181818181818177,0.8181818181818182,13.636363636363635
G9VruXninjUdE9czK2DambZl5li2,colour,38,0.03277623830966401,0.45471247692374867,0.004129335998677799,7.0,0.6842105263157895,0.8947368421052632,0.21052631578947367,0.7894736842105263,7.894736842105263
G9VruXninjUdE9czK2DambZl5li2,shape,38,0.043428433560528376,0.5483232497243513,0.00036527592536388787,12.0,0.5789473684210527,0.7894736842105263,0.21052631578947367,0.6842105263157895,18.421052631578945
G9VruXninjUdE9czK2DambZl5li2,number,23,0.0580997949419002,0.5737875663844891,0.004199758289159186,1.0,0.9090909090909091,0.8333333333333334,-0.07575757575757569,0.8695652173913043,8.695652173913043
GDZGRW51kbWtAdUIHCtEd8sAtqY2,colour,32,0.04418103448275862,0.529175446652617,0.0018448458093669527,10.0,0.5625,0.875,0.3125,0.71875,6.25
GDZGRW51kbWtAdUIHCtEd8sAtqY2,shape,27,0.04946727549467275,0.5129093147241134,0.0062230385931048475,2.0,0.8461538461538461,0.7857142857142857,-0.06043956043956045,0.8148148148148148,14.814814814814813
GDZGRW51kbWtAdUIHCtEd8sAtqY2,number,24,0.0643266675989372,0.6081762398301077,0.0016162497487926387,1.0,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,16.666666666666664
GE4hogtdLdTFbNasENgtm6SO3hC3,colour,25,0.07594316511513964,0.6861833746994062,0.00015249993149608608,2.0,0.8333333333333334,0.7692307692307693,-0.0641025641025641,0.8,8.0
GE4hogtdLdTFbNasENgtm6SO3hC3,shape,22,0.045454545454545456,0.5000000000000001,0.017806558607844625,1.0,0.9090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.545454545454546
GE4hogtdLdTFbNasENgtm6SO3hC3,number,20,0.0,,,0.0,1.0,1.0,0.0,1.0,0.0
GEwkBw3YHaNp3TCh9YS9PKVfavz1,colour,30,0.02527805864509606,0.32583407788229196,0.07889307104990839,8.0,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.8333333333333334,3.3333333333333335
GEwkBw3YHaNp3TCh9YS9PKVfavz1,shape,23,0.03742310321257689,0.4417405940884078,0.034831224327026324,2.0,0.9090909090909091,0.9166666666666666,0.007575757575757569,0.9130434782608695,8.695652173913043
GEwkBw3YHaNp3TCh9YS9PKVfavz1,number,24,0.06432666759893722,0.6081762398301082,0.001616249748792622,3.0,0.75,0.9166666666666666,0.16666666666666663,0.8333333333333334,16.666666666666664
HSggdq91WiQp16bOj7V3dABkcgk2,colour,38,0.035157603048146864,0.5129473313581249,0.0009911998403504374,7.0,0.6842105263157895,0.9473684210526315,0.26315789473684204,0.8157894736842105,5.263157894736842
HSggdq91WiQp16bOj7V3dABkcgk2,shape,29,0.02461100376283942,0.34513368165414215,0.06670555514889506,1.0,0.8571428571428571,0.8666666666666667,0.009523809523809601,0.8620689655172413,10.344827586206897
HSggdq91WiQp16bOj7V3dABkcgk2,number,22,0.045454545454545456,0.5000000000000001,0.017806558607844625,1.0,0.9090909090909091,0.9090909090909091,0.0,0.9090909090909091,9.090909090909092
HbydnnT1hUP3WagAy2TJAc6GqVs2,colour,25,0.04372856442920138,0.48634533031744953,0.013696004780849133,2.0,0.8333333333333334,0.9230769230769231,0.08974358974358976,0.88,4.0
HbydnnT1hUP3WagAy2TJAc6GqVs2,shape,21,0.02457002457002457,0.3504998186163906,0.11929665609915575,1.0,0.9,1.0,0.09999999999999998,0.9523809523809523,4.761904761904762
HbydnnT1hUP3WagAy2TJAc6GqVs2,number,21,0.02457002457002457,0.3504998186163906,0.11929665609915575,1.0,0.9,1.0,0.09999999999999998,0.9523809523809523,0.0
HyQM2xKwwuVfqidmRYF6TiRk90C2,colour,25,0.04372856442920138,0.48634533031744953,0.013696004780849133,2.0,0.9166666666666666,0.8461538461538461,-0.07051282051282048,0.88,8.0
HyQM2xKwwuVfqidmRYF6TiRk90C2,shape,26,0.04550556065707582,0.4802399974474861,0.013026020130310683,4.0,0.7692307692307693,0.9230769230769231,0.15384615384615385,0.8461538461538461,11.538461538461538
HyQM2xKwwuVfqidmRYF6TiRk90C2,number,32,0.006453514071018123,0.127456081304614,0.48695621669579414,1.0,0.9375,0.875,-0.0625,0.90625,6.25
IaTJhUGICmO9xcL3605RW8QHneN2,colour,29,0.03216711521209791,0.4018443957114885,0.03070853200403175,6.0,0.8571428571428571,0.8666666666666667,0.009523809523809601,0.8620689655172413,6.896551724137931
IaTJhUGICmO9xcL3605RW8QHneN2,shape,55,0.007586020594947216,0.23520647163709923,0.083877989396821,2.0,0.7037037037037037,0.8571428571428571,0.15343915343915338,0.7818181818181819,14.545454545454545
IaTJhUGICmO9xcL3605RW8QHneN2,number,24,0.06432666759893722,0.6081762398301082,0.001616249748792622,3.0,0.75,0.9166666666666666,0.16666666666666663,0.8333333333333334,12.5
JntnHLHjYhc0xJJQALM3h9R5Ozv1,colour,27,0.02739622641509435,0.37164854568454053,0.05629141676506873,6.0,0.8461538461538461,0.9285714285714286,0.08241758241758246,0.8888888888888888,3.7037037037037033
JntnHLHjYhc0xJJQALM3h9R5Ozv1,shape,29,0.05213270142180095,0.5393378931668914,0.0025344009845980867,4.0,0.7857142857142857,0.8,0.014285714285714346,0.7931034482758621,13.793103448275861
JntnHLHjYhc0xJJQALM3h9R5Ozv1,number,33,0.02043596730245231,0.32419016088186875,0.06568198134137429,1.0,0.8125,0.8823529411764706,0.06985294117647056,0.8484848484848485,12.121212121212121
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,colour,20,0.0,,,0.0,1.0,1.0,0.0,1.0,0.0
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,shape,20,0.0,,,0.0,1.0,1.0,0.0,1.0,0.0
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,number,20,0.0,,,0.0,1.0,1.0,0.0,1.0,0.0
K26uNuY0VNPjJNF26wEx3bFg0kr2,colour,21,0.024570024570024565,0.3504998186163907,0.1192966560991557,0.0,1.0,0.9090909090909091,-0.09090909090909094,0.9523809523809523,4.761904761904762
K26uNuY0VNPjJNF26wEx3bFg0kr2,shape,26,0.032139577594123045,0.3830458961819928,0.053421248896819575,2.0,0.9230769230769231,0.8461538461538461,-0.07692307692307698,0.8846153846153846,11.538461538461538
K26uNuY0VNPjJNF26wEx3bFg0kr2,number,23,0.0580997949419002,0.5737875663844891,0.004199758289159186,1.0,0.9090909090909091,0.8333333333333334,-0.07575757575757569,0.8695652173913043,13.043478260869565
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,colour,44,0.019531595227574017,0.340029510745044,0.023925260155182874,20.0,0.4090909090909091,0.8636363636363636,0.45454545454545453,0.6363636363636364,4.545454545454546
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,shape,23,0.0580997949419002,0.5737875663844892,0.004199758289159177,2.0,0.8181818181818182,0.9166666666666666,0.0984848484848484,0.8695652173913043,8.695652173913043
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,number,26,0.061524334251606985,0.5944118626141068,0.0013637804673679978,4.0,0.7692307692307693,0.8461538461538461,0.07692307692307687,0.8076923076923077,11.538461538461538
