model,path,description,indirect_point,indirect_se,ci_lower_95,ci_upper_95,significant_95,n_valid_boots
Model1_CLA,C → L → A,인지기능 → 외로움 → 불안,-0.023461357442835173,0.04817019537897814,-0.11785875353955992,0.07295956769565667,False,5000
Model2_CAL,C → A → L,인지기능 → 불안 → 외로움,-0.03568459724484866,0.052492302002669355,-0.13720160778420554,0.06985569944216445,False,5000
Model3_LAC,L → A → C,외로움 → 불안 → 인지기능,-0.01423283150054362,0.019745918376948113,-0.05219469396065831,0.02484454619420404,False,5000
Model4_LCA,L → C → A,외로움 → 인지기능 → 불안,0.003467612362264554,0.006266918918164554,-0.004345281085506367,0.02070384495573574,False,5000
