gender,model,path,n,aic,bic,cfi,rmsea,a_path,b_path,indirect,a_p,b_p
male,Model1_CLA,C → L → A,77,11.99421113469986,26.057043665821965,1.168223780550221,0.0,0.2158634694576975,0.4795985123933091,0.10352779883197023,0.2845787146376275,1.0673431070085115e-06
male,Model2_CAL,C → A → L,77,11.987070388364707,26.04990291948681,1.155979593865925,0.0,0.18567165982129846,0.4922985576115881,0.09140589031937468,0.3519036661056174,1.0690154537140728e-06
male,Model3_LAC,L → A → C,77,11.987070389725105,26.04990292084721,1.1559797514728487,0.0,0.47966160743438907,0.05988148120178145,0.028722847528798643,1.0638159246845191e-06,0.3523864649184367
male,Model4_LCA,L → C → A,77,11.477855977165028,25.540688508287133,0.2828325699594596,0.23014972871757014,0.06786778244380405,0.18643797222430109,0.012653131738182848,0.28463529893858475,0.3499441763798097
female,Model1_CLA,C → L → A,119,11.9905954339732,28.665336392642374,1.1465219861877038,0.0,-0.1804466002793084,0.4650463650294342,-0.08391603554181165,0.190133640191118,1.6764626575849206e-08
female,Model2_CAL,C → A → L,119,11.988658088594617,28.663399047263795,1.1416127457839438,0.0,-0.17636145806342296,0.45398041095105446,-0.08006464720755992,0.2060270068798169,1.675384830868154e-08
female,Model3_LAC,L → A → C,119,11.98865764009371,28.663398598762885,1.1416116621934442,0.0,0.46533156467982706,-0.07539267590382188,-0.03508259184372453,1.6387474488510634e-08,0.20465165365058668
female,Model4_LCA,L → C → A,119,11.543160276448123,28.2179012351173,0.01271926193388051,0.2216175298976068,-0.07890165434983969,-0.1764698701444681,0.013923764697299916,0.18953502398094302,0.20583078482489459
