,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
age_coef,-0.245,0.062,-0.367,-0.132,0.0,0.0,21911.0,14068.0,1.0
gender_coef,-0.05,0.103,-0.248,0.139,0.001,0.001,18700.0,14067.0,1.0
ucla_coef,0.045,0.092,-0.132,0.214,0.001,0.001,11485.0,13908.0,1.0
dass_coef,-0.149,0.093,-0.321,0.03,0.001,0.001,11551.0,12856.0,1.0
sigma_ef,0.969,0.045,0.883,1.052,0.0,0.0,20493.0,14280.0,1.0
