,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
age_coef,-0.247,0.061,-0.36,-0.13,0.0,0.0,24075.0,14889.0,1.0
gender_coef,-0.053,0.103,-0.246,0.138,0.001,0.001,23341.0,14395.0,1.0
dass_coef,-0.115,0.063,-0.237,-0.0,0.0,0.0,24324.0,14828.0,1.0
sigma_ef,0.967,0.045,0.883,1.053,0.0,0.0,22187.0,13648.0,1.0
