,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
age_coef,-0.059,0.082,-0.209,0.101,0.001,0.001,24955.0,14654.0,1.0
gender_coef,-0.114,0.133,-0.363,0.14,0.001,0.001,22050.0,14766.0,1.0
dass_coef,-0.121,0.081,-0.273,0.03,0.001,0.001,24592.0,13272.0,1.0
sigma_ef,1.0,0.059,0.892,1.109,0.0,0.0,22427.0,13919.0,1.0
