gender,n,wcst_r,wcst_p,stroop_r,stroop_p,prp_r,prp_p
male,27,0.24054048033831474,0.22682216961576263,0.11453313154742727,0.5694592217653995,0.33134750166092314,0.09134631141040969
female,45,-0.24910081516660842,0.09891774990575282,-0.01380769513688217,0.9282692774395924,-0.09759027472850018,0.5236309209659272
