participant_id,total_var,slow_var,fast_var,diff_var,fast_ratio,n_trials
ORvIk1xRWIQmKuLVe6GXNouvAXx2,704393.3027091011,182994.75005701612,536757.60174021,969712.4610427532,0.7620140618541329,91
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,215936.3294659818,14772.410226745355,218669.73496705253,495319.8770163765,1.0126583864226577,66
PLreonkqaMeFc0UqxKUelH44UQu1,555691.0256368406,66642.10850015965,455886.9659198887,646281.0763224848,0.8203964881337195,91
PkpTH7pWpEOG9A86xSloOSozwTk2,1052750.462033477,350774.8837613937,699153.9780173033,1135367.6520369088,0.6641212739691683,112
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,418539.4678832219,71225.4654987315,342373.1576497952,611378.8554810408,0.8180188104633465,74
QbOEVCaZLUMOgltUdXm58oZOALv2,515046.70017418894,97889.59674894864,418995.6381299254,856161.1072950887,0.8135099943135661,98
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,763356.6804587736,176247.16685506652,604263.6419970137,1398647.9805275374,0.7915875467728326,63
QreA2rLiUhV3YHeMfuHMPdGbpJ53,340291.4366119013,24636.59215565165,354772.6212462025,582259.7728711785,1.04255524258407,95
Qv0jhW3sqicqQvd7LfReAsI7nD73,483306.7725243344,36437.874470176765,396592.5943491029,593836.5317947215,0.8205814958430663,76
Rc706mP0TSeIoIpMYH1SpRXjOxA2,344686.0204072567,42246.40348058086,342020.2531021494,578199.4985397831,0.9922660997334396,59
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,532021.0075890583,138420.14232255498,383392.5692840161,511216.02016339544,0.7206342678486012,74
Ru3Qf6pXZua1DfNkQdhbor6iJ403,810654.9687090401,67954.49435485955,713708.1626224975,1307854.980443836,0.8804092865292255,81
SOhR7IO689NQCPQu56SjATO8FR92,642469.7039238514,57101.72849412613,561607.6164136854,906171.2154451291,0.8741386760865067,100
SPCT9D90pRa1ihXS5jEw6vCmquI3,910064.08083627,487829.6959689801,343637.9452505744,529446.2326522891,0.37759752580807376,113
SdDjNMBD2ZMTEwUphkohi2cZwUx1,224401.36373046163,39171.80562093734,209311.15336006787,344097.72848893906,0.9327534818882862,83
SpSfX0ZcfcPLdlOENlfdfvEPwru2,507641.68036265246,72520.15932477325,470022.71783949353,585855.8004363868,0.9258946536929662,72
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,463125.55894738954,72001.52374534484,402525.35661585594,687962.4675709802,0.8691495186116089,76
Ub7nV8F55kPruh35ZpUcKoBUyn63,469355.5934430184,35298.68709256454,387831.4146714054,812109.9032290201,0.8263061527112484,80
UbwuSMtBsHdW3Ji41opk3GInMqi2,123767.00365657348,7877.8265091184485,120283.39031272345,220290.70596274507,0.9718534565681473,76
VwTymW8T68MfpnJvZ2X97ILqDWS2,256645.8292586974,43163.164537109864,236626.48803056887,354943.7991617255,0.9219962339308108,81
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,829359.9576470859,67504.14641966819,783341.0767889604,1414740.532171301,0.9445127770712705,85
WbOfW9KmUkPQK8o5hlHJnJFdpp92,290482.44408901804,53709.73321687915,242971.17524264776,473774.1111092882,0.8364401366995848,97
WcTsIpSoEhYeIBSNjAbbdaNSBya2,265400.41020805185,32646.022068838105,243203.5156104682,355821.9256354788,0.9163645053141284,93
WeHQDy9BWldTlaQDVVlsJNCqwxA2,263389.33112061577,40147.04270407916,234326.82548518883,433693.3830544607,0.8896595184331209,107
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,430228.7461384235,90337.64142840545,309736.4313642708,333205.4605481456,0.7199343004026397,71
WnC6Uscb5VMIr43GASKiUCO3AYH2,481319.6182395994,73829.4125615518,309306.37502658094,427617.2942174345,0.642621583050889,72
WqoZv41KTtTCuPKBPyClregrKAi1,484310.90746116586,53274.26947499042,441236.82042923174,835104.1692923591,0.9110610841747602,89
XehZHBpwr5MYzUXkj0FAYCsFG922,244201.37833836392,54607.19789531071,189574.23543635648,327570.6024720092,0.7763028887317892,113
YEU5ox3jteVINfdSTg5ymqYcS9o2,1000718.936883138,93596.84586925943,817305.6540169793,1061785.4051260352,0.8167184849749901,67
Yco8O7tmHlbsUBfKW2ywcZByGO32,809681.1902718509,99493.13058305414,689348.2687338148,1464964.9026026814,0.8513823428482583,64
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,261876.93237883243,15592.530814128888,259112.01965480635,458267.77188656636,0.9894419386277737,86
aM2995jJmJWvr6cneaGH58HauIg2,150119.12842004985,32727.975769604593,131293.2497259614,155436.55037577328,0.8745937383714913,87
afdTz6deeYWf1qKNdUpKAYKN3hz1,1089636.2563685507,351839.91373571294,771416.5795697102,1274110.2012437903,0.7079578850841687,101
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,198207.36388775514,25431.18557343564,173817.753321175,359816.1262699684,0.8769490190062162,119
azdL1gX79EVd9iepyCAVQrqIaQF3,440377.409202851,32902.532883320935,446217.36372536514,630459.0701499898,1.0132612491024127,81
bXpFswkI7TfIfL6G4FqWrbaxTGx2,154758.81688889186,17536.068416492293,120048.66692869879,183641.35515719376,0.7757145559912557,90
biQ16yPcCKSkJQhSxUKcDc8gm8I2,462106.73455128365,86659.79123997928,422862.26239802747,875744.59810321,0.9150748750905708,128
btpcu1rB1JeSTo2upeHGPdv8kYG3,501573.37325456715,42422.64390056753,491128.6574003684,784066.8206428791,0.9791760958393266,67
c0hRe9PCPPZs3HWFqhIQargNlp52,482373.77977247763,57597.678270305776,442680.6403315643,505270.999745403,0.917712900026126,85
cC0BEsQjfrcuCyoaOas9zJT0MNs2,154101.00374696022,20379.694266629405,141078.0757131568,239170.5318250846,0.915490959064825,120
cEIs6U87xfbSL5eFTXDK77MmvNf1,501600.0322219512,82991.4282514761,417959.481998145,849123.9761310029,0.8332525022909162,101
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,588130.0326018822,83735.7825146135,502515.59478354966,1071333.729387791,0.8544294066406114,116
cec6NLR2ZLVVw6h0TEKSNIH11v02,319118.9499386822,57557.541868918335,266679.25656998577,577552.2704586175,0.8356735211783175,127
d9rwc0NXArcNlJvFsgKhQqkGxJq2,746352.9236660141,74748.78017795534,652152.7103573319,1470349.370428793,0.8737859659663691,86
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,624376.6037084335,35120.4406771375,568436.539973252,1016374.2224443516,0.9104065344490327,64
e7NIVznoeNMC7bBejXnMVvFNPfx1,837746.0241225456,107165.71461534378,709009.881284181,1320128.0289967442,0.8463303446015125,72
fEq0OghbLpfD1jigl1Mbz96aMbg2,322435.42222175695,48903.1984099711,282893.0038054444,449493.5468510613,0.8773632929538461,87
foaW7wtvY3XLNdguFUK7OvOefP93,391426.74252596305,25396.828008152504,349468.9662982398,638801.2637582093,0.8928081000369047,76
g2G9l3no7RbeRA9a1W3JnfegTnh2,458461.7758137696,46646.04903307638,434519.4030059695,691103.7804918205,0.9477767306438962,99
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,687678.9681632754,73052.99562484246,684929.6006714297,1349108.9027515315,0.9960019607707518,70
h5RYP03wJuVN0xo7qAR8CKFxLaj1,701197.0260059879,240701.26980635428,478656.64014281175,1044832.5120114017,0.6826278811666326,123
hrRr560eFBNwJ0CcUjCqtSD8TdP2,303286.9271891936,47603.35631611224,221405.85697666192,435457.8650327948,0.7300211025533144,86
i1tBstVkNiVP0qro7TgGD08IGGa2,577618.5558732155,71766.07214761198,496960.7368545009,860639.1730628171,0.8603614475355971,79
iKVZi0Oo96UrMBhPQMHWFcf55uA3,349824.2931610514,15129.85360582708,377646.02106926544,705876.4942607636,1.0795305770700308,67
iWsc4pghIEWOQUZKuQJMfe516UI3,912963.4956226564,158865.87406783603,559584.9856922486,1092953.8710826258,0.6129324867590705,79
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,779019.0835322883,251901.24006189487,518821.3750332971,1039456.7451975903,0.6659931521585033,97
idP8RVfm74N86O0dszLXANIpjXv2,396152.217815732,42578.800461596824,357872.7505444826,660460.370264998,0.9033718213612151,73
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,625892.1998222112,109997.63875114084,474725.2993315558,1003363.6011687001,0.7584777370071151,75
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,555680.3317696791,130359.21435434405,512139.2746839471,683589.5315593798,0.9216436958510543,62
jzdk8E3tVXTXIozlfK5oeEb7wWp2,169270.12350640373,20354.036411636996,179878.45469938626,182920.5867261467,1.062671019393338,78
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,681545.7809279589,118996.39721961906,592720.765532169,1219324.7129277114,0.8696712416371353,97
kI0YdycDU0X5hcoEPjEON3Ionyd2,376943.3733379897,40887.0722214068,357074.4129591125,815706.7991472288,0.9472892699958371,84
kR2rCtaPyPaj7YMizKUDn5xL2qx1,484846.92615184945,41146.97620060479,438264.8974430123,749307.2670494212,0.9039242569225898,83
kgSRatooJJfDaMZ2yIURqb8aJuE3,463055.8133806477,71139.39594834842,443054.0853378556,732876.8864920486,0.956804930496899,66
kxerHPSL3bQjD74HhiebYf3blPr1,254554.12778827746,132344.7882876484,100188.1045640827,115209.9265158458,0.39358271435069025,115
lHDkoPQu5reNCO45npeYSS9eLQl1,622782.4800604803,190858.9536158274,405751.9049068426,825085.707004416,0.6515146425882739,108
lpzDdvuMkKWkPxu6xeclmdctEp42,524671.1375624924,86762.55186157399,472323.12878041645,823729.5563846952,0.9002270088168498,83
m69r9GQTk2b51mvxrFLt4fZeJi52,533319.4305745905,52705.851010800376,507694.7575308605,862609.1743750032,0.9519524855561284,81
mUZzgdWKnPb2txOkJg9FHgqX5792,399068.48406564206,55281.69912592914,327461.82499703084,587439.9721050514,0.8205654870585251,103
mg2WZiRBn4NQDKiMK43Y8dBqyG53,134253.50267698098,11352.447455371399,115418.3951431042,171686.54750068014,0.8597049078176026,123
mweMgSlGM2VxThhwnupYxYzUbR23,259692.545460937,22577.89076460796,234648.139716234,423728.8242429168,0.9035613221001364,80
mwsliuPsLFhRFjtjQwYkqcCRDvi2,405173.24875643913,24628.305075932898,353879.1114167962,587757.2363439834,0.8734019644755046,70
nT1qJOiMyDdJ9ui4el195A8Hsgs1,315011.50675875304,19981.68522779447,337427.76173764403,622908.2595013643,1.0711601147829122,70
ohl9pXqpeSMfepC3w9h0tW5SbJw1,331161.0880478554,19372.649176618706,390941.34209305083,419258.5409006195,1.1805171446850564,72
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,379168.8567816972,55081.35400638596,335285.511090133,683798.1393080461,0.8842643721743486,82
pRQimOpZtsekBI2I1kbnD3pycmo1,463248.11706748564,36192.77007140366,452345.22453369823,753354.7899925498,0.9764642485698456,73
pcbRW89vVJcviD87V3uxyG4I9st2,666619.2388279542,58027.57944474735,651234.2814915187,925373.5490397727,0.976920922109171,69
q0Atnpm0jZS5swcVmq0EMalQUKw1,524412.8906962972,49191.79516129162,382871.6883713599,347726.1038775561,0.7300958751471502,71
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,360391.916031147,68350.5332426203,304751.88322560344,495332.4935015455,0.8456124282190202,127
qnR5PLX1v3fPi6SwTJMwGcadwyD3,227626.2868892371,17269.82601743919,220501.72609142985,412444.25216560415,0.96870062374969,82
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,641224.9075967964,71038.88024932572,578456.7387941133,741341.7380146848,0.9021120856987173,74
rFV2EUbp64f5ORSh7DqwmCQmeqT2,575546.9051564394,113138.20774995083,442749.1109146396,716109.6772111816,0.7692667738249691,90
rNe3cRPepZUXbJhmmfQZiGsVzX22,503398.9336888386,130722.45105366917,380285.3106590269,677614.7079426398,0.7554352725230228,109
rUuJv5gl7dWVo7UPQWMx4bohxhK2,834896.496258829,60824.044902886846,818696.0658289172,1174551.631294193,0.9805958816422085,86
ric6cNjG25XmZJCiKZDOxzeezao1,254550.36267603782,25548.100196602252,225680.88281918655,294719.0005224506,0.8865863731115834,100
roaf78tUWxWSEjAUcUu8O7mrQbl1,519788.74831515754,30217.42397831722,484614.66766653076,932068.5926883908,0.9323300460761416,73
sqfXvh6GJLaYAqr3RvHrixP8IOx1,701272.8220327437,135048.3882976932,554936.745900791,1054437.9046836442,0.791327894744622,75
ssPK6ISW0HerTGke9hznqJ2LpKu1,182276.96029840523,18198.126450340966,158963.13889195205,351996.30828399904,0.872096718267157,82
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,604500.6787173526,58987.52464697414,559873.2672905558,1143963.531191768,0.9261747538125373,107
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,432390.14038403134,67291.17957368173,370592.9285417065,536658.0162978414,0.8570799699839616,68
tv88wS5Nf6SjruozSmXJxQSmx6J3,434692.8197393024,84833.88413516304,326456.7155105185,615225.8665664132,0.7510055392824383,77
u64Uf920g5VD9Byq26LT2rs5o4t1,363935.5525732066,48573.62238569339,299436.6698137667,687245.1728937591,0.8227738886640767,105
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,398817.5851425032,30516.13338970659,376207.5271743692,485909.57364657,0.9433072692618227,78
v8nNKiWvPdcjiHXZci39OuFTY6M2,660707.0551181149,34639.87020333501,619025.6388299376,1239034.671975799,0.9369139227963504,66
wdppvL4tIkVlGjou6aYzzjlaZXB2,762549.2187238581,338554.8511114662,447920.2088743185,720970.1633166361,0.5873984234406826,125
wkhxvE50megJGMA1EiROSZIJWNq1,709672.9688922366,219010.31688569547,486219.58612737217,947917.6255752302,0.6851318951690328,85
xBGZhFOeypWnqzSQClkrwV9z2vF3,339412.68620151794,43295.09231783579,302008.54267563066,502825.19236633106,0.8897974499878314,78
xHctBv4C2EU8rHYRouw0btT3GT02,588612.2536623967,57855.45024725591,515873.7749515516,715424.2634078413,0.8764237776936176,89
xyAILKfYP2M8GqAai11x6NT7IcP2,608410.07390807,43794.0469156933,590982.0255378186,862742.6294231444,0.9713547669283255,79
y1EHXv8tUTa4BRS4fRio7bULYfA2,469918.3503226421,64959.98878386608,368392.07220951346,806854.7415616367,0.7839491093645917,97
yatBVTBMCSMp0wJluOCLzTFKMyP2,713745.8995906125,97218.18959897694,623356.1915341491,767544.7858301519,0.8733587007528747,87
yfjd8LbAMrYeG54927d3GiKAyXI2,585555.953249517,65101.58850754139,470473.15264018025,683865.0124608141,0.8034640413598567,78
zw1w9FipI9RjJsuhHse6UZavBxs2,181686.96802125443,20004.46034486284,171781.7751200199,323507.9486417803,0.9454820947858199,108
zxG9mUnF7uRkaOKSoCPsiRZzr372,470025.1191875566,59504.31499731257,422403.1627315431,729214.2145012262,0.898682103334544,92
