participant_id,dfa_alpha,n_trials
06qcrpGKL6Vc3LVplFQC90VAcRm1,0.6455962601030852,108
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,0.6318551138396283,108
0d841i8KPjdjwCYfDuUUXj0SEjH2,0.6609807530117183,108
0oa5NYVnIBS9NmrmRAZrahXDctP2,0.5292505804906452,108
146QT9LupyU2BAiTsB3PMIpVXM22,0.6636826262663698,108
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,0.7250471850977332,108
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.7904233169519627,108
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,0.5860585431197697,108
23AEyocWhqY955WHbxhHRSgQ1ms2,0.5976754819487292,108
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.8177867318130573,108
2zDXvJKvjeejeOSNbtDbtSI5cdz1,0.4940487142673893,108
3WijiOiVCoMbn80F05SPYsxl0TC2,0.6551261617460405,108
3xCaqfcHxRQxuOlEzXz3PNcHODH2,0.6359519892534506,108
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.5466330102714009,108
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.636188117014032,108
5rXSa3anB5ejmFrnwUsTB82byup1,0.8440103074618359,108
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.6854877471876597,108
62fAfeQc27bZelkPX7G54T3gvci2,0.7252633487190924,107
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.5689759453174564,108
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.535991862690739,108
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.6419872828400485,108
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.7453146093964436,108
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0.5121473014520584,106
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.7630477982628303,108
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.6993500773977835,108
8mscvscxtXf7EbbLqCyy4a4pl2q2,0.5169883414466006,108
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.8722680936697524,106
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.7441252127956718,108
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.6480345509824053,108
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.6191345552365646,108
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.6862649682495978,108
AsXBOflrszVNKoFqbN61bMJqS0k2,0.5314944506416518,108
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.8830860029335397,108
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.6537293376522684,108
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.6509884323241493,108
CDEoAyvS8feXLKMKsaZah9agEhF3,0.829105797543717,108
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.7667653592512594,108
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.5572190482426767,108
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.634615917794388,108
Co587hoelyeANqFX7AYvuVQW0lZ2,0.688291834899121,108
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.49488648054080775,108
DAKDKPH698P12JfTbbjemLI6PIH2,0.8693627507021999,108
DPvStUYSmohmXwFwaKRqHv89R3k1,0.7451180294304072,108
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.7646554611773897,108
Df83JuPuJkXqTGbENhM2gw5SJM43,0.5571011976590405,108
DzB19GqCB7fyrlEPexogWkjFzEx2,0.7831422774035258,106
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.6031526762316702,108
EUhcW9kURScie1DwGPHqmNqotJB2,0.6628823997333343,108
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.7262560906396591,108
EoToosG69XMp4LTYdB6sB9WTrv22,0.7460158564900732,108
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.6640440528811566,108
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.651047082772326,108
G9VruXninjUdE9czK2DambZl5li2,0.7241456347340471,108
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.8193492104320291,108
GE4hogtdLdTFbNasENgtm6SO3hC3,0.7502381969393737,107
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.5316115620123774,108
HSggdq91WiQp16bOj7V3dABkcgk2,0.8174035628977386,108
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.688481657866584,108
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.7338177968100554,108
IaTJhUGICmO9xcL3605RW8QHneN2,0.6835597368580562,108
JntnHLHjYhc0xJJQALM3h9R5Ozv1,0.8502355665236038,108
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.5716566043467266,108
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.5987936487075929,108
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.6957839317247222,108
LSLmd8jENtONZFVkIpRDX665Bu73,0.816683967427791,108
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.6119116656308488,108
LliUMEIsrCVZ88YFQfevan2Og4z1,0.7127910476241338,108
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.8157342345526416,108
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0.5339771681891194,108
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.7187632482505822,108
OExlWyngGfPrScDYjaRcv5PIAet1,0.6578437644983077,108
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.7902979199368522,108
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.6637285047714885,108
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.5676609719529417,108
PLreonkqaMeFc0UqxKUelH44UQu1,0.5480538029666997,108
PkpTH7pWpEOG9A86xSloOSozwTk2,0.5928645786080972,106
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.8705540598528341,108
QbOEVCaZLUMOgltUdXm58oZOALv2,0.7981328746542818,108
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.738471974611795,108
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.6697719466299131,108
Qv0jhW3sqicqQvd7LfReAsI7nD73,0.7333564602265541,108
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.459917884137832,108
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.6795866705673672,108
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.8820347669712632,108
SOhR7IO689NQCPQu56SjATO8FR92,0.6955075596515389,108
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.7639035178052043,108
SdDjNMBD2ZMTEwUphkohi2cZwUx1,0.4797191660725383,108
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.8413017526552978,108
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.7627284562405943,108
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.7858724227127244,108
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.5672997915003875,108
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.5999961504168523,108
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.6113845199360305,108
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.9350202200440144,106
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.7020060292165582,108
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.6072685158147497,108
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.7268576456514283,108
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.7125469360197433,108
WqoZv41KTtTCuPKBPyClregrKAi1,0.6309064146506927,108
XehZHBpwr5MYzUXkj0FAYCsFG922,0.49502055668241923,108
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.5286737236145984,108
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.7122576629827033,108
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.6465186069306625,108
aM2995jJmJWvr6cneaGH58HauIg2,0.562165496824514,104
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.5474147731716718,108
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.6531756076554927,108
azdL1gX79EVd9iepyCAVQrqIaQF3,0.5741580087209298,108
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.8021810818786131,108
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.5890324776576289,108
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.6578035331692073,108
c0hRe9PCPPZs3HWFqhIQargNlp52,0.5792425125418759,108
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.6595874015995684,108
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.6273150527437198,108
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.7718411339256859,108
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.5962239075569825,108
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.4422772848568169,108
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.782341343999865,108
e7NIVznoeNMC7bBejXnMVvFNPfx1,0.8839306355402134,108
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.572156917216657,108
foaW7wtvY3XLNdguFUK7OvOefP93,0.7382519004693501,108
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.9040309418907247,105
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.5321640016087968,108
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.6027710159104399,108
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.6643742488234874,108
i1tBstVkNiVP0qro7TgGD08IGGa2,0.6287803639451757,107
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.8509086672407877,106
iWsc4pghIEWOQUZKuQJMfe516UI3,0.6687609695272334,108
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.6468550902002297,107
idP8RVfm74N86O0dszLXANIpjXv2,0.6437460969971284,108
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.7662313694380619,107
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.5470615899957226,107
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.8241929281949988,108
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.9256326687531182,108
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.5540520209309955,108
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.4794671051016974,108
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.7423972941689366,108
kxerHPSL3bQjD74HhiebYf3blPr1,0.611932398183881,108
lHDkoPQu5reNCO45npeYSS9eLQl1,0.7780822909599978,108
lpzDdvuMkKWkPxu6xeclmdctEp42,0.6610808747889735,108
m69r9GQTk2b51mvxrFLt4fZeJi52,0.7739830842475589,108
mUZzgdWKnPb2txOkJg9FHgqX5792,0.7881860740917022,108
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0.6743130402909773,108
mweMgSlGM2VxThhwnupYxYzUbR23,0.5904599596380647,108
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.6104940004164979,108
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.6822692790672513,108
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.5605512049904278,108
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.6484576411010473,108
pRQimOpZtsekBI2I1kbnD3pycmo1,0.6802258035934903,108
pcbRW89vVJcviD87V3uxyG4I9st2,0.691619882349422,108
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.6283726512283707,108
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.7628385232227946,107
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.684430465696435,107
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.6493537065978651,108
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.7557349310358987,108
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.6387278076695427,108
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.6636169239202513,106
ric6cNjG25XmZJCiKZDOxzeezao1,0.6285290803906143,108
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.7445090070639021,108
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0.6888762302814054,108
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.8318695896675263,108
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.6407949628535,106
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.7772871969496873,108
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.6928697917965368,108
u64Uf920g5VD9Byq26LT2rs5o4t1,0.6524470162274201,108
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.5176151894227408,108
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.5729862472026289,108
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.8361919874165471,108
wkhxvE50megJGMA1EiROSZIJWNq1,0.6938358750751025,108
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.5274513592306432,108
xHctBv4C2EU8rHYRouw0btT3GT02,0.6416505694129255,107
xyAILKfYP2M8GqAai11x6NT7IcP2,0.9164678423617416,108
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.7055289901966766,108
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.6531054711903866,108
yfjd8LbAMrYeG54927d3GiKAyXI2,0.8141886409396225,108
zw1w9FipI9RjJsuhHse6UZavBxs2,1.0060106327610765,108
zxG9mUnF7uRkaOKSoCPsiRZzr372,0.8175863406949031,108
