participant_id,dfa_alpha,n_trials
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.6833407342901047,66
PLreonkqaMeFc0UqxKUelH44UQu1,0.7351958459235937,91
PkpTH7pWpEOG9A86xSloOSozwTk2,0.9496655180611425,112
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.9625095666333441,74
QbOEVCaZLUMOgltUdXm58oZOALv2,0.8872376056642269,98
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.7597883300378866,63
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.709031565845607,95
Qv0jhW3sqicqQvd7LfReAsI7nD73,1.0478611865634453,76
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.8125676999069006,59
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.9393196231337443,74
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.7481849874792819,81
SOhR7IO689NQCPQu56SjATO8FR92,0.8319291987001002,100
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.8804891003286223,113
SdDjNMBD2ZMTEwUphkohi2cZwUx1,0.6468038908426633,83
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.9264104427173592,72
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.9435373790041091,76
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.9090633992129353,80
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.7054729035840205,76
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.9275858959819598,81
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.6496455774042345,85
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.8092145375534627,97
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.9513464770511251,93
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.7092565679962216,107
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.9567529286799992,71
WnC6Uscb5VMIr43GASKiUCO3AYH2,1.2768178664759824,72
WqoZv41KTtTCuPKBPyClregrKAi1,0.6978521837776833,89
XehZHBpwr5MYzUXkj0FAYCsFG922,0.8958263354110939,113
YEU5ox3jteVINfdSTg5ymqYcS9o2,1.0702228294455325,67
Yco8O7tmHlbsUBfKW2ywcZByGO32,1.009570203390266,64
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.7217138896357537,86
aM2995jJmJWvr6cneaGH58HauIg2,0.7738682901010944,87
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.8384574287760731,101
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.8491216503564373,119
azdL1gX79EVd9iepyCAVQrqIaQF3,0.8128931014280828,81
bXpFswkI7TfIfL6G4FqWrbaxTGx2,1.1446587179697914,90
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.6620851229349572,128
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.8629455642136811,67
c0hRe9PCPPZs3HWFqhIQargNlp52,0.8374344748072603,85
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.840035294556933,120
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.7270271361101118,101
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.7202560480198824,116
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.6261925996388433,127
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.8835966656577408,86
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.9837159347835561,64
e7NIVznoeNMC7bBejXnMVvFNPfx1,1.1073737579441267,72
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.9014866989055562,87
foaW7wtvY3XLNdguFUK7OvOefP93,0.8125578670295622,76
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.7434873996281287,99
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.777622563874695,70
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.7456139636922321,123
hrRr560eFBNwJ0CcUjCqtSD8TdP2,1.0022696817962145,86
i1tBstVkNiVP0qro7TgGD08IGGa2,0.8949471558924622,79
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.7061618555404201,67
iWsc4pghIEWOQUZKuQJMfe516UI3,1.1567340324667874,79
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.9917520812831938,97
idP8RVfm74N86O0dszLXANIpjXv2,0.9334368141608,73
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,1.0551818932192683,75
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.6613964487506081,62
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.7582283723632908,78
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.6683609189476208,97
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.7782847278200131,84
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.8189000871471269,83
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.7627811625248643,66
kxerHPSL3bQjD74HhiebYf3blPr1,1.1428784524477749,115
lHDkoPQu5reNCO45npeYSS9eLQl1,0.7471066760108606,108
lpzDdvuMkKWkPxu6xeclmdctEp42,0.7251676018721215,83
m69r9GQTk2b51mvxrFLt4fZeJi52,0.6554607025143548,81
mUZzgdWKnPb2txOkJg9FHgqX5792,0.8704125008683536,103
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0.7497595683708655,123
mweMgSlGM2VxThhwnupYxYzUbR23,0.8703980412630237,80
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.996818128142961,70
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.5846478404016728,70
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.6305975105397971,72
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,1.0178376144285026,82
pRQimOpZtsekBI2I1kbnD3pycmo1,0.8766232967949905,73
pcbRW89vVJcviD87V3uxyG4I9st2,0.7448849261205301,69
q0Atnpm0jZS5swcVmq0EMalQUKw1,1.2488961960159355,71
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.8223960740892279,127
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.6078400222134552,82
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,1.078981720088126,74
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.8555941736615073,90
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.6727828498765849,109
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.7449627809543854,86
ric6cNjG25XmZJCiKZDOxzeezao1,0.8010749065012451,100
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.7835300258453773,73
sqfXvh6GJLaYAqr3RvHrixP8IOx1,1.0431019418833696,75
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.6894166472829926,82
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.6942840820584303,107
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.9747642276243539,68
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.9997990268846808,77
u64Uf920g5VD9Byq26LT2rs5o4t1,0.767290713868517,105
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.6840308841344191,78
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.8972385614527079,66
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.9066430024775677,125
wkhxvE50megJGMA1EiROSZIJWNq1,0.9323912104646579,85
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.8748308119828243,78
xHctBv4C2EU8rHYRouw0btT3GT02,0.9171814751232212,89
xyAILKfYP2M8GqAai11x6NT7IcP2,0.920632460644156,79
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.784836731558483,97
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.8448849928275813,87
yfjd8LbAMrYeG54927d3GiKAyXI2,1.0819732424473678,78
zw1w9FipI9RjJsuhHse6UZavBxs2,0.7808591175753654,108
zxG9mUnF7uRkaOKSoCPsiRZzr372,0.9012929463571102,92
