participant_id,acf_lag1,acf_lag2,acf_lag3,acf_mean,n_trials
06qcrpGKL6Vc3LVplFQC90VAcRm1,0.20766206482034627,0.2582751664355714,0.36106408187610733,0.2479396216631576,108
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,0.11758290539084952,-0.17652613954615942,-0.16250922193742123,-0.0508808227940671,108
0d841i8KPjdjwCYfDuUUXj0SEjH2,-0.05662604893810413,0.03586180278574484,0.04116236107951771,-0.03403715691267695,108
0oa5NYVnIBS9NmrmRAZrahXDctP2,0.16340478685498103,0.15798074501874548,0.11983330386619828,0.08007031593314155,108
146QT9LupyU2BAiTsB3PMIpVXM22,0.1774427340851968,0.06250365158997351,0.16898219391474756,0.022309851109272177,108
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,0.1179810035948192,-0.043240228643389736,0.21055343772860957,0.07739670279416605,108
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.205999064670715,0.2119852973980731,0.019054164797227695,0.07769062724143068,108
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,0.1080108768711281,-0.0035435291633542838,-0.1729413274447141,-0.010875199067740714,108
23AEyocWhqY955WHbxhHRSgQ1ms2,0.07758245044390394,0.09916756698944608,0.0614964662182658,0.033818910536601646,108
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.24305631687225832,0.21368893362634267,0.23998240986365874,0.20085459170467362,108
2zDXvJKvjeejeOSNbtDbtSI5cdz1,0.23772426669226288,-0.036372450672100334,-0.010886556611632792,0.020848114777441216,108
3WijiOiVCoMbn80F05SPYsxl0TC2,0.04050853862133232,0.010676423825597515,-0.001691212932161343,-0.011211583320106761,108
3xCaqfcHxRQxuOlEzXz3PNcHODH2,0.21075916116444304,-0.06825231367448412,-0.1874340354747777,-0.0368204522631408,108
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.10763052652493157,0.013549620245366248,-0.07249352076779324,0.0244238363997412,108
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.020127043877010222,0.07303906515418909,0.18463942992315857,0.040072540898628585,108
5rXSa3anB5ejmFrnwUsTB82byup1,0.22778534072000467,0.23135770574906114,0.16643367415711727,0.17128413562551476,108
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.003597449181760197,-0.03683959177279383,-0.020253165159258645,0.045935351311743054,108
62fAfeQc27bZelkPX7G54T3gvci2,0.1342246706211421,0.20585934248530333,-0.016763623929465798,0.0754458432511417,107
6ABZuv4jbjgE0B8TeyUk6nwVb122,-0.0015912581221490891,-0.05000250345927675,0.002864627683582736,-0.025480504524573955,108
6WFCyGwk71XLPBmbe4Vav3eotVm1,-0.009882432048931038,0.004929744685308117,0.16700231773829805,-0.018632304379329397,108
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.21948082837586452,-0.028484504641523908,0.002357282876654084,0.0763641874206092,108
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.15951710962607402,0.11989795802113887,0.18840449098417514,0.12797478025099812,108
87w5Le0CgZhSfYAaOH3Xd2fc98l1,-0.04635771293922657,-0.13217571586735521,0.0008038619352218723,-0.028132565394920494,106
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.18552254576069976,-0.0012215245941468345,0.16733252885899857,0.08672191732629139,108
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.1147896632190281,0.054461016844199225,0.2702195928901117,0.1455922619083177,108
8mscvscxtXf7EbbLqCyy4a4pl2q2,0.08050696048488955,0.00797252478156447,0.01616110474435409,0.05723530611774723,108
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.39883623562496745,0.24191330302822792,0.12486817008544904,0.23627114443837835,106
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.09239010396267557,0.05245255211092144,0.10407821610121157,0.039937168707917844,108
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.08728528507754223,0.19877842944634652,0.13862132595989782,0.18429979441773242,108
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.043290464410103154,0.044564152429800205,-0.10759104035828101,-0.010594572868414115,108
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.008367005224805943,0.11429029899359008,-0.03370154941303141,0.0326574235562674,108
AsXBOflrszVNKoFqbN61bMJqS0k2,0.009564809121983138,-0.093642746201712,0.05858694178503255,-0.06769351232105361,108
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.285063485079156,0.10706815392479842,0.32520767267642264,0.1898780175164571,108
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.058432003171409466,-0.054061008185915665,0.0649856134663061,0.017278662984231096,108
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,-0.005987474893304826,0.011088267084369517,-0.09159831764015548,0.006002849297626473,108
CDEoAyvS8feXLKMKsaZah9agEhF3,0.19973229069965345,0.11586489346374494,0.07231476135447494,0.07550854268803167,108
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.16520560176220772,0.058298556196283005,0.21142037879590098,0.08744698243607946,108
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.18440692876755135,0.13086060734239635,0.13947570985594693,0.1484675808481834,108
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.10033669332224925,0.11541594713078675,-0.14979862460839932,-0.02830682712917016,108
Co587hoelyeANqFX7AYvuVQW0lZ2,0.1337976621676488,0.14101413262001478,-0.09713793072932762,0.0015411917197907688,108
CtJe4bZZnYUBNrcPk00d3YQFSGp2,-0.00394058410315272,-0.055809838245172834,-0.054577717444834174,-0.016031286984246006,108
DAKDKPH698P12JfTbbjemLI6PIH2,0.11406465981613978,0.25324504114419555,0.1190698132468024,0.18394601024264817,108
DPvStUYSmohmXwFwaKRqHv89R3k1,0.23042780464984142,0.3109143014352622,0.07090055499224507,0.17042152118864323,108
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.022708133061681846,0.3733201791176541,0.10878134928427731,0.1484994571979859,108
Df83JuPuJkXqTGbENhM2gw5SJM43,0.13730536552460756,-0.10496880432387207,-0.19175760355550836,-0.07874730686776801,108
DzB19GqCB7fyrlEPexogWkjFzEx2,0.1323884266217775,0.03734080809363775,0.04422684313717499,0.04560654555475395,106
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.06930789303650722,-0.019971683537341967,0.16655838954778907,0.05275887516584121,108
EUhcW9kURScie1DwGPHqmNqotJB2,-0.013934610305018027,0.07054347139737194,0.19086495625272232,0.056801897841634474,108
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.09618069864875736,0.14554082634298343,0.02688561573678889,0.025111820120379512,108
EoToosG69XMp4LTYdB6sB9WTrv22,0.10708448067619353,0.009620834015022759,-0.09912606990310296,0.045210706025994744,108
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.05223315751590875,0.04836062947489428,0.007319685618287876,0.00014009555066735042,108
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.08983066219551318,-0.05599982032584747,0.012220470685792125,-0.004415166278756222,108
G9VruXninjUdE9czK2DambZl5li2,0.17694143877104768,0.15458763662965963,0.15308594994693656,0.11716570163916502,108
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.10538957690844666,0.08487279446524469,0.08840451750644365,0.044180193840842354,108
GE4hogtdLdTFbNasENgtm6SO3hC3,0.19006062514604732,0.006885148011187755,0.020899406981353,0.1100592475815276,107
GEwkBw3YHaNp3TCh9YS9PKVfavz1,-0.008773304386214164,0.024475011043904978,-0.17857207267694847,-0.05661950106827986,108
HSggdq91WiQp16bOj7V3dABkcgk2,0.04482802396917359,0.19158357806095913,0.1661027641331733,0.1490975736566329,108
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.03277752717770469,0.0989158256387465,0.20660137021641142,0.05522894570544197,108
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.06801792058571311,-0.03769388429149814,0.04201051839109522,0.03855503655801319,108
IaTJhUGICmO9xcL3605RW8QHneN2,0.06430749806741559,0.2501604157915738,0.07483634564394272,0.12548071102633157,108
JntnHLHjYhc0xJJQALM3h9R5Ozv1,0.26821476084369283,0.4502741767830818,0.15914453283964508,0.23823541643651636,108
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.03709747267306133,-0.08096740079935766,-0.12777472289849592,-0.029783772541073172,108
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.16134146598415663,0.06511364274952189,0.1834374527276736,0.09861651772703123,108
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.0491817191475852,0.025654065951527198,0.02181250997685488,0.06825888235048656,108
LSLmd8jENtONZFVkIpRDX665Bu73,0.27825547887673013,0.058779456281057775,0.2489840195094576,0.15734131479141983,108
