participant_id,total_var,slow_var,fast_var,diff_var,fast_ratio,n_trials
06qcrpGKL6Vc3LVplFQC90VAcRm1,25773.21844321392,6084.933082653604,25263.863326378934,36600.3356125689,0.9802370387711863,108
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,62377.60873371015,5278.089440588129,67054.79024343926,109875.0588330723,1.0749817379132949,108
0d841i8KPjdjwCYfDuUUXj0SEjH2,83498.09957964091,6291.271839326471,86141.83028972245,177614.13236447144,1.0316621662455914,108
0oa5NYVnIBS9NmrmRAZrahXDctP2,20485.49097656815,2883.1357181915987,22301.715747061677,30865.620370167457,1.0886590793733464,108
146QT9LupyU2BAiTsB3PMIpVXM22,56748.68107988401,6192.294480183311,56514.61797646657,87079.56280996102,0.9958754441695666,108
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,192300.09551147997,26647.26603225768,172049.618474602,339141.4034490045,0.8946933594441764,108
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,72026.50520778718,12576.693601987263,63463.45736882854,115387.20941547556,0.8811125458016413,108
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,142615.52451685755,12784.146606959483,143653.91831039847,254728.86047913806,1.0072810712372213,108
23AEyocWhqY955WHbxhHRSgQ1ms2,33956.71235502875,3544.9026943624967,39762.59522308218,54374.53410408536,1.1709789454099968,108
2h5FgHUEvBS1twD5DqbTIRrMm1f2,94443.68130554259,21988.756571445232,73325.567149748,141311.08557558915,0.7763946315532363,108
2zDXvJKvjeejeOSNbtDbtSI5cdz1,39896.584371593344,6406.22225163785,42136.25646519306,61015.12742252643,1.056136938258664,108
3WijiOiVCoMbn80F05SPYsxl0TC2,41056.019331142306,3499.8287783169467,45176.061709546026,75185.21840091822,1.100351725411395,108
3xCaqfcHxRQxuOlEzXz3PNcHODH2,60145.6516898343,5540.692688317455,64260.50805731331,92277.69761326737,1.0684148604573935,108
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,63336.279204390245,6353.031482114152,63348.26473973832,109273.5565010027,1.00018923649287,108
5OOi73igsahMZ5IVKQwwyhnj4Cn2,35817.71552383804,5223.49043507609,38540.923729602466,70160.0664547289,1.0760296452729385,108
5rXSa3anB5ejmFrnwUsTB82byup1,82976.57317558034,13412.284877281625,70639.290556166,124501.01047427418,0.8513160745586785,108
5zxa5CMLGQSSonWOXqXf0QNS3PH3,32060.593282386017,3987.3082803435204,32292.38306985637,63251.497281703756,1.007229741054034,108
62fAfeQc27bZelkPX7G54T3gvci2,126148.85380557798,15743.717296172152,110831.81668215035,216064.88605195764,0.8785796567994631,107
6ABZuv4jbjgE0B8TeyUk6nwVb122,48946.129291401776,4930.665714965367,54957.19211056049,98457.17988586251,1.122809768743341,108
6WFCyGwk71XLPBmbe4Vav3eotVm1,19094.7335979934,1384.1156036034845,22205.54820625699,37253.36803753258,1.162914794924947,108
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,73074.31573115915,10860.807533133384,73269.24437307644,113326.38827996961,1.002667539750005,108
80UJMJbCOMgs6YVpsMgXfYTzw6o2,27240.68346623925,4664.47425621946,28598.924438393726,43751.15310162031,1.0498607523499845,108
87w5Le0CgZhSfYAaOH3Xd2fc98l1,190700.7258134345,11979.621343375342,201680.6746925751,396307.20542757655,1.057576859407879,106
8bwaafIhKVMNBoHaXFcY8HirS9u2,35609.612096346886,5476.558439721592,34133.559465363585,56437.96509716841,0.9585490393158558,108
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,167315.468799491,28110.557916880232,141982.8730186574,292580.31109500275,0.8485938212252694,108
8mscvscxtXf7EbbLqCyy4a4pl2q2,121896.13692191552,17348.295893480634,124049.24893649289,215138.8350326973,1.0176634967189864,108
9Xz1RIwnPXgyRqmucudW9VeuDnq1,214790.34967960248,62648.90240620563,156110.57941260445,259935.52598640122,0.7268044381205709,106
9l7DjYLs0XdgwykPZR5E01KTZfu2,59377.32900125912,7196.485177356476,59239.346729080564,105953.54861820776,0.9976761792000508,108
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,113188.30876446205,24721.641623095573,93048.40526976365,203342.19067067004,0.8220672813779,108
ASGvwW80q7VY7xFaLGZhVuErUQu2,35505.99093488558,3283.1845154843413,39995.450339746814,68485.21300601253,1.126442306964322,108
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,109549.72357634682,10960.679163714387,104274.60457582225,216047.8930209336,0.9518472632489277,108
AsXBOflrszVNKoFqbN61bMJqS0k2,62159.98242608172,4692.578528353618,67704.64562935515,122136.86685249291,1.0891998837011727,108
AyAnuCaltBbpEYbudoyNzTvXlcC2,147837.1447799873,22986.180838521486,121559.73703224577,207511.8705163429,0.822254361129283,108
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,67456.69745540946,6958.273915842565,68759.5875998839,124267.7577447725,1.0193144668153327,108
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,59123.19195781657,5857.595409780682,60428.62122037188,119312.29093462363,1.0220798170620882,108
CDEoAyvS8feXLKMKsaZah9agEhF3,58085.27221106728,8681.246566387697,56045.71595639919,91593.25860423117,0.9648868606958257,108
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,189145.4028903253,29716.422404435383,168023.0596683608,315513.0411187838,0.8883274829882483,108
CUNlBEszJVRGK1jWlTaOaCqpDg53,51629.29295951094,12308.441329916104,43825.7904946617,84392.42025673694,0.8488551359599491,108
Cbkx2NHyF3NrebzXGqNgSfiWent1,46729.96562403783,2945.832410699558,51233.24570839954,84679.98818552624,1.09636814459896,108
Co587hoelyeANqFX7AYvuVQW0lZ2,45206.63965292756,5200.7800326009055,43755.175395685656,77077.27189618586,0.9678926753152751,108
CtJe4bZZnYUBNrcPk00d3YQFSGp2,35433.267437408824,2725.2950974183063,39421.44657306556,70296.8820525702,1.112554653411562,108
DAKDKPH698P12JfTbbjemLI6PIH2,16912.77656651246,3736.520129856108,15679.236060846912,29979.169037383537,0.9270645774326626,108
DPvStUYSmohmXwFwaKRqHv89R3k1,112424.776572462,22350.904416789075,84659.5829047465,172551.66921571578,0.7530331434564178,108
DaRehVxIOhXtEtUExdgvUl0mKcx2,167062.1171071429,37496.531443692205,139367.43129092187,329095.3542982725,0.8342252193628108,108
Df83JuPuJkXqTGbENhM2gw5SJM43,149935.01172839594,10693.45164813873,164075.97404399744,258396.0346877609,1.0943139441054472,108
DzB19GqCB7fyrlEPexogWkjFzEx2,169415.1946814365,21025.71468951527,157402.03290248435,291986.33970515046,0.9290904112730777,106
EEodWwGh0wWq5f8JmzfKvq0lyeu1,68644.07707475997,9334.352396694321,67976.35971450595,120391.73412525111,0.9902727607579774,108
EUhcW9kURScie1DwGPHqmNqotJB2,94801.43328316227,13437.368649814696,97399.57847209803,189151.6216742385,1.0274061804653878,108
EmfmKFDgWJdW47a6CNTNjnbYaPh2,55617.346766667346,5616.677917573434,52473.89373652103,100859.15604664554,0.9434807085757954,108
EoToosG69XMp4LTYdB6sB9WTrv22,23886.127749832445,2510.769705368464,24935.034059719797,42938.72937545167,1.0439127815472187,108
Fz7EUjZCLuUBxLDUVtN6djaBTy42,51491.688711380804,5112.822127665687,58435.83465206032,96298.40160132274,1.1348595494624885,108
G1Ff3XYUZMRsPafyEQ80ussnVlf1,63665.17576332786,5027.5573506262745,67222.53920435753,112881.48145863823,1.0558761269151913,108
G9VruXninjUdE9czK2DambZl5li2,74521.39120370604,9038.636022853092,64298.414453881465,121220.54851953915,0.8628182246104368,108
GDZGRW51kbWtAdUIHCtEd8sAtqY2,53525.59260681688,6571.926214945446,51988.86025458807,94950.49465447833,0.9712897648136811,108
GE4hogtdLdTFbNasENgtm6SO3hC3,165802.01257474656,29055.21868334077,145622.4082617358,268329.90384466585,0.8782909567885165,107
GEwkBw3YHaNp3TCh9YS9PKVfavz1,47508.11633313017,2514.595821067556,52191.86548227266,95873.32303499439,1.0985883994284202,108
