prior_scale,ucla_mean,ucla_ci_lower,ucla_ci_upper,ucla_significant,interaction_mean,interaction_ci_lower,interaction_ci_upper,interaction_significant
0.5,-0.06266696782622835,-0.30018436120891007,0.18451230733194243,False,0.09400496820145744,-0.1925224181399122,0.367163670669231,False
1.0,-0.15197326519708604,-0.7562031722344819,0.4744752752359563,False,0.246714790248215,-0.47099788524835995,1.0173649361458503,False
2.0,-0.2833213283403046,-1.268692620616781,0.7709581247861419,False,0.39815019478205627,-0.7267490406943914,1.5148407866616833,False
5.0,-0.29802574475120436,-1.431804290374596,0.9598716750180365,False,0.4707535268762343,-0.7954175813800295,1.6995342173119288,False
10.0,-0.3213771098350803,-1.5138953066245278,1.0124341426045387,False,0.5175742492994247,-0.8972493996778989,1.8764890200280548,False
