n_participants,shift_trial_mean,shift_trial_sd,shift_trial_min,shift_trial_max,post_shift_error_mean,post_shift_error_sd,post_shift_error_min,post_shift_error_max
212,28.514150943396228,10.951629441655935,0.0,92.0,10.820754716981131,8.416072605478671,0.0,61.0
