model,n_trials,n_participants,re_formula,method,warning_count,ucla_beta,ucla_se,ucla_z,ucla_p,trial_scaled_beta,trial_scaled_se,trial_scaled_z,trial_scaled_p,trial_scaled_x_ucla_beta,trial_scaled_x_ucla_se,trial_scaled_x_ucla_z,trial_scaled_x_ucla_p,switch_beta,switch_se,switch_z,switch_p,switch_x_ucla_beta,switch_x_ucla_se,switch_x_ucla_z,switch_x_ucla_p,trial_scaled_x_switch_beta,trial_scaled_x_switch_se,trial_scaled_x_switch_z,trial_scaled_x_switch_p,trial_scaled_x_switch_x_ucla_beta,trial_scaled_x_switch_x_ucla_se,trial_scaled_x_switch_x_ucla_z,trial_scaled_x_switch_x_ucla_p,post_error_beta,post_error_se,post_error_z,post_error_p,trial_scaled_x_post_error_beta,trial_scaled_x_post_error_se,trial_scaled_x_post_error_z,trial_scaled_x_post_error_p,post_error_x_ucla_beta,post_error_x_ucla_se,post_error_x_ucla_z,post_error_x_ucla_p,trial_scaled_x_post_error_x_ucla_beta,trial_scaled_x_post_error_x_ucla_se,trial_scaled_x_post_error_x_ucla_z,trial_scaled_x_post_error_x_ucla_p
trial_slope_lmm,17214,197,1 + trial_scaled,lbfgs,0,0.02102500604838435,0.023261259130619896,0.9038636270857815,0.3660677181146249,-0.3798935450160365,0.02130669904213677,-17.82977007676072,4.1512477184278414e-71,-0.003868153052243028,0.02137552118683037,-0.1809618122727332,0.8563975504773775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
switch_lmm,17017,197,1,powell,0,0.01834561912534166,0.020213233366319115,0.9076043794116868,0.36408727968727717,,,,,,,,,-0.07164482243415266,0.014182626032398912,-5.051590747051118,4.3814568661625634e-07,0.016486056399619812,0.014426776540480388,1.1427401230871808,0.25314650572277875,,,,,,,,,,,,,,,,,,,,,,,,
switch_slope_lmm_correct,13721,197,1 + trial_scaled + switch_code,lbfgs,0,0.026742662039259485,0.022872433882399963,1.1692092838374148,0.24231932164703196,-0.2748451352859974,0.020106921176918965,-13.669180520859467,1.551323746304936e-42,-0.01740592428596319,0.020197901817053505,-0.8617689324178717,0.3888146842319685,-0.1532845303582203,0.061891377844211753,-2.4766701873087458,0.013261438380267271,0.003144810507956853,0.06522497660625136,0.04821482002119177,0.9615450392551329,0.3797531747947783,0.10203446593718278,3.721812735596345,0.000197797694079757,0.04358811791231425,0.1074059774521852,0.4058258110608297,0.6848705922609007,,,,,,,,,,,,,,,,
post_error_slope_lmm,17214,197,1 + trial_scaled + post_error_code,lbfgs,0,0.02390494884366783,0.02270950328777465,1.052640761919999,0.2925056678659589,-0.34094918400435287,0.020354091044296013,-16.750892155407733,5.578340358005217e-63,-0.0044981932408147745,0.02044910132142973,-0.21997021629996386,0.8258943505490538,,,,,,,,,,,,,,,,,0.4018301758947077,0.022561252269497865,17.810632632212975,5.844548336727387e-71,0.020154666331379734,0.02832595440927494,0.7115264693351468,0.47675805428497675,0.019282913420775285,0.02257350454410002,0.8542277245034693,0.39297882445966237,-0.014815975906877662,0.02825259556854256,-0.5244111420111183,0.5999926085602518
