model,n_trials,n_participants,re_formula,method,converged,fit_note,warning_count,boundary_warning,warning_msg,llf,aic,bic,phase_exploration_beta,phase_exploration_se,phase_exploration_z,phase_exploration_p,phase_confirmation_beta,phase_confirmation_se,phase_confirmation_z,phase_confirmation_p,ucla_main_beta,ucla_main_se,ucla_main_z,ucla_main_p,exploration_x_ucla_beta,exploration_x_ucla_se,exploration_x_ucla_z,exploration_x_ucla_p,confirmation_x_ucla_beta,confirmation_x_ucla_se,confirmation_x_ucla_z,confirmation_x_ucla_p,post_error_beta,post_error_se,post_error_z,post_error_p,post_error_x_ucla_beta,post_error_x_ucla_se,post_error_x_ucla_z,post_error_x_ucla_p,category_num_beta,category_num_se,category_num_z,category_num_p
extended,17214,197,1 + phase_code,lbfgs,True,,0,False,,-8872.711355422201,17791.422710844403,17969.75271140422,0.18480551445864118,0.01420649585088955,13.008522045010098,1.0943822502217449e-38,0.1921323779106644,0.01114797152098066,17.23473885352759,1.4570988139576895e-66,0.019155158462908387,0.019610142904647593,0.976798514730284,0.3286689115234279,0.017617943803310776,0.014259404584752127,1.2355315187669198,0.2166327535848681,0.0217400592603157,0.011242801853340145,1.933686953119867,0.05315162892944022,0.28998012751998326,0.008612529412411465,33.66956600485969,1.612845017357869e-248,-0.017998658133417594,0.008458918715888993,-2.1277729149482694,0.033355916057259974,-0.04860916083076599,0.0021258916268509062,-22.865305181511523,1.029300536102158e-115
