n_participants,n_trials,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2
192,2032,0.05591000081692521,0.03305784959538708,1.6912776088353592,0.09246766381476425,0.02878913379039616,-0.0027095970055908136
