model,n_trials,n_participants,re_formula,method,converged,fit_note,warning_count,boundary_warning,warning_msg,llf,aic,bic,phase_exploration_beta,phase_exploration_se,phase_exploration_z,phase_exploration_p,phase_confirmation_beta,phase_confirmation_se,phase_confirmation_z,phase_confirmation_p,ucla_main_beta,ucla_main_se,ucla_main_z,ucla_main_p,exploration_x_ucla_beta,exploration_x_ucla_se,exploration_x_ucla_z,exploration_x_ucla_p,confirmation_x_ucla_beta,confirmation_x_ucla_se,confirmation_x_ucla_z,confirmation_x_ucla_p,post_error_beta,post_error_se,post_error_z,post_error_p,post_error_x_ucla_beta,post_error_x_ucla_se,post_error_x_ucla_z,post_error_x_ucla_p,category_num_beta,category_num_se,category_num_z,category_num_p
base,17214,197,1 + phase_code,lbfgs,True,,0,False,,-9210.046974047436,18460.093948094873,18615.16351379906,0.18820406818148175,0.015225549280189475,12.3610691948146,4.24473008956919e-35,0.18796282894659058,0.01128712371187489,16.652854504362328,2.885064242037931e-62,0.019037450466135666,0.019885035153593276,0.9573757511158109,0.3383776332503414,0.018317204647567573,0.015279278435066148,1.1988265496575639,0.230595396744518,0.022114880759951577,0.011384027889755526,1.942623557682315,0.05206165842375977,0.29495508375587026,0.008779510121705851,33.595847566328764,1.9289064880821552e-247,-0.018143075900857272,0.008624541522864347,-2.1036568555857182,0.035408390532378986,,,,
