participant_id,ci_width,ci_low,ci_high,n_boot
GEwkBw3YHaNp3TCh9YS9PKVfavz1,164.54819368788577,-145.37873577537766,19.16945791250812,100
HSggdq91WiQp16bOj7V3dABkcgk2,247.8114311115681,-212.09860289469006,35.71282821687805,100
HbydnnT1hUP3WagAy2TJAc6GqVs2,194.24376558356465,-142.92203451617777,51.321731067386864,100
HyQM2xKwwuVfqidmRYF6TiRk90C2,155.19160185528136,-36.417556293834146,118.77404556144721,100
IaTJhUGICmO9xcL3605RW8QHneN2,176.25427644048546,-107.35353238982994,68.9007440506555,99
JOBWLirr6KYf3GXJ3jPFKmd48S93,186.29837249868297,-8.328321692130814,177.97005080655214,100
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,202.7844161452499,-149.69389436954722,53.09052177570268,100
JvrZiMHtAfP6gvQtlevYWafKy0z2,298.3331984836047,-31.416316037023417,266.91688244658127,99
K26uNuY0VNPjJNF26wEx3bFg0kr2,157.51075313785617,-51.49384563423387,106.01690750362229,100
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,173.8297777361664,-118.10566797785819,55.724109758308195,100
KtKj6zUKc5Oogd2itg2jdwkchnf2,156.6358799052502,-92.43526513288253,64.20061477236766,100
LSLmd8jENtONZFVkIpRDX665Bu73,199.56884164463952,-39.139989107847214,160.4288525367923,100
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,161.19121687539666,-70.06060000201622,91.13061687338043,99
LliUMEIsrCVZ88YFQfevan2Og4z1,116.66141767397671,-50.70558750000268,65.95583017397404,99
M4Km1Q2P2oPliChDQkwl6k20FUI3,104.0138104228474,-84.1290885787962,19.8847218440512,100
O61Eik2zvrSQLMNpFbTNEgjWwMr2,227.41904393987843,-140.3966769744003,87.02236696547814,100
OExlWyngGfPrScDYjaRcv5PIAet1,185.0680717674541,-155.26861112517727,29.799460642276802,100
ORuVuFPU5idz3fMoXTGsbwToW2j2,269.5191699326913,-167.48521328099753,102.03395665169374,100
ORvIk1xRWIQmKuLVe6GXNouvAXx2,328.2267689232087,-69.41001056484198,258.8167583583667,99
P8mTl71XaYNvFMTCvlKpzzUdc9W2,257.3240202674818,26.6509554824176,283.9749757498994,100
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,295.7859897170586,-161.78026399342252,134.0057257236361,100
PLreonkqaMeFc0UqxKUelH44UQu1,241.02724307998625,-110.23314313156528,130.79409994842095,100
PXesLO51qlY7lJBrLdOAZiHmUR72,462.56293119923015,-188.6120947241472,273.95083647508295,100
PkpTH7pWpEOG9A86xSloOSozwTk2,375.61192564936124,-179.66912550566272,195.94280014369852,100
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,274.6232821335473,-36.92801718577118,237.69526494777614,100
QbOEVCaZLUMOgltUdXm58oZOALv2,213.62906024760767,-143.09096676373045,70.53809348387722,100
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,170.39438761241655,-30.65031248970662,139.74407512270992,100
QreA2rLiUhV3YHeMfuHMPdGbpJ53,237.04856969728303,-5.670661561114385,231.37790813616866,100
Rc706mP0TSeIoIpMYH1SpRXjOxA2,201.24959360205574,-39.06657546711984,162.1830181349359,100
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,151.3237246765277,-40.58428816566265,110.73943651086503,100
Ru3Qf6pXZua1DfNkQdhbor6iJ403,197.98652710411528,-79.61504498832288,118.3714821157924,100
SOhR7IO689NQCPQu56SjATO8FR92,207.81977635899244,-99.26108490888822,108.55869145010423,100
SPCT9D90pRa1ihXS5jEw6vCmquI3,173.5943161941168,-91.31885883925577,82.27545735486103,100
SpSfX0ZcfcPLdlOENlfdfvEPwru2,164.27681872293942,-74.48376082252412,89.79305790041529,100
SvtOrPatsnWjicxtyndEzSdO5Wp1,144.94909821316935,-61.98198617593114,82.96711203723822,100
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,253.00784209703278,-109.11536201527885,143.89248008175392,100
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,132.74074989741217,-109.74554539432765,22.995204503084516,100
Ub7nV8F55kPruh35ZpUcKoBUyn63,243.83598393014367,-45.231428248518824,198.60455568162484,100
UbqFccqQZZgcqJIqCn3ErH9zQdM2,249.98978469430685,-76.5052798340486,173.48450486025826,100
UbwuSMtBsHdW3Ji41opk3GInMqi2,219.87895955273382,-210.58336442291832,9.295595129815482,99
VwTymW8T68MfpnJvZ2X97ILqDWS2,447.2427844930678,-102.19562178796444,345.04716270510335,100
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,303.75675549447834,-19.67782692307055,284.0789285714078,99
WbOfW9KmUkPQK8o5hlHJnJFdpp92,322.2282671271928,-225.55494007518428,96.6733270520085,100
WcTsIpSoEhYeIBSNjAbbdaNSBya2,244.19887453046573,-177.52729331670807,66.67158121375765,100
WeHQDy9BWldTlaQDVVlsJNCqwxA2,282.7907267732344,-237.96812445886036,44.82260231437404,100
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,124.55834665278803,-48.533068411916254,76.02527824087178,100
WnC6Uscb5VMIr43GASKiUCO3AYH2,149.8395191532727,-50.35163441454914,99.48788473872358,100
WqoZv41KTtTCuPKBPyClregrKAi1,324.03443874878064,-165.56861213789205,158.46582661088857,100
XbHvBButpZS4bapbJXJLAYcHnn12,192.84039766485785,-210.79467809066645,-17.954280425808616,100
XehZHBpwr5MYzUXkj0FAYCsFG922,172.49411662142876,-142.81555780126445,29.678558820164305,100
XjVUeGHFypbhi8kDuvI2f4aW4573,327.22894942558185,-90.6932373876096,236.53571203797227,100
YEU5ox3jteVINfdSTg5ymqYcS9o2,89.22728489157134,-32.81283238291411,56.41445250865723,100
Yco8O7tmHlbsUBfKW2ywcZByGO32,275.66070749489313,-120.10629807928147,155.55440941561167,100
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,327.78448977259677,-116.9257499312065,210.8587398413903,100
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,167.42776312780518,-190.32483622926824,-22.89707310146306,100
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,219.4774679301015,-100.39331059517943,119.0841573349221,100
aM2995jJmJWvr6cneaGH58HauIg2,411.95137431211447,-356.7715835012019,55.17979081091258,100
afdTz6deeYWf1qKNdUpKAYKN3hz1,354.7889911326606,-106.12443810379067,248.66455302886996,100
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,224.17480057850491,-160.75949193850076,63.415308640004156,100
asKxydfXDkZAk89VaD4hwVovkzJ3,246.22206248284616,-147.8838367872841,98.33822569556204,100
azdL1gX79EVd9iepyCAVQrqIaQF3,157.39035676339233,-96.96724966629738,60.42310709709495,100
bXpFswkI7TfIfL6G4FqWrbaxTGx2,247.16977725469508,-157.39590942460617,89.7738678300889,100
biQ16yPcCKSkJQhSxUKcDc8gm8I2,283.7425510355476,-149.6181614767964,134.1243895587512,100
btpcu1rB1JeSTo2upeHGPdv8kYG3,231.57972214990127,-150.27383553935658,81.30588661054468,100
c0hRe9PCPPZs3HWFqhIQargNlp52,257.4477740376169,-126.22498075428,131.22279328333693,100
c8BtRUVPPPZHjyhX2rn702NoUld2,181.12693882461932,-196.76218384324682,-15.6352450186275,100
cC0BEsQjfrcuCyoaOas9zJT0MNs2,254.98689221920313,-187.42405020249026,67.56284201671285,100
cEIs6U87xfbSL5eFTXDK77MmvNf1,337.0742339914331,-37.80520118788116,299.26903280355197,99
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,166.26425316342144,-122.6922337079432,43.57201945547824,100
cec6NLR2ZLVVw6h0TEKSNIH11v02,142.63922461073003,-119.36046964282542,23.27875496790459,100
cfoKz0AGhvYmW0DJmVKAZ01jh752,109.57024221757405,-89.07502172478912,20.49522049278492,100
d9rwc0NXArcNlJvFsgKhQqkGxJq2,198.4210821873795,-124.50016860830593,73.92091357907357,100
dGL2zPQyEvdibcvxeTencpgoWbg2,218.83511444806845,-48.81812959956639,170.01698484850206,100
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,204.8933275235644,-104.56746288263571,100.3258646409287,100
e7NIVznoeNMC7bBejXnMVvFNPfx1,285.4817038889476,-262.9155054878435,22.566198401104085,100
fEL2NrgSd4MmDtLCAcMvCJQXTME2,362.9831131137098,-259.6046188605127,103.37849425319712,98
fEq0OghbLpfD1jigl1Mbz96aMbg2,274.645626138405,-152.44635833700875,122.19926780139627,100
foaW7wtvY3XLNdguFUK7OvOefP93,212.9457272533152,34.254796022717166,247.20052327603236,100
g2G9l3no7RbeRA9a1W3JnfegTnh2,497.7917313104949,-208.2634892588564,289.52824205163853,100
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,190.79879700061437,-183.30806864563834,7.49072835497603,94
h52Mz0cZjnOsmXT02EgU3JzzRKs2,158.73447386526294,-109.4327313125199,49.30174255274304,100
h5RYP03wJuVN0xo7qAR8CKFxLaj1,213.4071954723701,-35.88931632246948,177.5178791499006,100
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,229.36242613360287,-59.58238290043066,169.78004323317222,100
hrRr560eFBNwJ0CcUjCqtSD8TdP2,190.11280510292482,-171.92698383698234,18.18582126594249,99
htPWXDgfuheOJbl6ihHore9XuDp2,203.5928045713796,-172.067624295946,31.525180275433584,100
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,129.0489329186717,-58.78917740092729,70.25975551774442,100
i1tBstVkNiVP0qro7TgGD08IGGa2,290.71342376534005,-211.66182499547827,79.05159876986181,100
iKVZi0Oo96UrMBhPQMHWFcf55uA3,343.7271671869896,-261.9418958333511,81.78527135363852,100
iWsc4pghIEWOQUZKuQJMfe516UI3,144.2127702553883,-76.68769664290178,67.52507361248652,100
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,314.50012644557614,16.93860928125037,331.4387357268265,100
iZX3U88SSqYAtT564nBPgHUBsei1,192.0751790376347,-133.97482537702,58.100353660614694,100
idP8RVfm74N86O0dszLXANIpjXv2,209.96267493577298,-61.15748301255343,148.80519192321955,99
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,343.5113517454979,-427.5189550796722,-84.00760333417432,100
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,199.39187180159638,-131.95526333466705,67.43660846692933,100
jzdk8E3tVXTXIozlfK5oeEb7wWp2,191.1161688277582,-88.5948450862353,102.52132374152292,100
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,197.8616796660316,-146.41849376783074,51.443185898200845,100
kI0YdycDU0X5hcoEPjEON3Ionyd2,308.90605929461947,-137.2637099213945,171.64234937322496,100
kR2rCtaPyPaj7YMizKUDn5xL2qx1,215.04859445555923,-66.74252186355201,148.3060725920072,100
kgSRatooJJfDaMZ2yIURqb8aJuE3,343.24918926153725,-132.31149759527526,210.937691666262,100
kxerHPSL3bQjD74HhiebYf3blPr1,155.45820094485114,-95.23502724352971,60.223173701321436,100
lHDkoPQu5reNCO45npeYSS9eLQl1,196.1645077945853,-158.40274023037816,37.76176756420714,100
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,258.05979260085513,-212.2137622957716,45.846030305083545,100
lpzDdvuMkKWkPxu6xeclmdctEp42,170.163229461842,-8.276285002297687,161.8869444595443,97
m69r9GQTk2b51mvxrFLt4fZeJi52,228.46443260905454,-149.28654372710452,79.17788888195003,100
mUZzgdWKnPb2txOkJg9FHgqX5792,337.8926368878815,-50.73685795379748,287.155778934084,100
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,290.6926197541436,-150.40195961672103,140.2906601374226,99
mg2WZiRBn4NQDKiMK43Y8dBqyG53,181.98358755828252,-157.65040952797804,24.333178030304474,100
mweMgSlGM2VxThhwnupYxYzUbR23,170.3515539731198,-59.774261600885964,110.57729237223381,100
mwsliuPsLFhRFjtjQwYkqcCRDvi2,174.07705500022448,-65.90779168580416,108.16926331442032,100
nHy6rdfyacWW9BnyDb1dNvNYWfh1,233.0113160712261,-58.83624410116253,174.17507197006358,100
nT1qJOiMyDdJ9ui4el195A8Hsgs1,160.35159561172406,-71.5495928016939,88.80200281003016,100
o4jXmZcjtMVF2ZInToRpVHUhpdV2,392.42021806806133,-116.70048974681933,275.71972832124203,100
ohl9pXqpeSMfepC3w9h0tW5SbJw1,372.75285281389256,-171.427553138569,201.32529967532355,99
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,138.1281123460045,-50.04440309689287,88.08370924911165,99
pRQimOpZtsekBI2I1kbnD3pycmo1,303.5748171700067,-220.20498638361406,83.36983078639267,100
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,332.9884994519414,-210.14018007965473,122.84831937228662,100
pcbRW89vVJcviD87V3uxyG4I9st2,140.8176353049625,-75.8921535353365,64.92548176962597,100
q0Atnpm0jZS5swcVmq0EMalQUKw1,129.496090680155,-128.31069237013173,1.1853983100232586,100
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,268.45258852639716,-35.797464364840856,232.65512416155633,100
qnR5PLX1v3fPi6SwTJMwGcadwyD3,348.1631311625936,-8.570380684974753,339.59275047761884,100
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,141.13177797133744,-127.5004770042477,13.631300967089746,100
rFV2EUbp64f5ORSh7DqwmCQmeqT2,232.52858860637926,-0.745573108521933,231.78301549785732,100
rNe3cRPepZUXbJhmmfQZiGsVzX22,259.9334116748942,-187.79896851474587,72.13444316014835,100
rUuJv5gl7dWVo7UPQWMx4bohxhK2,335.0798684898347,-90.19740337994428,244.88246510989046,99
roaf78tUWxWSEjAUcUu8O7mrQbl1,172.63151706049783,-110.60897308545044,62.022543975047384,100
s48aCkolCSNbBRSSRPle0r61a7H2,326.7567512626339,-121.12551641413462,205.63123484849925,95
s5gTyWKzfkdHXNT3qicwPmdONYv1,158.3179377496831,-60.29761726180672,98.02032048787639,100
sqfXvh6GJLaYAqr3RvHrixP8IOx1,212.65641271750397,-33.98124548863922,178.67516722886475,100
ssPK6ISW0HerTGke9hznqJ2LpKu1,214.88076633686927,-152.97090555902523,61.90986077784403,100
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,282.4620690644064,-256.82151021736524,25.640558847041188,100
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,172.2209993691636,-16.953316230749397,155.26768313841418,100
tSvrYUUA5nbPdK6C5D73giKnIDv2,237.49220009157722,-84.075370879116,153.4168292124612,99
tv88wS5Nf6SjruozSmXJxQSmx6J3,299.4518279631949,-98.7725728168372,200.67925514635766,100
u64Uf920g5VD9Byq26LT2rs5o4t1,147.95892835932474,-65.15831948447541,82.80060887484933,97
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,223.92857863128177,-168.98891407990598,54.9396645513758,100
uhq0lYdK12b2vJDJLS0EPTVe9nP2,243.2334541777683,-89.74794221056827,153.4855119672,100
v8nNKiWvPdcjiHXZci39OuFTY6M2,209.08821802362,-89.32880103256637,119.75941699105361,100
vpFmF3TtdQTW3MyS8ouwz3urZVs2,217.42938102450108,-140.22670170721742,77.20267931728365,99
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,222.5952830791257,-126.794263717647,95.80101936147868,100
wdppvL4tIkVlGjou6aYzzjlaZXB2,320.10785689287763,-152.6599017652746,167.447955127603,99
wkhxvE50megJGMA1EiROSZIJWNq1,205.58669674777462,-108.63386464443286,96.95283210334175,100
xBGZhFOeypWnqzSQClkrwV9z2vF3,336.313749881404,-96.08417411963784,240.2295757617662,100
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,244.86756552824326,-214.64992783886237,30.217637689380897,100
xHctBv4C2EU8rHYRouw0btT3GT02,202.07132709909595,-66.2179220625651,135.85340503653086,100
xyAILKfYP2M8GqAai11x6NT7IcP2,335.7282424911915,-25.135467045410262,310.59277544578123,100
y1EHXv8tUTa4BRS4fRio7bULYfA2,261.2216212415518,-162.9190842954241,98.30253694612773,100
yGTid3RXTdQe5JNosdSxvgktWIW2,334.0367442190992,-249.7388344905515,84.29790972854768,100
yatBVTBMCSMp0wJluOCLzTFKMyP2,173.40815559367098,-122.58239177425651,50.825763819414476,100
yfjd8LbAMrYeG54927d3GiKAyXI2,381.2035300782518,-203.4826963661279,177.72083371212386,100
zw1w9FipI9RjJsuhHse6UZavBxs2,295.14377561328484,-197.87383116880176,97.26994444448309,97
zxG9mUnF7uRkaOKSoCPsiRZzr372,240.5037047853562,-157.45996371745463,83.04374106790159,100
