n,ucla_beta,ucla_se,ucla_p,delta_r2_ucla,p_ucla_ols,r2_full,dv,label,task,primary_endpoint,ucla_fdr_q,ucla_fdr_sig
197,5.425030046782837,10.309253498527664,0.5993426971747493,0.001435590813289811,0.5993426971747815,0.01500412149237662,stroop_rt_interference_correct,Stroop RT interference (correct),stroop,False,0.9145622761200944,False
197,-0.0009530643186704149,0.003470549137407263,0.7839105223886523,0.00039201845882630426,0.7839105223886674,0.012329477351920137,stroop_acc_interference,Stroop accuracy interference,stroop,False,0.9145622761200944,False
197,-0.022539823453898312,0.07211321434637231,0.7549565203038705,0.0004936058613120853,0.754956520303974,0.040019089506683425,wcst_categories_completed,WCST categories completed,wcst,False,0.9145622761200944,False
197,-0.05338252184941177,0.6034987655667245,0.9296081616218427,3.9760181963277574e-05,0.9296081616217459,0.03449047299188868,wcst_perseverative_error_rate,WCST perseverative error rate,wcst,False,0.9296081616218427,False
197,19.033214665526824,6.009235993343511,0.0017927367700058623,0.04820573723610344,0.001792736770005826,0.08700887007571823,stroop_interference_slope,Stroop interference RT slope,stroop,True,0.012549157390041038,True
197,11.141645535718313,9.290917115382719,0.23194451328271543,0.007450390650044492,0.23194451328271817,0.015646381143162413,stroop_rt_sd_incong,Stroop RT SD (incongruent),stroop,False,0.541203864326336,False
192,202.10435716730825,92.00610211372492,0.02928895822281701,0.024879372525591137,0.02928895822281774,0.04612149540396915,wcst_post_shift_error_rt_mean,WCST post-shift error RT mean,wcst,True,0.10251135377985955,False
