model,n_trials,n_participants,re_formula,method,converged,fit_note,warning_count,boundary_warning,warning_msg,llf,aic,bic,phase_exploration_beta,phase_exploration_se,phase_exploration_z,phase_exploration_p,phase_confirmation_beta,phase_confirmation_se,phase_confirmation_z,phase_confirmation_p,ucla_main_beta,ucla_main_se,ucla_main_z,ucla_main_p,exploration_x_ucla_beta,exploration_x_ucla_se,exploration_x_ucla_z,exploration_x_ucla_p,confirmation_x_ucla_beta,confirmation_x_ucla_se,confirmation_x_ucla_z,confirmation_x_ucla_p,post_error_beta,post_error_se,post_error_z,post_error_p,post_error_x_ucla_beta,post_error_x_ucla_se,post_error_x_ucla_z,post_error_x_ucla_p,category_num_beta,category_num_se,category_num_z,category_num_p
base,17214,197,1 + phase_code,lbfgs,True,,0,False,,-9210.046974047436,18460.093948094873,18615.16351379906,0.18820406818148175,0.015225549280189475,12.3610691948146,4.24473008956919e-35,0.18796282894659058,0.01128712371187489,16.652854504362328,2.885064242037931e-62,0.019037450466135666,0.019885035153593276,0.9573757511158109,0.3383776332503414,0.018317204647567573,0.015279278435066148,1.1988265496575639,0.230595396744518,0.022114880759951577,0.011384027889755526,1.942623557682315,0.05206165842375977,0.29495508375587026,0.008779510121705851,33.595847566328764,1.9289064880821552e-247,-0.018143075900857272,0.008624541522864347,-2.1036568555857182,0.035408390532378986,,,,
base,17214,197,1,lbfgs,True,,2,True,The MLE may be on the boundary of the parameter space. | The Hessian matrix at the estimated parameter values is not positive definite.,inf,-inf,-inf,0.16851978342922563,0.008898356171141446,18.93830502938933,5.5143942700066785e-80,0.1835612386911798,0.0083599523870119,21.957211021484074,7.389769485183627e-107,-0.08362061893429783,1317667.1156858278,-6.346111088214752e-08,0.9999999493653594,0.017962827122633654,0.009083221148009578,1.9775833737759296,0.04797572642941149,0.022281691084112112,0.00844632529290128,2.6380337379189944,0.008338828524088933,0.293552728559063,0.008790887029540258,33.39284506473917,1.7413908420862427e-244,-0.019102122385863923,0.008663154572485563,-2.2049845960884538,0.027455175476550544,,,,
extended,17214,197,1 + phase_code,lbfgs,True,,0,False,,-8872.711355422201,17791.422710844403,17969.75271140422,0.18480551445864118,0.01420649585088955,13.008522045010098,1.0943822502217449e-38,0.1921323779106644,0.01114797152098066,17.23473885352759,1.4570988139576895e-66,0.019155158462908387,0.019610142904647593,0.976798514730284,0.3286689115234279,0.017617943803310776,0.014259404584752127,1.2355315187669198,0.2166327535848681,0.0217400592603157,0.011242801853340145,1.933686953119867,0.05315162892944022,0.28998012751998326,0.008612529412411465,33.66956600485969,1.612845017357869e-248,-0.017998658133417594,0.008458918715888993,-2.1277729149482694,0.033355916057259974,-0.04860916083076599,0.0021258916268509062,-22.865305181511523,1.029300536102158e-115
extended,17214,197,1,lbfgs,True,,2,True,The MLE may be on the boundary of the parameter space. | The Hessian matrix at the estimated parameter values is not positive definite.,inf,-inf,-inf,0.16660673766944217,0.00871498933685027,19.117262365998076,1.8138135153682058e-81,0.18833671507027228,0.008189236130024655,22.998080905221773,4.872023102381045e-117,3.776439271603665e-17,318035.2838842403,1.187427767598965e-22,1.0,0.017878134809205876,0.008897813385127516,2.009272844392169,0.04450820614833565,0.02144423019069077,0.008273137108013731,2.5920312827789265,0.009541109534640912,0.2881474227846046,0.008611968524386625,33.458949828793926,1.9072912275649064e-245,-0.018223227490504684,0.0084853799234718,-2.147603013047957,0.03174530586624236,-0.049695386430532264,0.0021274490209243217,-23.359143247033437,1.1127343354510464e-120
