n_participants,n_trials,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2
196,3420,0.06575504235830443,0.032637568212379175,2.014704095918643,0.045352889878666175,0.06445516192829037,0.034755325799029624
