n_trials,n_participants,re_formula,method,converged,fit_note,llf,aic,bic,segment_beta,segment_se,segment_z,segment_p,ucla_beta,ucla_se,ucla_z,ucla_p,segment_x_ucla_beta,segment_x_ucla_se,segment_x_ucla_z,segment_x_ucla_p
20985,197,1 + segment,lbfgs,True,,-148428.98222357576,296887.9644471515,297007.23789478804,-26.925139603058962,3.0341683384335174,-8.8739768528993,7.0579236499846e-19,12.027408772503557,18.410467475151055,0.6532918726119894,0.5135681310066073,-0.011278044802911657,3.0413815362564565,-0.003708197958219164,0.9970412928814693
