outcome,n_participants,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2
post_error_rt_mean,196,202.06000483884765,81.28700309609322,2.4857602955294458,0.013795493099100909,0.06028401204026368,0.030451758454240196
post_shift_error_rt_mean,192,202.10435716730868,92.00610211372492,2.196640793645359,0.029288958222816706,0.046121495403968926,0.015184895254908515
