segment,n_trials,n_participants,re_formula,method,converged,ucla_beta,ucla_se,ucla_z,ucla_p,warning_count,fit_note
shift_trial,1145,197,1,powell,True,0.04643997499638031,0.026196071453717586,1.7727839488615318,0.07626451413612946,1,
post_shift_error,2522,194,1,powell,True,0.045226767102008986,0.030337849781564327,1.4907703554354186,0.1360217973191464,0,
exploration,3409,194,1,powell,True,0.02581527753175051,0.026025473324238685,0.9919234593788382,0.3212348643358409,0,
confirmation,3417,197,1,powell,True,0.04632984006201801,0.021060096337323683,2.199887375629432,0.027814886624373862,0,
exploitation,10388,197,1,powell,True,0.010362620452625608,0.020787997646785225,0.49849055347705135,0.6181383257936229,0,
