task,metric,r_male,p_male,r_female,p_female
wcst,mean_rt,0.4077965996205935,0.02529049726575222,0.03943068284990811,0.7947301995640175
wcst,sd_rt,0.41431454399841805,0.02283077607125176,0.15781792586226517,0.2948699318054724
wcst,tau,0.4179335423709617,0.021552145126019218,0.05102280022523794,0.7363058616834602
