task,outcome,ucla_beta,ucla_p,interaction_beta,interaction_p
stroop,mean_rt,21.5119144115049,0.3480001884173505,23.59377452665253,0.497571856958815
stroop,sd_rt,11.193954447680008,0.27514951150793815,-5.187161366569249,0.741240918842291
prp,mean_rt,18.303489583058855,0.39763109028487786,-12.54237963475991,0.7017027253553194
prp,sd_rt,18.126879214039036,0.2532024390391941,3.6404566317502045,0.8781451319079923
wcst,mean_rt,77.29892778404792,0.06675946252993377,55.46687040937981,0.38526898942987997
wcst,sd_rt,78.79412010102479,0.04736342688787863,49.00094858619759,0.422277465828107
