gender,mean,se,ci_lower,ci_upper,significant
Female,-10.874996500720918,8.251072946967279,-27.77646775549405,4.850292778888313,False
Male,-15.287010910479022,10.77430489891186,-36.43542680465785,5.580913913796429,False
