model,term,beta,se,t,p
Stroop Interference Effect outcome,Intercept,145.28636538302172,10.173639523656396,14.280667704531165,2.888208484841136e-46
Stroop Interference Effect outcome,C(gender_male)[T.1],-22.744711316019885,15.518207586985142,-1.4656790217895712,0.14273575189774443
Stroop Interference Effect outcome,z_ucla,9.686562380957689,14.275161668387522,0.6785606079970828,0.4974163093711419
Stroop Interference Effect outcome,z_ucla:C(gender_male)[T.1],9.58017690210992,22.663001834170792,0.42272321081778025,0.6724972188688758
Stroop Interference Effect outcome,z_dass_dep,-16.05596455049249,11.409502401508018,-1.4072449424586948,0.15935476915437574
Stroop Interference Effect outcome,z_dass_dep:C(gender_male)[T.1],-7.619886283781935,20.232605166454505,-0.37661419382688516,0.7064603380509507
Stroop Interference Effect outcome,z_age,16.54196161335339,8.841506240853711,1.8709438372523441,0.061352865983836685
