n_trials,n_participants,re_formula,method,converged,fit_note,llf,aic,bic,segment_beta,segment_se,segment_z,segment_p,ucla_beta,ucla_se,ucla_z,ucla_p,segment_x_ucla_beta,segment_x_ucla_se,segment_x_ucla_z,segment_x_ucla_p
22544,212,1 + segment,lbfgs,True,,-159660.91746575857,319351.83493151714,319472.1832950292,-27.306408169769654,2.8667104678011177,-9.525345679821921,1.6449354384247748e-21,11.865026811603558,17.50820051689901,0.6776839687294746,0.4979720931287356,-0.046565138732569615,2.872536356399568,-0.016210461054332582,0.9870664898463126
