participant_id,cC,cI,iC,iI,interference_after_congruent,interference_after_incongruent,cse,n_trials
YEU5ox3jteVINfdSTg5ymqYcS9o2,588.4444444444445,622.3600000023841,620.1733333309492,634.2285714263007,33.91555555793968,14.05523809535157,19.860317462588114,69
Yco8O7tmHlbsUBfKW2ywcZByGO32,865.1999999963575,1125.7176470581223,876.1882352986756,964.6388888839218,260.5176470617648,88.45065358524619,172.06699347651863,70
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,777.183333337307,894.3260869876198,693.6434782795284,893.4818182208321,117.14275365031278,199.83833994130373,-82.69558629099095,69
aM2995jJmJWvr6cneaGH58HauIg2,827.1947368352037,1380.6812499985099,977.6200000047684,1128.0777777731419,553.4865131633062,150.4577777683735,403.0287353949327,68
afdTz6deeYWf1qKNdUpKAYKN3hz1,842.5823529415271,1276.3947368452423,781.4166666683224,1014.0615384613092,433.81238390371516,232.6448717929868,201.16751211072835,67
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,795.1999999795642,851.5952380895615,889.161904766446,799.1733333269755,56.39523810999731,-89.98857143947055,146.38380954946786,71
azdL1gX79EVd9iepyCAVQrqIaQF3,726.6714285714219,827.5190476189988,729.859090909129,733.1692307692451,100.84761904757693,3.3101398601161236,97.5374791874608,70
bXpFswkI7TfIfL6G4FqWrbaxTGx2,657.9555555555465,851.6562500000073,568.5235294117456,730.01764705884,193.70069444446074,161.4941176470944,32.206576797366324,68
biQ16yPcCKSkJQhSxUKcDc8gm8I2,1071.4588235406316,1246.9388888809417,1135.3736842306037,1172.6882352548487,175.48006534031015,37.31455102424502,138.16551431606513,71
btpcu1rB1JeSTo2upeHGPdv8kYG3,882.8117647100897,1045.6473684248172,801.8333333333334,1257.1882352899102,162.83560371472743,455.3549019565768,-292.51929824184936,71
c0hRe9PCPPZs3HWFqhIQargNlp52,794.7687500119209,1003.3722222381168,997.0222222275204,1030.0833332803513,208.6034722261959,33.06111105283094,175.54236117336495,70
cC0BEsQjfrcuCyoaOas9zJT0MNs2,1047.4882352632635,1024.7315789398394,1005.626315794493,1083.5812499970198,-22.756656323424068,77.95493420252672,-100.71159052595078,71
cEIs6U87xfbSL5eFTXDK77MmvNf1,830.3500000238419,931.8549999475479,854.1157894887423,914.9875000119209,101.50499992370601,60.87171052317865,40.63328940052736,71
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,609.7437499994412,810.1599999997765,559.0578947369205,827.7153846157285,200.41625000033525,268.65748987880795,-68.2412398784727,68
cec6NLR2ZLVVw6h0TEKSNIH11v02,791.138095238113,922.0200000000497,831.7133333332526,832.1399999999907,130.88190476193665,0.426666666738015,130.45523809519864,71
d9rwc0NXArcNlJvFsgKhQqkGxJq2,764.6066666642824,974.2750000059605,731.2799999982119,1001.5937500037253,209.66833334167802,270.3137500055134,-60.64541666383536,71
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,680.0187499970198,836.6842105200416,807.1315789473684,956.1529411848853,156.6654605230218,149.02136223751688,7.644098285504924,71
e7NIVznoeNMC7bBejXnMVvFNPfx1,860.7611111104488,946.855555554231,886.7882352927152,970.4176470497075,86.09444444378221,83.62941175699234,2.4650326867898684,70
fEq0OghbLpfD1jigl1Mbz96aMbg2,583.9625000003725,752.341176472166,569.3555555558867,648.206250003539,168.37867647179348,78.85069444765236,89.52798202414112,67
foaW7wtvY3XLNdguFUK7OvOefP93,819.0785714285573,997.5545454545328,767.4000000000038,868.6500000000067,178.47597402597546,101.25000000000284,77.22597402597262,71
g2G9l3no7RbeRA9a1W3JnfegTnh2,1409.9187499806285,1143.5833333532016,967.4368421153018,1170.2142857398305,-266.33541662742687,202.7774436245287,-469.11286025195557,67
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,739.6666666666639,1156.2142857142858,750.7857142857184,995.1111111111144,416.5476190476219,244.32539682539596,172.22222222222592,67
h5RYP03wJuVN0xo7qAR8CKFxLaj1,968.5052631591495,1232.3687500022352,852.0624999962747,1203.431578946741,263.86348684308564,351.36907895046625,-87.50559210738061,70
hrRr560eFBNwJ0CcUjCqtSD8TdP2,690.8214285714286,680.3761904761195,668.4909090911123,700.3285714286778,-10.445238095309037,31.837662337565575,-42.28290043287461,71
i1tBstVkNiVP0qro7TgGD08IGGa2,1056.7562499940395,1276.0736842029974,1150.0842105338447,1225.266666650772,219.31743420895782,75.18245611692737,144.13497809203045,69
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1161.1176470588305,1222.2499999999782,1039.1250000000218,1323.8333333333399,61.1323529411477,284.708333333318,-223.57598039217032,67
iWsc4pghIEWOQUZKuQJMfe516UI3,555.9374999925494,692.7210526309515,598.1049999922514,716.3642857117312,136.78355263840206,118.25928571947986,18.524266918922194,69
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,1325.743750013411,1570.3499999880792,1306.1684210425929,1537.4214285697255,244.60624997466812,231.2530075271327,13.353242447535422,69
idP8RVfm74N86O0dszLXANIpjXv2,948.4000000092718,1012.6444444424576,945.2333333260483,884.9941176526687,64.24444443318578,-60.23921567337959,124.48366010656537,71
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,903.2777777777778,1347.2777777777455,832.3888888889082,1227.3333333333178,443.9999999999677,394.94444444440956,49.05555555555816,69
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,1004.9000000059605,1261.366666658057,1022.1000000098172,1094.1529411708607,256.4666666520966,72.05294116104346,184.41372549105313,70
jzdk8E3tVXTXIozlfK5oeEb7wWp2,836.5153846098826,862.8272727240216,852.4130434782609,883.8615384468666,26.311888114138924,31.4484949686057,-5.136606854466777,71
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,769.9333333439297,816.5666666030884,841.076470599455,912.7166666984558,46.63333325915869,71.64019609900083,-25.006862839842142,71
kI0YdycDU0X5hcoEPjEON3Ionyd2,937.4235294180758,1009.852631581457,799.6555555529064,972.294117650565,72.42910216338123,172.63856209765856,-100.20945993427733,71
kR2rCtaPyPaj7YMizKUDn5xL2qx1,740.5473684210477,1086.2117647059015,759.7999999999447,1021.46875,345.66439628485375,261.6687500000553,83.99564628479845,68
kgSRatooJJfDaMZ2yIURqb8aJuE3,837.644999999553,1173.6999999960265,885.3062500003725,948.9263157907285,336.0549999964735,63.620065790355966,272.43493420611753,70
kxerHPSL3bQjD74HhiebYf3blPr1,721.4117647058961,835.736842105251,699.3684210526193,844.3999999999845,114.32507739935488,145.03157894736523,-30.70650154801035,70
lHDkoPQu5reNCO45npeYSS9eLQl1,713.2277777724796,855.0705882521237,772.2111110422346,850.456249922514,141.84281047964407,78.24513888027934,63.59767159936473,69
lpzDdvuMkKWkPxu6xeclmdctEp42,820.3294117871453,954.8333333333334,788.5611111323038,856.4555555714501,134.50392154618805,67.89444443914624,66.60947710704181,71
m69r9GQTk2b51mvxrFLt4fZeJi52,711.5263157894859,895.1176470588235,633.9999999999891,755.8333333333301,183.59133126933762,121.83333333334099,61.75799793599663,70
mUZzgdWKnPb2txOkJg9FHgqX5792,1065.9733333190281,1257.676190467108,1061.0380952415012,1124.2714285595077,191.70285714807983,63.233333318006544,128.46952383007329,71
mg2WZiRBn4NQDKiMK43Y8dBqyG53,719.2631578947307,776.5882352941107,750.4117647058995,941.2222222222255,57.32507739938001,190.81045751632598,-133.48538011694598,71
mweMgSlGM2VxThhwnupYxYzUbR23,713.1812500000087,707.8400000000023,580.7421052631383,820.3437500000146,-5.341250000006426,239.6016447368762,-244.94289473688264,71
mwsliuPsLFhRFjtjQwYkqcCRDvi2,785.0,735.2421051828485,702.1789473483437,658.700000077486,-49.75789481715151,-43.4789472708577,-6.278947546293807,70
nT1qJOiMyDdJ9ui4el195A8Hsgs1,922.961111108462,1100.570588238099,885.7176470546161,979.4894736817008,177.60947712963696,93.77182662708469,83.83765050255226,71
ohl9pXqpeSMfepC3w9h0tW5SbJw1,1226.037500000035,1442.1649999999731,1104.2210526316132,1421.9937499999942,216.1274999999382,317.77269736838093,-101.64519736844272,71
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,827.7222222222158,829.3333333333334,687.9411764705403,834.8333333333527,1.611111111117566,146.89215686281239,-145.28104575169482,71
pRQimOpZtsekBI2I1kbnD3pycmo1,746.0933333237966,904.2523809614636,726.428571434248,705.6142856989588,158.15904763766696,-20.814285735289218,178.97333337295618,71
pcbRW89vVJcviD87V3uxyG4I9st2,601.6153846153667,654.1136363636258,615.373913043462,746.1153846153577,52.49825174825912,130.74147157189566,-78.24321982363654,71
q0Atnpm0jZS5swcVmq0EMalQUKw1,748.5333333333318,837.6,709.4500000000032,755.9333333333373,89.0666666666682,46.48333333333403,42.58333333333417,70
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,789.4312499985099,961.4299999952316,924.7999999970198,911.5846153818644,171.9987499967217,-13.215384615155358,185.21413461187706,69
qnR5PLX1v3fPi6SwTJMwGcadwyD3,610.9562499988824,851.2944444467624,650.9277777771155,1070.9444444461,240.33819444788003,420.0166666689846,-179.67847222110458,70
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,682.7812499999964,776.279999999993,624.3263157894651,690.2916666666473,93.49874999999668,65.96535087718223,27.533399122814444,67
rFV2EUbp64f5ORSh7DqwmCQmeqT2,1051.85263157832,1038.6176470553173,839.5999999977648,914.166666669978,-13.234984523002595,74.56666667221316,-87.80165119521575,70
rNe3cRPepZUXbJhmmfQZiGsVzX22,963.5263157941794,971.0812499988824,833.3687500003725,987.1,7.554934204703045,153.7312499996275,-146.17631579492445,71
rUuJv5gl7dWVo7UPQWMx4bohxhK2,988.611111111124,1566.4388888888836,1158.53888888888,1345.4800000000046,577.8277777777596,186.94111111112466,390.88666666663494,69
ric6cNjG25XmZJCiKZDOxzeezao1,725.6111111110594,818.7882352941396,744.4764705882408,784.4368421052656,93.1771241830802,39.96037151702478,53.21675266605541,71
roaf78tUWxWSEjAUcUu8O7mrQbl1,769.1055555608538,922.1944444378217,769.2222222089767,810.6411764832104,153.08888887696799,41.41895427423367,111.66993460273432,71
sqfXvh6GJLaYAqr3RvHrixP8IOx1,911.9133333365122,860.6263157819446,839.6473684436396,877.3062500059605,-51.28701755456757,37.65888156232086,-88.94589911688843,69
ssPK6ISW0HerTGke9hznqJ2LpKu1,785.6823528514188,896.0944445398119,744.0222222010294,913.5722221798367,110.41209168839305,169.54999997880725,-59.1379082904142,71
