profile,N,n_male,n_female,pct_male,age_mean,age_sd,ucla_mean,ucla_sd,dass_dep_mean,dass_anx_mean,dass_str_mean
1,26,8,18,30.76923076923077,20.923076923076923,2.189485362784176,43.76923076923077,12.716312963458213,8.461538461538462,7.153846153846154,12.538461538461538
2,48,22,26,45.83333333333333,20.229166666666668,1.9595872701932786,39.791666666666664,11.627111262564608,7.666666666666667,5.791666666666667,9.25
