gender,quartile,n,r,p,beta,mean_interference,sd_interference
male,Q1,27,-0.2542695032104642,0.20059327008035444,-2.8659344862927556,130.5791028399531,137.4883707881115
male,Q4,27,0.08010671030809302,0.6912275053576813,1.1397841197234326,171.92980620561013,173.55921866826665
female,Q1,45,-0.34310380735095664,0.02103392495784866,-4.524225480306859,155.05667390346846,167.0132656645312
female,Q4,45,0.07999785943551195,0.6014063033975363,1.0204361396740265,160.8019132798188,161.56218899672535
