participant_id,n_trials,bic_2state,aic_2state,ll_2state,converged_2state,bic_3state,aic_3state,ll_3state,converged_3state,delta_bic,delta_aic,lr_statistic,lr_pvalue,preferred_bic,preferred_aic,preferred_lr
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,65,969.3149755671856,954.0942646779162,-470.0471323389581,True,994.7178827325772,964.2764609540383,-468.13823047701914,True,25.40290716539164,10.182196276122113,3.817803723877887,0.701316560166745,2-state,2-state,2-state
PLreonkqaMeFc0UqxKUelH44UQu1,87,1299.340484252895,1282.079127422313,-634.0395637111565,True,1321.3031709365582,1286.7804572753942,-629.3902286376971,True,21.96268668366315,4.7013298530812335,9.298670146918766,0.15746466816760185,2-state,2-state,2-state
PkpTH7pWpEOG9A86xSloOSozwTk2,80,1237.3906787919368,1220.7164923492196,-603.3582461746098,True,1265.5408660781852,1232.1924931927508,-602.0962465963754,True,28.15018728624841,11.47600084353121,2.52399915646879,0.8657721678662008,2-state,2-state,2-state
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,73,1077.3010599229224,1061.2678438348837,-523.6339219174419,True,1090.096887891984,1058.0304557159063,-515.0152278579532,True,12.79582796906152,-3.2373881189773783,17.23738811897738,0.008449283189276402,2-state,3-state,3-state
QbOEVCaZLUMOgltUdXm58oZOALv2,91,1356.8416190558053,1339.2656025101874,-662.6328012550937,True,1379.1173977508042,1343.9653646595684,-657.9826823297842,True,22.275778694998962,4.699762149381058,9.300237850618942,0.1573836265453299,2-state,2-state,2-state
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,57,900.4724447469348,886.1710858720929,-436.08554293604647,True,911.5169994096377,882.914281659954,-427.457140829977,True,11.044554662702922,-3.2568042121389453,17.256804212138945,0.008384372615552693,2-state,3-state,3-state
QreA2rLiUhV3YHeMfuHMPdGbpJ53,92,1358.9543951259038,1341.3018750865606,-663.6509375432803,True,1389.9262466797447,1354.6212066010582,-663.3106033005291,True,30.971851553840906,13.319331514497662,0.6806684855023377,0.9948987950806572,2-state,2-state,2-state
Qv0jhW3sqicqQvd7LfReAsI7nD73,73,1086.7085208037047,1070.675304715666,-528.337652357833,True,1099.8448032009296,1067.778371024852,-519.889185512426,True,13.136282397224932,-2.8969336908139667,16.896933690813967,0.009669585936453173,2-state,3-state,3-state
Rc706mP0TSeIoIpMYH1SpRXjOxA2,56,860.9036957900867,846.7262339549407,-416.3631169774703,True,890.656777872183,862.3018542018909,-417.15092710094547,True,29.753082082096398,15.57562024695028,-1.5756202469502796,1.0,2-state,2-state,2-state
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,70,1070.4472559215703,1054.7077892272248,-520.3538946136124,True,1093.3488853204726,1061.8699519317815,-516.9349759658908,True,22.901629398902287,7.162162704556749,6.837837295443251,0.33610474315572314,2-state,2-state,2-state
Ru3Qf6pXZua1DfNkQdhbor6iJ403,71,1090.6052219651183,1074.7664628258292,-530.3832314129146,True,1111.985365351155,1080.3078470725766,-526.1539235362883,True,21.380143386036707,5.541384246747384,8.458615753252616,0.20639136251923018,2-state,2-state,2-state
SOhR7IO689NQCPQu56SjATO8FR92,93,1384.1308505939487,1366.402654141876,-676.201327070938,True,1396.8135332072136,1361.357140303068,-666.678570151534,True,12.682682613264888,-5.045513838807892,19.045513838807892,0.004087453758469972,2-state,3-state,3-state
SPCT9D90pRa1ihXS5jEw6vCmquI3,103,1516.2265354665076,1497.7834325489002,-741.8917162744501,True,1547.7479332120831,1510.8617273768682,-741.4308636884341,True,31.52139774557554,13.078294827967966,0.9217051720320342,0.9884069067969069,2-state,2-state,2-state
SdDjNMBD2ZMTEwUphkohi2cZwUx1,82,1186.387931649909,1169.5408969190592,-577.7704484595296,True,1209.169162852574,1175.4750933908742,-573.7375466954371,True,22.781231202664912,5.934196471815085,8.065803528184915,0.23332191562039584,2-state,2-state,2-state
SpSfX0ZcfcPLdlOENlfdfvEPwru2,70,1043.0374333605575,1027.2979666662122,-506.64898333310606,True,1067.5587882220866,1036.0798548333955,-504.0399274166978,True,24.521354861529062,8.781888167183297,5.218111832816476,0.516158519226046,2-state,2-state,2-state
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,71,1040.1287013198069,1024.2899421805178,-505.1449710902588,True,1066.9031741149543,1035.2256558363756,-503.61282791818786,True,26.774472795147403,10.935713655857853,3.0642863441419195,0.8007360571627061,2-state,2-state,2-state
Ub7nV8F55kPruh35ZpUcKoBUyn63,77,1190.273660322443,1173.8670223694671,-579.9335111847336,True,1188.1784165100182,1155.3651406040667,-563.6825703020334,True,-2.095243812424769,-18.501881765400412,32.50188176540041,1.3072496317545479e-05,3-state,3-state,3-state
UbwuSMtBsHdW3Ji41opk3GInMqi2,76,1110.7383353387736,1094.4232019567694,-540.2116009783847,True,1141.270577115934,1108.6403103519253,-540.3201551759627,True,30.53224177716038,14.217108395155947,-0.2171083951559467,1.0,2-state,2-state,2-state
VwTymW8T68MfpnJvZ2X97ILqDWS2,80,1192.6397017312804,1175.9655152885632,-580.9827576442816,True,1218.8128558632156,1185.4644829777812,-578.7322414888906,True,26.173154131935235,9.498967689218034,4.501032310781966,0.6092015649301603,2-state,2-state,2-state
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,76,1190.5198883697217,1174.2047549877175,-580.1023774938587,True,1214.9363671897397,1182.306100425731,-577.1530502128655,True,24.41647882001803,8.101345438013595,5.898654561986405,0.4346382077408869,2-state,2-state,2-state
WbOfW9KmUkPQK8o5hlHJnJFdpp92,94,1415.613514395498,1397.810450919608,-691.905225459804,True,1434.4871517147972,1398.8810247630172,-685.4405123815086,True,18.873637319299178,1.0705738434091927,12.929426156590807,0.04417045508173578,2-state,2-state,3-state
WcTsIpSoEhYeIBSNjAbbdaNSBya2,90,1333.8085927239329,1316.309925031621,-651.1549625158106,True,1358.8632696744814,1323.8659342898577,-647.9329671449289,True,25.054676950548583,7.5560092582366,6.4439907417634,0.375332203968453,2-state,2-state,2-state
WeHQDy9BWldTlaQDVVlsJNCqwxA2,105,1556.2431850936068,1537.665462642504,-761.832731321252,True,1586.036383114567,1548.8809382123616,-760.4404691061808,True,29.793198020960062,11.215475569857517,2.7845244301424827,0.8353645739254001,2-state,2-state,2-state
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,69,1031.6085487311288,1015.969803198948,-500.984901599474,True,1041.6614303409585,1010.383939276597,-491.1919696382985,True,10.052881609829683,-5.585863922350995,19.585863922350995,0.0032805367868016244,2-state,3-state,3-state
WnC6Uscb5VMIr43GASKiUCO3AYH2,70,1043.1872384618832,1027.4477717675377,-506.72388588376884,True,1069.7665589835021,1038.2876255948113,-505.1438127974056,True,26.57932052161891,10.8398538272736,3.160146172726513,0.7884950803990033,2-state,2-state,2-state
WqoZv41KTtTCuPKBPyClregrKAi1,84,1267.9623612702321,1250.9466436783289,-618.4733218391644,True,1295.9258116043086,1261.894376420502,-616.947188210251,True,27.96345033407647,10.94773274217323,3.05226725782677,0.8022587355577555,2-state,2-state,2-state
XehZHBpwr5MYzUXkj0FAYCsFG922,112,1669.7517345790745,1650.7222424800088,-818.3611212400044,True,1693.6288352961014,1655.56985109797,-813.784925548985,True,23.877100717026906,4.847608617961214,9.152391382038786,0.1651873373136138,2-state,2-state,2-state
YEU5ox3jteVINfdSTg5ymqYcS9o2,60,924.6497222595054,909.9893103239507,-447.99465516197534,True,942.6620355461438,913.3412116750344,-442.6706058375172,True,18.012313286638346,3.3519013510837112,10.648098648916289,0.09988052557511051,2-state,2-state,2-state
Yco8O7tmHlbsUBfKW2ywcZByGO32,61,938.5097743829808,923.7336573337676,-454.8668286668838,True,965.3007734173871,935.7485393189608,-453.8742696594804,True,26.79099903440624,12.014881985193142,1.985118014806858,0.9210621921996476,2-state,2-state,2-state
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,84,1265.7210426123477,1248.7053250204444,-617.3526625102222,True,1282.3033643678148,1248.2719291840083,-610.1359645920041,True,16.582321755467092,-0.4333958364361479,14.433395836436148,0.025152319122208056,2-state,3-state,3-state
