outcome,n,beta_ucla,p_ucla,beta_ucla_x_gender,p_ucla_x_gender,r_squared
recovery_slope,167,6.9932453232972165,0.35328254996274167,12.372538039154627,0.2066408436119045,0.062363836386693405
