participant_id,start,duration,recovery_trial,trials_from_end
QbOEVCaZLUMOgltUdXm58oZOALv2,81,1,82.0,9
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0,2,2.0,55
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,3,2,5.0,52
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,8,1,9.0,48
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,11,2,13.0,44
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,34,2,36.0,21
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,38,1,39.0,18
QreA2rLiUhV3YHeMfuHMPdGbpJ53,1,3,4.0,88
QreA2rLiUhV3YHeMfuHMPdGbpJ53,5,2,7.0,85
QreA2rLiUhV3YHeMfuHMPdGbpJ53,8,3,11.0,81
QreA2rLiUhV3YHeMfuHMPdGbpJ53,13,1,14.0,78
QreA2rLiUhV3YHeMfuHMPdGbpJ53,24,2,26.0,66
QreA2rLiUhV3YHeMfuHMPdGbpJ53,28,2,30.0,62
QreA2rLiUhV3YHeMfuHMPdGbpJ53,31,1,32.0,60
QreA2rLiUhV3YHeMfuHMPdGbpJ53,35,1,36.0,56
QreA2rLiUhV3YHeMfuHMPdGbpJ53,37,1,38.0,54
QreA2rLiUhV3YHeMfuHMPdGbpJ53,43,1,44.0,48
QreA2rLiUhV3YHeMfuHMPdGbpJ53,54,1,55.0,37
QreA2rLiUhV3YHeMfuHMPdGbpJ53,61,1,62.0,30
QreA2rLiUhV3YHeMfuHMPdGbpJ53,64,2,66.0,26
QreA2rLiUhV3YHeMfuHMPdGbpJ53,70,1,71.0,21
QreA2rLiUhV3YHeMfuHMPdGbpJ53,74,2,76.0,16
QreA2rLiUhV3YHeMfuHMPdGbpJ53,78,1,79.0,13
QreA2rLiUhV3YHeMfuHMPdGbpJ53,80,1,81.0,11
QreA2rLiUhV3YHeMfuHMPdGbpJ53,82,1,83.0,9
QreA2rLiUhV3YHeMfuHMPdGbpJ53,91,1,,0
Qv0jhW3sqicqQvd7LfReAsI7nD73,0,1,1.0,72
Qv0jhW3sqicqQvd7LfReAsI7nD73,2,1,3.0,70
Qv0jhW3sqicqQvd7LfReAsI7nD73,18,1,19.0,54
Qv0jhW3sqicqQvd7LfReAsI7nD73,30,1,31.0,42
Qv0jhW3sqicqQvd7LfReAsI7nD73,41,1,42.0,31
Qv0jhW3sqicqQvd7LfReAsI7nD73,52,1,53.0,20
Qv0jhW3sqicqQvd7LfReAsI7nD73,63,1,64.0,9
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1,1,2.0,54
Rc706mP0TSeIoIpMYH1SpRXjOxA2,9,1,10.0,46
Rc706mP0TSeIoIpMYH1SpRXjOxA2,11,1,12.0,44
Rc706mP0TSeIoIpMYH1SpRXjOxA2,19,1,20.0,36
Rc706mP0TSeIoIpMYH1SpRXjOxA2,21,1,22.0,34
Rc706mP0TSeIoIpMYH1SpRXjOxA2,28,1,29.0,27
Rc706mP0TSeIoIpMYH1SpRXjOxA2,52,1,53.0,3
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0,5,5.0,65
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,8,19,27.0,43
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,39,1,40.0,30
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,48,5,53.0,17
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0,5,5.0,66
Ru3Qf6pXZua1DfNkQdhbor6iJ403,14,2,16.0,55
Ru3Qf6pXZua1DfNkQdhbor6iJ403,20,1,21.0,50
Ru3Qf6pXZua1DfNkQdhbor6iJ403,30,4,34.0,37
Ru3Qf6pXZua1DfNkQdhbor6iJ403,53,3,56.0,15
Ru3Qf6pXZua1DfNkQdhbor6iJ403,61,7,68.0,3
SOhR7IO689NQCPQu56SjATO8FR92,2,1,3.0,90
SOhR7IO689NQCPQu56SjATO8FR92,12,1,13.0,80
SOhR7IO689NQCPQu56SjATO8FR92,22,1,23.0,70
SOhR7IO689NQCPQu56SjATO8FR92,25,1,26.0,67
SOhR7IO689NQCPQu56SjATO8FR92,35,2,37.0,56
SOhR7IO689NQCPQu56SjATO8FR92,38,1,39.0,54
SOhR7IO689NQCPQu56SjATO8FR92,44,1,45.0,48
SOhR7IO689NQCPQu56SjATO8FR92,51,3,54.0,39
SOhR7IO689NQCPQu56SjATO8FR92,55,1,56.0,37
SOhR7IO689NQCPQu56SjATO8FR92,57,1,58.0,35
SOhR7IO689NQCPQu56SjATO8FR92,59,1,60.0,33
SOhR7IO689NQCPQu56SjATO8FR92,63,2,65.0,28
SOhR7IO689NQCPQu56SjATO8FR92,72,1,73.0,20
SOhR7IO689NQCPQu56SjATO8FR92,75,2,77.0,16
SOhR7IO689NQCPQu56SjATO8FR92,82,1,83.0,10
SPCT9D90pRa1ihXS5jEw6vCmquI3,0,21,21.0,82
SPCT9D90pRa1ihXS5jEw6vCmquI3,41,2,43.0,60
SPCT9D90pRa1ihXS5jEw6vCmquI3,58,2,60.0,43
SPCT9D90pRa1ihXS5jEw6vCmquI3,66,3,69.0,34
SPCT9D90pRa1ihXS5jEw6vCmquI3,84,1,85.0,18
SPCT9D90pRa1ihXS5jEw6vCmquI3,94,1,95.0,8
SdDjNMBD2ZMTEwUphkohi2cZwUx1,0,3,3.0,79
SdDjNMBD2ZMTEwUphkohi2cZwUx1,16,1,17.0,65
SdDjNMBD2ZMTEwUphkohi2cZwUx1,18,3,21.0,61
SdDjNMBD2ZMTEwUphkohi2cZwUx1,22,3,25.0,57
SdDjNMBD2ZMTEwUphkohi2cZwUx1,32,1,33.0,49
SdDjNMBD2ZMTEwUphkohi2cZwUx1,35,1,36.0,46
SdDjNMBD2ZMTEwUphkohi2cZwUx1,58,1,59.0,23
SdDjNMBD2ZMTEwUphkohi2cZwUx1,60,1,61.0,21
SdDjNMBD2ZMTEwUphkohi2cZwUx1,68,1,69.0,13
SdDjNMBD2ZMTEwUphkohi2cZwUx1,78,1,79.0,3
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0,2,2.0,68
SpSfX0ZcfcPLdlOENlfdfvEPwru2,13,1,14.0,56
SpSfX0ZcfcPLdlOENlfdfvEPwru2,16,1,17.0,53
SpSfX0ZcfcPLdlOENlfdfvEPwru2,19,14,33.0,37
SpSfX0ZcfcPLdlOENlfdfvEPwru2,37,2,39.0,31
SpSfX0ZcfcPLdlOENlfdfvEPwru2,49,1,50.0,20
SpSfX0ZcfcPLdlOENlfdfvEPwru2,56,1,57.0,13
SpSfX0ZcfcPLdlOENlfdfvEPwru2,59,2,61.0,9
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0,4,4.0,67
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,16,1,17.0,54
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,21,8,29.0,42
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,36,1,37.0,34
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,41,1,42.0,29
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,50,1,51.0,20
Ub7nV8F55kPruh35ZpUcKoBUyn63,0,1,1.0,76
Ub7nV8F55kPruh35ZpUcKoBUyn63,3,1,4.0,73
Ub7nV8F55kPruh35ZpUcKoBUyn63,14,1,15.0,62
Ub7nV8F55kPruh35ZpUcKoBUyn63,22,1,23.0,54
Ub7nV8F55kPruh35ZpUcKoBUyn63,41,1,42.0,35
Ub7nV8F55kPruh35ZpUcKoBUyn63,43,1,44.0,33
Ub7nV8F55kPruh35ZpUcKoBUyn63,46,1,47.0,30
Ub7nV8F55kPruh35ZpUcKoBUyn63,48,1,49.0,28
Ub7nV8F55kPruh35ZpUcKoBUyn63,57,1,58.0,19
Ub7nV8F55kPruh35ZpUcKoBUyn63,59,1,60.0,17
Ub7nV8F55kPruh35ZpUcKoBUyn63,72,1,73.0,4
UbwuSMtBsHdW3Ji41opk3GInMqi2,0,1,1.0,75
UbwuSMtBsHdW3Ji41opk3GInMqi2,2,1,3.0,73
UbwuSMtBsHdW3Ji41opk3GInMqi2,27,1,28.0,48
UbwuSMtBsHdW3Ji41opk3GInMqi2,54,1,55.0,21
UbwuSMtBsHdW3Ji41opk3GInMqi2,58,1,59.0,17
UbwuSMtBsHdW3Ji41opk3GInMqi2,62,2,64.0,12
VwTymW8T68MfpnJvZ2X97ILqDWS2,0,4,4.0,76
VwTymW8T68MfpnJvZ2X97ILqDWS2,18,7,25.0,55
VwTymW8T68MfpnJvZ2X97ILqDWS2,28,2,30.0,50
VwTymW8T68MfpnJvZ2X97ILqDWS2,31,1,32.0,48
VwTymW8T68MfpnJvZ2X97ILqDWS2,39,1,40.0,40
VwTymW8T68MfpnJvZ2X97ILqDWS2,43,4,47.0,33
VwTymW8T68MfpnJvZ2X97ILqDWS2,49,11,60.0,20
VwTymW8T68MfpnJvZ2X97ILqDWS2,70,1,71.0,9
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1,1,2.0,74
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,19,2,21.0,55
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,37,1,38.0,38
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,39,1,40.0,36
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,48,1,49.0,27
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,61,1,62.0,14
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,66,1,67.0,9
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,71,1,72.0,4
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0,9,9.0,85
WbOfW9KmUkPQK8o5hlHJnJFdpp92,12,1,13.0,81
WbOfW9KmUkPQK8o5hlHJnJFdpp92,14,2,16.0,78
WbOfW9KmUkPQK8o5hlHJnJFdpp92,17,4,21.0,73
WbOfW9KmUkPQK8o5hlHJnJFdpp92,22,6,28.0,66
WbOfW9KmUkPQK8o5hlHJnJFdpp92,32,9,41.0,53
WbOfW9KmUkPQK8o5hlHJnJFdpp92,46,1,47.0,47
WbOfW9KmUkPQK8o5hlHJnJFdpp92,50,3,53.0,41
WbOfW9KmUkPQK8o5hlHJnJFdpp92,69,2,71.0,23
WbOfW9KmUkPQK8o5hlHJnJFdpp92,76,2,78.0,16
WbOfW9KmUkPQK8o5hlHJnJFdpp92,81,6,87.0,7
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0,11,11.0,79
WcTsIpSoEhYeIBSNjAbbdaNSBya2,19,3,22.0,68
WcTsIpSoEhYeIBSNjAbbdaNSBya2,28,1,29.0,61
WcTsIpSoEhYeIBSNjAbbdaNSBya2,31,1,32.0,58
WcTsIpSoEhYeIBSNjAbbdaNSBya2,33,2,35.0,55
WcTsIpSoEhYeIBSNjAbbdaNSBya2,42,2,44.0,46
WcTsIpSoEhYeIBSNjAbbdaNSBya2,47,2,49.0,41
WcTsIpSoEhYeIBSNjAbbdaNSBya2,51,1,52.0,38
WcTsIpSoEhYeIBSNjAbbdaNSBya2,53,1,54.0,36
WcTsIpSoEhYeIBSNjAbbdaNSBya2,57,2,59.0,31
WcTsIpSoEhYeIBSNjAbbdaNSBya2,62,2,64.0,26
WcTsIpSoEhYeIBSNjAbbdaNSBya2,70,1,71.0,19
WcTsIpSoEhYeIBSNjAbbdaNSBya2,75,1,76.0,14
WcTsIpSoEhYeIBSNjAbbdaNSBya2,79,1,80.0,10
WcTsIpSoEhYeIBSNjAbbdaNSBya2,86,3,89.0,1
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0,4,4.0,101
WeHQDy9BWldTlaQDVVlsJNCqwxA2,13,1,14.0,91
WeHQDy9BWldTlaQDVVlsJNCqwxA2,31,3,34.0,71
WeHQDy9BWldTlaQDVVlsJNCqwxA2,35,2,37.0,68
WeHQDy9BWldTlaQDVVlsJNCqwxA2,39,2,41.0,64
WeHQDy9BWldTlaQDVVlsJNCqwxA2,49,1,50.0,55
WeHQDy9BWldTlaQDVVlsJNCqwxA2,54,1,55.0,50
WeHQDy9BWldTlaQDVVlsJNCqwxA2,61,1,62.0,43
WeHQDy9BWldTlaQDVVlsJNCqwxA2,87,2,89.0,16
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0,26,26.0,43
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,34,2,36.0,33
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,48,4,52.0,17
WnC6Uscb5VMIr43GASKiUCO3AYH2,0,5,5.0,65
WnC6Uscb5VMIr43GASKiUCO3AYH2,25,3,28.0,42
WnC6Uscb5VMIr43GASKiUCO3AYH2,60,1,61.0,9
WqoZv41KTtTCuPKBPyClregrKAi1,0,18,18.0,66
WqoZv41KTtTCuPKBPyClregrKAi1,28,1,29.0,55
WqoZv41KTtTCuPKBPyClregrKAi1,32,7,39.0,45
WqoZv41KTtTCuPKBPyClregrKAi1,42,7,49.0,35
WqoZv41KTtTCuPKBPyClregrKAi1,57,5,62.0,22
WqoZv41KTtTCuPKBPyClregrKAi1,66,6,72.0,12
WqoZv41KTtTCuPKBPyClregrKAi1,75,1,76.0,8
WqoZv41KTtTCuPKBPyClregrKAi1,83,1,,0
XehZHBpwr5MYzUXkj0FAYCsFG922,0,4,4.0,108
XehZHBpwr5MYzUXkj0FAYCsFG922,19,1,20.0,92
XehZHBpwr5MYzUXkj0FAYCsFG922,22,1,23.0,89
XehZHBpwr5MYzUXkj0FAYCsFG922,32,1,33.0,79
XehZHBpwr5MYzUXkj0FAYCsFG922,38,8,46.0,66
XehZHBpwr5MYzUXkj0FAYCsFG922,47,1,48.0,64
XehZHBpwr5MYzUXkj0FAYCsFG922,58,2,60.0,52
XehZHBpwr5MYzUXkj0FAYCsFG922,75,1,76.0,36
XehZHBpwr5MYzUXkj0FAYCsFG922,89,3,92.0,20
XehZHBpwr5MYzUXkj0FAYCsFG922,95,1,96.0,16
YEU5ox3jteVINfdSTg5ymqYcS9o2,0,1,1.0,59
YEU5ox3jteVINfdSTg5ymqYcS9o2,12,1,13.0,47
YEU5ox3jteVINfdSTg5ymqYcS9o2,42,1,43.0,17
YEU5ox3jteVINfdSTg5ymqYcS9o2,51,2,53.0,7
Yco8O7tmHlbsUBfKW2ywcZByGO32,0,4,4.0,57
Yco8O7tmHlbsUBfKW2ywcZByGO32,7,7,14.0,47
Yco8O7tmHlbsUBfKW2ywcZByGO32,18,3,21.0,40
Yco8O7tmHlbsUBfKW2ywcZByGO32,25,1,26.0,35
Yco8O7tmHlbsUBfKW2ywcZByGO32,30,3,33.0,28
Yco8O7tmHlbsUBfKW2ywcZByGO32,43,1,44.0,17
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0,1,1.0,83
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,16,1,17.0,67
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,24,1,25.0,59
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,26,1,27.0,57
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,34,1,35.0,49
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,53,1,54.0,30
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,62,1,63.0,21
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,75,1,76.0,8
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,77,1,78.0,6
aM2995jJmJWvr6cneaGH58HauIg2,0,4,4.0,83
aM2995jJmJWvr6cneaGH58HauIg2,8,3,11.0,76
aM2995jJmJWvr6cneaGH58HauIg2,14,6,20.0,67
aM2995jJmJWvr6cneaGH58HauIg2,28,4,32.0,55
aM2995jJmJWvr6cneaGH58HauIg2,47,1,48.0,39
aM2995jJmJWvr6cneaGH58HauIg2,56,2,58.0,29
aM2995jJmJWvr6cneaGH58HauIg2,76,1,77.0,10
afdTz6deeYWf1qKNdUpKAYKN3hz1,1,1,2.0,50
afdTz6deeYWf1qKNdUpKAYKN3hz1,6,1,7.0,45
afdTz6deeYWf1qKNdUpKAYKN3hz1,8,3,11.0,41
afdTz6deeYWf1qKNdUpKAYKN3hz1,12,1,13.0,39
afdTz6deeYWf1qKNdUpKAYKN3hz1,21,3,24.0,28
afdTz6deeYWf1qKNdUpKAYKN3hz1,27,1,28.0,24
afdTz6deeYWf1qKNdUpKAYKN3hz1,29,1,30.0,22
afdTz6deeYWf1qKNdUpKAYKN3hz1,32,1,33.0,19
afdTz6deeYWf1qKNdUpKAYKN3hz1,34,1,35.0,17
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0,3,3.0,115
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,27,3,30.0,88
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,33,2,35.0,83
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,70,4,74.0,44
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,96,2,98.0,20
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,103,1,104.0,14
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,105,1,106.0,12
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,115,1,116.0,2
azdL1gX79EVd9iepyCAVQrqIaQF3,0,1,1.0,76
azdL1gX79EVd9iepyCAVQrqIaQF3,11,1,12.0,65
azdL1gX79EVd9iepyCAVQrqIaQF3,21,1,22.0,55
azdL1gX79EVd9iepyCAVQrqIaQF3,29,1,30.0,47
azdL1gX79EVd9iepyCAVQrqIaQF3,39,1,40.0,37
azdL1gX79EVd9iepyCAVQrqIaQF3,41,1,42.0,35
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0,7,7.0,83
bXpFswkI7TfIfL6G4FqWrbaxTGx2,18,1,19.0,71
bXpFswkI7TfIfL6G4FqWrbaxTGx2,23,5,28.0,62
bXpFswkI7TfIfL6G4FqWrbaxTGx2,38,4,42.0,48
bXpFswkI7TfIfL6G4FqWrbaxTGx2,50,3,53.0,37
bXpFswkI7TfIfL6G4FqWrbaxTGx2,55,1,56.0,34
bXpFswkI7TfIfL6G4FqWrbaxTGx2,61,1,62.0,28
bXpFswkI7TfIfL6G4FqWrbaxTGx2,80,5,85.0,5
biQ16yPcCKSkJQhSxUKcDc8gm8I2,5,3,8.0,110
biQ16yPcCKSkJQhSxUKcDc8gm8I2,11,1,12.0,106
biQ16yPcCKSkJQhSxUKcDc8gm8I2,18,4,22.0,96
biQ16yPcCKSkJQhSxUKcDc8gm8I2,24,11,35.0,83
biQ16yPcCKSkJQhSxUKcDc8gm8I2,36,2,38.0,80
biQ16yPcCKSkJQhSxUKcDc8gm8I2,43,1,44.0,74
biQ16yPcCKSkJQhSxUKcDc8gm8I2,46,1,47.0,71
biQ16yPcCKSkJQhSxUKcDc8gm8I2,48,3,51.0,67
biQ16yPcCKSkJQhSxUKcDc8gm8I2,52,1,53.0,65
biQ16yPcCKSkJQhSxUKcDc8gm8I2,55,2,57.0,61
biQ16yPcCKSkJQhSxUKcDc8gm8I2,58,1,59.0,59
biQ16yPcCKSkJQhSxUKcDc8gm8I2,61,2,63.0,55
biQ16yPcCKSkJQhSxUKcDc8gm8I2,64,1,65.0,53
biQ16yPcCKSkJQhSxUKcDc8gm8I2,66,1,67.0,51
biQ16yPcCKSkJQhSxUKcDc8gm8I2,71,8,79.0,39
biQ16yPcCKSkJQhSxUKcDc8gm8I2,81,1,82.0,36
biQ16yPcCKSkJQhSxUKcDc8gm8I2,91,1,92.0,26
biQ16yPcCKSkJQhSxUKcDc8gm8I2,101,2,103.0,15
biQ16yPcCKSkJQhSxUKcDc8gm8I2,107,1,108.0,10
biQ16yPcCKSkJQhSxUKcDc8gm8I2,114,4,,0
btpcu1rB1JeSTo2upeHGPdv8kYG3,0,1,1.0,64
btpcu1rB1JeSTo2upeHGPdv8kYG3,10,4,14.0,51
btpcu1rB1JeSTo2upeHGPdv8kYG3,19,6,25.0,40
btpcu1rB1JeSTo2upeHGPdv8kYG3,32,2,34.0,31
btpcu1rB1JeSTo2upeHGPdv8kYG3,36,1,37.0,28
btpcu1rB1JeSTo2upeHGPdv8kYG3,39,1,40.0,25
btpcu1rB1JeSTo2upeHGPdv8kYG3,44,3,47.0,18
btpcu1rB1JeSTo2upeHGPdv8kYG3,53,2,55.0,10
c0hRe9PCPPZs3HWFqhIQargNlp52,0,2,2.0,80
c0hRe9PCPPZs3HWFqhIQargNlp52,32,1,33.0,49
c0hRe9PCPPZs3HWFqhIQargNlp52,35,3,38.0,44
c0hRe9PCPPZs3HWFqhIQargNlp52,47,3,50.0,32
c0hRe9PCPPZs3HWFqhIQargNlp52,65,1,66.0,16
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0,1,1.0,119
cC0BEsQjfrcuCyoaOas9zJT0MNs2,10,1,11.0,109
cC0BEsQjfrcuCyoaOas9zJT0MNs2,18,2,20.0,100
cC0BEsQjfrcuCyoaOas9zJT0MNs2,22,1,23.0,97
cC0BEsQjfrcuCyoaOas9zJT0MNs2,27,1,28.0,92
cC0BEsQjfrcuCyoaOas9zJT0MNs2,45,2,47.0,73
cC0BEsQjfrcuCyoaOas9zJT0MNs2,53,1,54.0,66
cC0BEsQjfrcuCyoaOas9zJT0MNs2,56,2,58.0,62
cC0BEsQjfrcuCyoaOas9zJT0MNs2,78,1,79.0,41
cC0BEsQjfrcuCyoaOas9zJT0MNs2,82,3,85.0,35
cC0BEsQjfrcuCyoaOas9zJT0MNs2,102,2,104.0,16
cC0BEsQjfrcuCyoaOas9zJT0MNs2,110,1,111.0,9
cC0BEsQjfrcuCyoaOas9zJT0MNs2,112,1,113.0,7
cEIs6U87xfbSL5eFTXDK77MmvNf1,0,2,2.0,95
cEIs6U87xfbSL5eFTXDK77MmvNf1,4,5,9.0,88
cEIs6U87xfbSL5eFTXDK77MmvNf1,14,12,26.0,71
cEIs6U87xfbSL5eFTXDK77MmvNf1,34,3,37.0,60
cEIs6U87xfbSL5eFTXDK77MmvNf1,44,2,46.0,51
cEIs6U87xfbSL5eFTXDK77MmvNf1,63,1,64.0,33
cEIs6U87xfbSL5eFTXDK77MmvNf1,78,2,80.0,17
cEIs6U87xfbSL5eFTXDK77MmvNf1,84,5,89.0,8
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,5,2,7.0,104
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,10,1,11.0,100
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,12,3,15.0,96
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,17,4,21.0,90
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,23,2,25.0,86
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,30,1,31.0,80
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,32,1,33.0,78
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,40,5,45.0,66
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,47,3,50.0,61
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,57,2,59.0,52
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,66,1,67.0,44
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,79,1,80.0,31
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,91,2,93.0,18
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,99,3,102.0,9
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,103,1,104.0,7
cec6NLR2ZLVVw6h0TEKSNIH11v02,0,1,1.0,123
cec6NLR2ZLVVw6h0TEKSNIH11v02,3,3,6.0,118
cec6NLR2ZLVVw6h0TEKSNIH11v02,9,2,11.0,113
cec6NLR2ZLVVw6h0TEKSNIH11v02,13,3,16.0,108
cec6NLR2ZLVVw6h0TEKSNIH11v02,20,1,21.0,103
cec6NLR2ZLVVw6h0TEKSNIH11v02,22,1,23.0,101
cec6NLR2ZLVVw6h0TEKSNIH11v02,24,2,26.0,98
cec6NLR2ZLVVw6h0TEKSNIH11v02,38,2,40.0,84
cec6NLR2ZLVVw6h0TEKSNIH11v02,47,1,48.0,76
cec6NLR2ZLVVw6h0TEKSNIH11v02,59,1,60.0,64
cec6NLR2ZLVVw6h0TEKSNIH11v02,61,2,63.0,61
cec6NLR2ZLVVw6h0TEKSNIH11v02,64,2,66.0,58
cec6NLR2ZLVVw6h0TEKSNIH11v02,67,1,68.0,56
cec6NLR2ZLVVw6h0TEKSNIH11v02,76,1,77.0,47
cec6NLR2ZLVVw6h0TEKSNIH11v02,79,1,80.0,44
cec6NLR2ZLVVw6h0TEKSNIH11v02,84,1,85.0,39
cec6NLR2ZLVVw6h0TEKSNIH11v02,87,1,88.0,36
cec6NLR2ZLVVw6h0TEKSNIH11v02,96,1,97.0,27
cec6NLR2ZLVVw6h0TEKSNIH11v02,102,2,104.0,20
cec6NLR2ZLVVw6h0TEKSNIH11v02,109,1,110.0,14
cec6NLR2ZLVVw6h0TEKSNIH11v02,116,1,117.0,7
cec6NLR2ZLVVw6h0TEKSNIH11v02,123,1,,0
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0,10,10.0,68
d9rwc0NXArcNlJvFsgKhQqkGxJq2,16,5,21.0,57
d9rwc0NXArcNlJvFsgKhQqkGxJq2,27,9,36.0,42
d9rwc0NXArcNlJvFsgKhQqkGxJq2,41,2,43.0,35
d9rwc0NXArcNlJvFsgKhQqkGxJq2,45,4,49.0,29
d9rwc0NXArcNlJvFsgKhQqkGxJq2,57,12,69.0,9
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,11,1,12.0,47
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,13,1,14.0,45
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,15,1,16.0,43
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,18,4,22.0,37
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,25,1,26.0,33
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,37,1,38.0,21
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,40,3,43.0,16
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,50,2,52.0,7
e7NIVznoeNMC7bBejXnMVvFNPfx1,1,1,2.0,63
e7NIVznoeNMC7bBejXnMVvFNPfx1,6,1,7.0,58
e7NIVznoeNMC7bBejXnMVvFNPfx1,10,1,11.0,54
e7NIVznoeNMC7bBejXnMVvFNPfx1,12,1,13.0,52
e7NIVznoeNMC7bBejXnMVvFNPfx1,14,1,15.0,50
e7NIVznoeNMC7bBejXnMVvFNPfx1,21,1,22.0,43
e7NIVznoeNMC7bBejXnMVvFNPfx1,54,1,55.0,10
fEq0OghbLpfD1jigl1Mbz96aMbg2,12,44,56.0,30
fEq0OghbLpfD1jigl1Mbz96aMbg2,64,4,68.0,18
fEq0OghbLpfD1jigl1Mbz96aMbg2,73,7,80.0,6
foaW7wtvY3XLNdguFUK7OvOefP93,0,2,2.0,71
foaW7wtvY3XLNdguFUK7OvOefP93,16,2,18.0,55
foaW7wtvY3XLNdguFUK7OvOefP93,27,1,28.0,45
foaW7wtvY3XLNdguFUK7OvOefP93,38,3,41.0,32
foaW7wtvY3XLNdguFUK7OvOefP93,44,1,45.0,28
foaW7wtvY3XLNdguFUK7OvOefP93,58,1,59.0,14
foaW7wtvY3XLNdguFUK7OvOefP93,63,1,64.0,9
g2G9l3no7RbeRA9a1W3JnfegTnh2,0,1,1.0,96
g2G9l3no7RbeRA9a1W3JnfegTnh2,4,1,5.0,92
g2G9l3no7RbeRA9a1W3JnfegTnh2,6,1,7.0,90
g2G9l3no7RbeRA9a1W3JnfegTnh2,11,1,12.0,85
g2G9l3no7RbeRA9a1W3JnfegTnh2,13,3,16.0,81
g2G9l3no7RbeRA9a1W3JnfegTnh2,17,1,18.0,79
g2G9l3no7RbeRA9a1W3JnfegTnh2,22,3,25.0,72
