participant_id,n_trials,converged,focus_mean_rt,lapse_mean_rt,focus_occupancy,lapse_occupancy,p_focus_to_focus,p_focus_to_lapse,p_lapse_to_focus,p_lapse_to_lapse
kgSRatooJJfDaMZ2yIURqb8aJuE3,62,True,994.9395552230073,1943.688165476177,0.8064516129032258,0.1935483870967742,0.7795947272774302,0.22040527272256988,0.8639436191621745,0.13605638083782554
kxerHPSL3bQjD74HhiebYf3blPr1,114,True,223.66273862627637,960.7798483799957,0.6140350877192983,0.38596491228070173,0.9999958599857823,4.140014217677533e-06,0.0227394531111175,0.9772605468888824
lHDkoPQu5reNCO45npeYSS9eLQl1,101,True,1101.3801707631667,1994.5070698424713,0.6633663366336634,0.33663366336633666,0.8080476830159392,0.19195231698406082,0.33845137382824864,0.6615486261717514
lpzDdvuMkKWkPxu6xeclmdctEp42,78,True,1081.0806394072165,1917.8805045538245,0.7692307692307693,0.23076923076923078,0.7216919384418163,0.2783080615581837,0.8610812600525386,0.13891873994746137
m69r9GQTk2b51mvxrFLt4fZeJi52,77,True,1167.1940603705098,2840.509314996982,0.948051948051948,0.05194805194805195,0.9723944032533974,0.027605596746602627,0.7492456738062431,0.2507543261937569
mUZzgdWKnPb2txOkJg9FHgqX5792,97,True,1469.922403395749,2275.7696179617,0.8350515463917526,0.16494845360824742,0.9239573419152405,0.07604265808475948,0.3942249450735679,0.6057750549264321
mg2WZiRBn4NQDKiMK43Y8dBqyG53,123,True,900.8098799298003,1740.5120246172946,0.8699186991869918,0.13008130081300814,0.9337728846372803,0.06622711536271977,0.5125443966580959,0.4874556033419041
mweMgSlGM2VxThhwnupYxYzUbR23,78,True,1051.443030065693,2111.6315312453416,0.9230769230769231,0.07692307692307693,0.9198845664398088,0.08011543356019127,0.999999653625015,3.463749850244936e-07
mwsliuPsLFhRFjtjQwYkqcCRDvi2,68,True,975.1027289960335,1869.544197535675,0.8235294117647058,0.17647058823529413,0.8499767077325834,0.1500232922674166,0.5802402936351154,0.41975970636488463
nT1qJOiMyDdJ9ui4el195A8Hsgs1,68,True,1293.7843981945564,1894.4097085304104,0.6764705882352942,0.3235294117647059,0.4865712387584755,0.5134287612415245,0.7032360619118568,0.29676393808814305
ohl9pXqpeSMfepC3w9h0tW5SbJw1,68,True,1498.3231258857604,2166.3258589993693,0.75,0.25,0.7355351351130309,0.2644648648869691,0.814585177691031,0.18541482230896913
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,80,True,1028.5549801793832,2066.707466442086,0.9,0.1,0.9194345232843635,0.08056547671563644,0.7472621530903902,0.2527378469096098
pRQimOpZtsekBI2I1kbnD3pycmo1,68,True,1313.5217938574947,2486.6009160290428,0.9117647058823529,0.08823529411764706,0.9204687223768236,0.07953127762317629,0.9963463343196581,0.0036536656803419047
pcbRW89vVJcviD87V3uxyG4I9st2,64,True,984.5940429487213,1954.876048632157,0.859375,0.140625,0.8432895864262192,0.15671041357378068,0.9980516608835773,0.0019483391164225516
q0Atnpm0jZS5swcVmq0EMalQUKw1,68,True,1241.1441562796067,2098.0679461424165,0.8235294117647058,0.17647058823529413,0.8511708720327661,0.14882912796723385,0.5931752366862013,0.40682476331379863
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,123,True,1178.2185349568504,1712.4850814839967,0.6097560975609756,0.3902439024390244,0.7114570780768659,0.2885429219231341,0.3505033955237885,0.6494966044762116
qnR5PLX1v3fPi6SwTJMwGcadwyD3,81,True,886.0691524454885,1764.2626034377167,0.8395061728395061,0.16049382716049382,0.835231368371584,0.1647686316284161,0.9999923201419978,7.67985800230541e-06
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,70,True,1062.1406047932387,2019.2307359229978,0.8714285714285714,0.12857142857142856,0.917166629387971,0.08283337061202907,0.5445182527283554,0.45548174727164464
rFV2EUbp64f5ORSh7DqwmCQmeqT2,84,True,969.5479437543687,1677.9761051467303,0.3333333333333333,0.6666666666666666,0.7534515996663834,0.24654840033361664,0.13143514821630728,0.8685648517836927
rNe3cRPepZUXbJhmmfQZiGsVzX22,104,True,1249.8415772428625,2158.2713385374554,0.8653846153846154,0.1346153846153846,0.9053726411710131,0.09462735882898686,0.4768222852726938,0.5231777147273062
rUuJv5gl7dWVo7UPQWMx4bohxhK2,73,True,1355.9248119991523,2332.097631910741,0.8082191780821918,0.1917808219178082,0.8140860901946232,0.1859139098053768,0.8670166594744002,0.13298334052559968
ric6cNjG25XmZJCiKZDOxzeezao1,99,True,931.0351516741075,1558.3984957853886,0.9090909090909091,0.09090909090909091,0.9075006877213125,0.09249931227868752,0.6379378903791546,0.36206210962084534
roaf78tUWxWSEjAUcUu8O7mrQbl1,69,True,1167.8251799833229,2411.757638630454,0.8405797101449275,0.15942028985507245,0.8501469286861766,0.1498530713138235,0.8202521190497487,0.17974788095025138
sqfXvh6GJLaYAqr3RvHrixP8IOx1,67,True,1181.0716601330485,2035.7988466028046,0.6716417910447762,0.3283582089552239,0.7001985337891881,0.29980146621081194,0.48475596289053535,0.5152440371094645
ssPK6ISW0HerTGke9hznqJ2LpKu1,81,True,961.9603001170619,1470.0707007954222,0.38271604938271603,0.6172839506172839,0.6137951380893065,0.3862048619106935,0.20822204200063232,0.7917779579993677
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,97,True,1370.5220641564906,2117.7708841152894,0.5773195876288659,0.422680412371134,0.5833062472044827,0.41669375279551735,0.4826484375219383,0.5173515624780618
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,64,True,1225.5065101922962,1816.735450873472,0.59375,0.40625,0.7967788143416821,0.20322118565831787,0.2778393326666745,0.7221606673333255
tv88wS5Nf6SjruozSmXJxQSmx6J3,72,True,1548.513363797297,1770.94586565372,0.2361111111111111,0.7638888888888888,0.011468367469920101,0.9885316325300799,0.264170794421125,0.7358292055788751
u64Uf920g5VD9Byq26LT2rs5o4t1,102,True,1158.4638983875577,1966.3569279658477,0.8431372549019608,0.1568627450980392,0.7919609593659124,0.20803904063408757,0.8535064334359164,0.14649356656408366
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,76,True,1276.8329780800518,2319.1607878823174,0.7894736842105263,0.21052631578947367,0.779603684223497,0.22039631577650293,0.8561209395322608,0.1438790604677393
v8nNKiWvPdcjiHXZci39OuFTY6M2,60,True,1552.5957700196936,2233.399835016443,0.8666666666666667,0.13333333333333333,0.7936140986830054,0.20638590131699464,0.9990835650990935,0.0009164349009064648
wdppvL4tIkVlGjou6aYzzjlaZXB2,118,True,709.1631398105834,1632.968644351188,0.5932203389830508,0.4067796610169492,0.883872091041718,0.11612790895828191,0.14652068372982485,0.8534793162701751
wkhxvE50megJGMA1EiROSZIJWNq1,76,True,1270.7747401611607,1944.6091152536553,0.6710526315789473,0.32894736842105265,0.8376810504728556,0.1623189495271445,0.3278863652764775,0.6721136347235225
xBGZhFOeypWnqzSQClkrwV9z2vF3,75,True,944.0546690106064,1428.9138600065853,0.5066666666666667,0.49333333333333335,0.7210614124338958,0.27893858756610423,0.272535940653688,0.727464059346312
xHctBv4C2EU8rHYRouw0btT3GT02,85,True,1110.1485734505109,2040.701257205804,0.6,0.4,0.5593664826321126,0.44063351736788736,0.6200663314040648,0.3799336685959353
xyAILKfYP2M8GqAai11x6NT7IcP2,73,True,962.7151595073806,1721.7569446556436,0.7671232876712328,0.2328767123287671,0.6894025971924528,0.31059740280754716,0.8042922829955937,0.19570771700440623
y1EHXv8tUTa4BRS4fRio7bULYfA2,93,True,1103.4651769213745,1862.5315753447987,0.5806451612903226,0.41935483870967744,0.7982892698894674,0.20171073011053273,0.24132898014986592,0.7586710198501342
yatBVTBMCSMp0wJluOCLzTFKMyP2,81,True,1074.5996243351567,1615.2579920151002,0.5432098765432098,0.4567901234567901,0.5961742446947305,0.40382575530526954,0.3715669697661131,0.628433030233887
yfjd8LbAMrYeG54927d3GiKAyXI2,74,True,1113.3395879832508,1867.7799035707164,0.7702702702702703,0.22972972972972974,0.8952243040990143,0.10477569590098566,0.24367536128224018,0.7563246387177598
zw1w9FipI9RjJsuhHse6UZavBxs2,108,True,965.6734021554884,1657.2632337246325,0.7777777777777778,0.2222222222222222,0.809625180763518,0.19037481923648197,0.5555282171479062,0.4444717828520938
zxG9mUnF7uRkaOKSoCPsiRZzr372,88,True,1357.2790890692752,2365.578941786338,0.75,0.25,0.8448949242317136,0.15510507576828636,0.47262892115282334,0.5273710788471767
