participant_id,n_trials,converged,focus_mean_rt,lapse_mean_rt,focus_occupancy,lapse_occupancy,p_focus_to_focus,p_focus_to_lapse,p_lapse_to_focus,p_lapse_to_lapse
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,82,True,1234.1255785717144,2314.9427124175386,0.8902439024390244,0.10975609756097561,0.8813591420032586,0.11864085799674152,0.843497040993491,0.15650295900650904
8mscvscxtXf7EbbLqCyy4a4pl2q2,68,True,1494.959556900389,2652.47750427557,0.9264705882352942,0.07352941176470588,0.9515952731438525,0.048404726856147544,0.8708237310959608,0.12917626890403927
9Xz1RIwnPXgyRqmucudW9VeuDnq1,68,True,1160.2770457773877,2143.473356752022,0.8676470588235294,0.1323529411764706,0.839808612980129,0.16019138701987098,0.8701210224632709,0.12987897753672906
9l7DjYLs0XdgwykPZR5E01KTZfu2,67,True,960.1899614604752,1893.619148934919,0.8805970149253731,0.11940298507462686,0.88474969980784,0.11525030019216002,0.873817284422588,0.12618271557741198
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,76,True,1048.5020700079822,1957.8937625002434,0.7763157894736842,0.2236842105263158,0.8915512435836532,0.10844875641634669,0.3628179202437097,0.6371820797562903
ASGvwW80q7VY7xFaLGZhVuErUQu2,78,True,1219.3683008864593,2100.0267231410794,0.8076923076923077,0.19230769230769232,0.8054977878053116,0.1945022121946884,0.9331020352123619,0.06689796478763813
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,85,True,1305.096910776868,2392.925897182033,0.8705882352941177,0.12941176470588237,0.9451746055124577,0.054825394487542346,0.40397591093375307,0.5960240890662469
AsXBOflrszVNKoFqbN61bMJqS0k2,103,True,1133.8216167324108,2429.6966897322254,0.912621359223301,0.08737864077669903,0.92755825578575,0.07244174421424991,0.8020724962328171,0.19792750376718296
AyAnuCaltBbpEYbudoyNzTvXlcC2,85,True,1148.604617743477,1940.6924749479028,0.6470588235294118,0.35294117647058826,0.8571845572603267,0.14281544273967325,0.23736212928737088,0.7626378707126291
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,72,True,1348.3421163425082,2587.0047463784163,0.6666666666666666,0.3333333333333333,0.864202001412217,0.13579799858778294,0.2610903023366635,0.7389096976633365
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,76,True,960.2276136490877,1480.8473300459793,0.5394736842105263,0.4605263157894737,0.5888487724538418,0.4111512275461583,0.36152700679956123,0.6384729932004388
CDEoAyvS8feXLKMKsaZah9agEhF3,62,True,1048.3556345399832,2394.752001199264,0.9032258064516129,0.0967741935483871,0.886126210212548,0.11387378978745193,0.9999999705954682,2.940453177387316e-08
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,88,True,1093.5030749144155,1773.1753447094204,0.6477272727272727,0.3522727272727273,0.6989350316255687,0.3010649683744313,0.448303579280992,0.5516964207190079
CUNlBEszJVRGK1jWlTaOaCqpDg53,74,True,1134.6107971188492,2161.6142492019103,0.8378378378378378,0.16216216216216217,0.8359194787095582,0.16408052129044193,0.7436320767218376,0.2563679232781623
Cbkx2NHyF3NrebzXGqNgSfiWent1,69,True,944.8152917837366,1876.1286005626553,0.8695652173913043,0.13043478260869565,0.8595097563822529,0.14049024361774712,0.9998191904527959,0.0001808095472041258
Co587hoelyeANqFX7AYvuVQW0lZ2,79,True,804.2204379667518,1621.7840749070467,0.8481012658227848,0.1518987341772152,0.9030327345571973,0.0969672654428026,0.587883404917978,0.4121165950820219
CtJe4bZZnYUBNrcPk00d3YQFSGp2,73,True,1156.5215737763149,1994.309837979659,0.863013698630137,0.136986301369863,0.8982044242879244,0.10179557571207566,0.7447591988328072,0.25524080116719267
DAKDKPH698P12JfTbbjemLI6PIH2,80,True,850.4933446306632,1620.6270742636946,0.725,0.275,0.8533004385587117,0.1466995614412882,0.3915739666568691,0.6084260333431308
DPvStUYSmohmXwFwaKRqHv89R3k1,58,True,1076.6911758623605,1778.3109146085096,0.6206896551724138,0.3793103448275862,0.7899307920881994,0.2100692079118007,0.34546874114227616,0.6545312588577239
DaRehVxIOhXtEtUExdgvUl0mKcx2,110,True,1161.6527151776943,2123.2626493173825,0.5454545454545454,0.45454545454545453,0.6220515723062534,0.37794842769374654,0.40445646620855574,0.5955435337914442
Df83JuPuJkXqTGbENhM2gw5SJM43,87,True,1180.2206972824688,2566.126210514718,0.8735632183908046,0.12643678160919541,0.8951682398994328,0.10483176010056725,0.8376430675778281,0.16235693242217183
DzB19GqCB7fyrlEPexogWkjFzEx2,76,True,1279.7522149375754,1924.499172013081,0.4605263157894737,0.5394736842105263,0.7530960763765592,0.24690392362344082,0.21724813817105296,0.7827518618289471
EEodWwGh0wWq5f8JmzfKvq0lyeu1,91,True,846.3451944378158,1465.4546922080924,0.8461538461538461,0.15384615384615385,0.9415583034479915,0.05844169655200852,0.2728328045622607,0.7271671954377393
EUhcW9kURScie1DwGPHqmNqotJB2,109,True,1469.2495121628226,1880.1100698407517,0.21100917431192662,0.7889908256880734,0.15952007620621017,0.8404799237937898,0.1796165046200128,0.8203834953799872
EmfmKFDgWJdW47a6CNTNjnbYaPh2,75,True,1139.3744682301144,1599.9174779761104,0.3466666666666667,0.6533333333333333,0.006347300375140607,0.9936526996248594,0.4336166403242245,0.5663833596757756
EoToosG69XMp4LTYdB6sB9WTrv22,59,True,1047.9634026712067,2082.151134719785,0.864406779661017,0.13559322033898305,0.8403417536096142,0.15965824639038578,0.9999999999842246,1.5775380342569365e-11
Fz7EUjZCLuUBxLDUVtN6djaBTy42,82,True,1619.8274679528975,2280.6735017346614,0.8048780487804879,0.1951219512195122,0.9110467376347029,0.08895326236529717,0.38580761718628737,0.6141923828137126
G1Ff3XYUZMRsPafyEQ80ussnVlf1,121,True,1410.7448721534818,2530.2279191215443,0.859504132231405,0.14049586776859505,0.8847735122813613,0.11522648771863875,0.7250063249770096,0.2749936750229905
G9VruXninjUdE9czK2DambZl5li2,88,True,884.410986900211,1609.4947220815568,0.3409090909090909,0.6590909090909091,0.7761359230910997,0.2238640769089003,0.10642830043690854,0.8935716995630915
GDZGRW51kbWtAdUIHCtEd8sAtqY2,78,True,1487.9470461863586,2083.9271138014583,0.6410256410256411,0.358974358974359,0.6498193369790805,0.3501806630209196,0.5352657988691347,0.4647342011308653
GE4hogtdLdTFbNasENgtm6SO3hC3,63,True,1575.0342637392557,1715.9143365881168,0.42857142857142855,0.5714285714285714,0.002869169492688494,0.9971308305073114,0.5418797667065162,0.4581202332934838
GEwkBw3YHaNp3TCh9YS9PKVfavz1,74,True,995.7087278558881,2163.320125286072,0.7837837837837838,0.21621621621621623,0.8468919439628483,0.15310805603715175,0.5795188964168646,0.4204811035831354
HSggdq91WiQp16bOj7V3dABkcgk2,81,True,819.6494720661505,1438.7524434042616,0.5432098765432098,0.4567901234567901,0.6780324462745516,0.3219675537254484,0.2871626457650654,0.7128373542349347
HbydnnT1hUP3WagAy2TJAc6GqVs2,60,True,1315.226099824131,1927.308919524722,0.6333333333333333,0.36666666666666664,0.5435847879025804,0.4564152120974197,0.6096671357506516,0.3903328642493485
HyQM2xKwwuVfqidmRYF6TiRk90C2,80,True,839.414578782653,1809.6248119562895,0.7375,0.2625,0.8664695288590236,0.13353047114097644,0.40996986771509447,0.5900301322849054
IaTJhUGICmO9xcL3605RW8QHneN2,106,True,979.8065152938985,1929.0978449662641,0.7830188679245284,0.2169811320754717,0.8210937641987137,0.1789062358012863,0.5703690449413265,0.4296309550586735
JntnHLHjYhc0xJJQALM3h9R5Ozv1,62,True,1647.280953989858,2538.789879056346,0.7258064516129032,0.27419354838709675,0.7354579952658712,0.26454200473412887,0.7616379120142655,0.23836208798573463
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,59,True,1118.8232357974375,1848.404998041015,0.864406779661017,0.13559322033898305,0.8238209862816984,0.1761790137183015,0.9995675737952031,0.0004324262047968085
K26uNuY0VNPjJNF26wEx3bFg0kr2,68,True,1023.4415757758235,1706.5696032839592,0.8676470588235294,0.1323529411764706,0.8663311460637324,0.13366885393626757,0.9999999765991234,2.3400876633528306e-08
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,72,True,1273.8485029207443,2358.2247694269404,0.8888888888888888,0.1111111111111111,0.9999505814628094,4.941853719065406e-05,0.12242485320174694,0.877575146798253
LSLmd8jENtONZFVkIpRDX665Bu73,75,True,1308.3798015958794,2152.52635384189,0.8133333333333334,0.18666666666666668,0.7826471681794627,0.2173528318205373,0.9095478497407472,0.09045215025925282
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,67,True,1122.8556250536312,2048.7853252841173,0.9104477611940298,0.08955223880597014,0.9645038538759881,0.035496146124011946,0.5029144441286898,0.4970855558713102
LliUMEIsrCVZ88YFQfevan2Og4z1,95,True,793.0723136015139,1434.3535748241043,0.5894736842105263,0.4105263157894737,0.749633895280408,0.2503661047195919,0.329361199992953,0.6706388000070471
M4Km1Q2P2oPliChDQkwl6k20FUI3,88,True,1011.3563435705254,1797.39881427475,0.4659090909090909,0.5340909090909091,0.7437510363015658,0.2562489636984342,0.21128712029653074,0.7887128797034693
MMSYeiMQi3gMr4PrXQcpXzFiegj2,105,True,1241.7919923623251,2030.9499365294548,0.8380952380952381,0.1619047619047619,0.9368202713202094,0.06317972867979063,0.3362737136240355,0.6637262863759644
O61Eik2zvrSQLMNpFbTNEgjWwMr2,77,True,1342.7115772588543,2420.230301512053,0.8311688311688312,0.16883116883116883,0.9287591862230775,0.07124081377692246,0.37560738269768607,0.6243926173023139
OExlWyngGfPrScDYjaRcv5PIAet1,61,True,977.9114571357159,2254.782834300838,0.9344262295081968,0.06557377049180328,0.9450794488705943,0.054920551129405845,0.7543553808662072,0.24564461913379276
ORuVuFPU5idz3fMoXTGsbwToW2j2,84,True,1443.1832848869,2569.7217442692872,0.9047619047619048,0.09523809523809523,0.9136469299829081,0.0863530700170919,0.9999999997239205,2.7607946743803523e-10
ORvIk1xRWIQmKuLVe6GXNouvAXx2,78,True,1442.551616017654,2349.2948284053386,0.6666666666666666,0.3333333333333333,0.8038697444866166,0.1961302555133834,0.3810590866769406,0.6189409133230593
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,65,True,1128.6264165680561,1757.789871256639,0.7384615384615385,0.26153846153846155,0.6668220650923282,0.33317793490767167,0.9996891325279589,0.0003108674720411095
PLreonkqaMeFc0UqxKUelH44UQu1,87,True,833.4089440014524,1512.7314562789259,0.7126436781609196,0.28735632183908044,0.7493893385941135,0.2506106614058865,0.5181738561418092,0.4818261438581908
PkpTH7pWpEOG9A86xSloOSozwTk2,80,True,1893.0448199785383,2497.5445810775977,0.85,0.15,0.9710681445637431,0.02893185543625685,0.21945408208629558,0.7805459179137045
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,73,True,756.3466911325443,1363.2536360262427,0.4520547945205479,0.547945205479452,0.8317671109735316,0.16823288902646827,0.17028415959937782,0.8297158404006222
QbOEVCaZLUMOgltUdXm58oZOALv2,91,True,1463.4827348523831,2231.990247668647,0.7472527472527473,0.25274725274725274,0.7977069289116305,0.2022930710883695,0.5374752182208532,0.4625247817791468
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,57,True,1564.1867086662883,2615.328462705643,0.8245614035087719,0.17543859649122806,0.8760321262813381,0.12396787371866187,0.6907022492624577,0.3092977507375422
QreA2rLiUhV3YHeMfuHMPdGbpJ53,92,True,1143.0294762345216,1730.382665810977,0.6956521739130435,0.30434782608695654,0.6373196370434786,0.3626803629565214,0.5827064530967365,0.41729354690326365
Qv0jhW3sqicqQvd7LfReAsI7nD73,73,True,953.8072007003816,2358.9932499872134,0.9041095890410958,0.0958904109589041,0.9076986221795763,0.09230137782042372,0.9999999983541923,1.6458076879554366e-09
Rc706mP0TSeIoIpMYH1SpRXjOxA2,56,True,1397.242980462838,2483.6590209761143,0.875,0.125,0.8623098856744259,0.13769011432557401,0.9999998435222401,1.564777598522338e-07
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,70,True,1095.4124585308257,1972.0700087232196,0.5714285714285714,0.42857142857142855,0.8927349935038364,0.10726500649616358,0.17439134901206213,0.8256086509879378
Ru3Qf6pXZua1DfNkQdhbor6iJ403,71,True,1315.3216833438719,2214.9397565931836,0.6901408450704225,0.30985915492957744,0.8689021710670635,0.1310978289329365,0.32209324813120677,0.6779067518687932
SOhR7IO689NQCPQu56SjATO8FR92,93,True,1118.122349688137,1819.3264461273443,0.7849462365591398,0.21505376344086022,0.7747633197728383,0.22523668022716178,0.7349710072912353,0.2650289927087647
SPCT9D90pRa1ihXS5jEw6vCmquI3,103,True,858.9489579182524,1853.8347658681041,0.7087378640776699,0.2912621359223301,0.9222326051556324,0.07776739484436748,0.2125137090085075,0.7874862909914926
SdDjNMBD2ZMTEwUphkohi2cZwUx1,82,True,977.2460081290889,1826.5442538645536,0.8048780487804879,0.1951219512195122,0.8601392019636046,0.13986079803639537,0.5733810944284919,0.426618905571508
SpSfX0ZcfcPLdlOENlfdfvEPwru2,70,True,934.2673504534439,1631.5336078224382,0.6571428571428571,0.34285714285714286,0.83107591198113,0.16892408801887013,0.31100371136107124,0.6889962886389287
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,71,True,1175.7619296779706,2179.174915624758,0.7746478873239436,0.22535211267605634,0.8943775669562046,0.10562243304379541,0.40664607992581553,0.5933539200741845
Ub7nV8F55kPruh35ZpUcKoBUyn63,77,True,1216.903460730142,2573.102641342677,0.8571428571428571,0.14285714285714285,0.8480622027407467,0.15193779725925313,0.9999936815195818,6.318480418239716e-06
UbwuSMtBsHdW3Ji41opk3GInMqi2,76,True,934.6213638553388,1742.9549297664464,0.9078947368421053,0.09210526315789473,0.9149045335173516,0.08509546648264842,0.8155776594145299,0.18442234058547013
VwTymW8T68MfpnJvZ2X97ILqDWS2,80,True,1125.2687122025793,1820.5900051889237,0.6125,0.3875,0.7965451046280384,0.20345489537196157,0.3142716916188061,0.6857283083811939
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,76,True,1328.2141596313313,2343.0242638706063,0.881578947368421,0.11842105263157894,0.8526291053229323,0.1473708946770676,0.8201074975427844,0.17989250245721553
WbOfW9KmUkPQK8o5hlHJnJFdpp92,94,True,1209.698609693864,1801.118095887073,0.5212765957446809,0.4787234042553192,0.7215631835084455,0.27843681649155444,0.29599932756570874,0.7040006724342912
WcTsIpSoEhYeIBSNjAbbdaNSBya2,90,True,1448.474939996188,1920.0046425493633,0.6222222222222222,0.37777777777777777,0.6715558258236585,0.3284441741763416,0.36710128091640043,0.6328987190835996
WeHQDy9BWldTlaQDVVlsJNCqwxA2,105,True,1148.245834844515,1837.4794655759574,0.8380952380952381,0.1619047619047619,0.8669346220014269,0.13306537799857318,0.49027008439700676,0.5097299156029933
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,69,True,874.0224897154919,1604.6170087443613,0.5362318840579711,0.463768115942029,0.9214354944910235,0.07856450550897663,0.10965927791776067,0.8903407220822394
WnC6Uscb5VMIr43GASKiUCO3AYH2,70,True,983.6594280098783,2112.8267034997702,0.8714285714285714,0.12857142857142856,0.9560726692019026,0.043927330798097464,0.35959831813238835,0.6404016818676116
WqoZv41KTtTCuPKBPyClregrKAi1,84,True,1067.7798652238587,1699.9877722833123,0.4523809523809524,0.5476190476190477,0.7450477289955786,0.2549522710044215,0.2153832945231785,0.7846167054768215
XehZHBpwr5MYzUXkj0FAYCsFG922,112,True,1129.5265947823589,2055.2152828866783,0.7946428571428571,0.20535714285714285,0.8872171296323755,0.1127828703676245,0.44796199144819937,0.5520380085518007
YEU5ox3jteVINfdSTg5ymqYcS9o2,60,True,1267.4293253958137,2831.9104152274085,0.9166666666666666,0.08333333333333333,0.9444631101728518,0.055536889827148286,0.8005935318291342,0.19940646817086585
Yco8O7tmHlbsUBfKW2ywcZByGO32,61,True,962.1465983545112,1800.4142229922434,0.6885245901639344,0.3114754098360656,0.8217543298166872,0.17824567018331283,0.3286283554719099,0.6713716445280901
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,84,True,1248.489376271445,2115.3740827692654,0.8928571428571429,0.10714285714285714,0.8779435154558906,0.12205648454410932,0.9996761919892958,0.0003238080107042582
aM2995jJmJWvr6cneaGH58HauIg2,87,True,933.2752901462565,1620.5313261620313,0.7586206896551724,0.2413793103448276,0.8960800783341704,0.1039199216658297,0.33486748837318864,0.6651325116268114
afdTz6deeYWf1qKNdUpKAYKN3hz1,52,True,1954.271925713484,2873.1831584702145,0.75,0.25,0.8124920962656313,0.18750790373436863,0.6472258429414892,0.3527741570585107
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,118,True,973.1029266186713,1695.409881311934,0.8559322033898306,0.1440677966101695,0.9054777196696362,0.0945222803303638,0.47730520452181047,0.5226947954781895
azdL1gX79EVd9iepyCAVQrqIaQF3,77,True,1208.901697852137,2432.6305248741955,0.922077922077922,0.07792207792207792,0.9183779903981367,0.08162200960186329,0.9999999836992179,1.630078204151301e-08
bXpFswkI7TfIfL6G4FqWrbaxTGx2,90,True,832.6605155404064,1491.7957031059436,0.7,0.3,0.863619137863782,0.13638086213621806,0.32458661931362887,0.6754133806863712
biQ16yPcCKSkJQhSxUKcDc8gm8I2,118,True,1270.9166034748978,2039.15532654514,0.5677966101694916,0.4322033898305085,0.6281497680593929,0.3718502319406071,0.4264393017540631,0.573560698245937
btpcu1rB1JeSTo2upeHGPdv8kYG3,65,True,1042.1756140718092,1844.8923793859412,0.6923076923076923,0.3076923076923077,0.7808874882934939,0.21911251170650617,0.41682649683340467,0.5831735031665952
c0hRe9PCPPZs3HWFqhIQargNlp52,82,True,1303.632379614377,2491.476121819245,0.8780487804878049,0.12195121951219512,0.9418641031263325,0.05813589687366746,0.5166842327689531,0.4833157672310468
cC0BEsQjfrcuCyoaOas9zJT0MNs2,120,True,1003.6108553220535,1686.1283250733445,0.8416666666666667,0.15833333333333333,0.8438580510689565,0.15614194893104352,0.6750154661175739,0.3249845338824261
cEIs6U87xfbSL5eFTXDK77MmvNf1,97,True,1068.8686934650084,1652.207056201183,0.6701030927835051,0.32989690721649484,0.8435756492132186,0.1564243507867814,0.27656175643016656,0.7234382435698336
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,111,True,861.0785723242117,1748.167508731375,0.7117117117117117,0.2882882882882883,0.7771071396577819,0.22289286034221803,0.43598370134438175,0.5640162986556182
cec6NLR2ZLVVw6h0TEKSNIH11v02,124,True,1243.9154436586446,1830.611730565106,0.7419354838709677,0.25806451612903225,0.6798713939406004,0.32012860605939975,0.5953986813171358,0.40460131868286425
d9rwc0NXArcNlJvFsgKhQqkGxJq2,78,True,962.7375293549123,1645.713879964422,0.46153846153846156,0.5384615384615384,0.7898957482475865,0.21010425175241365,0.18262975912571416,0.8173702408742858
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,59,True,1469.5114302997617,2260.3600007786554,0.7627118644067796,0.23728813559322035,0.7971659227508455,0.20283407724915448,0.57533876370618,0.42466123629382
e7NIVznoeNMC7bBejXnMVvFNPfx1,65,True,1103.8874579970802,2011.8281645430498,0.8923076923076924,0.1076923076923077,0.8473920626033099,0.1526079373966901,0.9987696396062445,0.001230360393755439
fEq0OghbLpfD1jigl1Mbz96aMbg2,86,True,909.7404068909001,1520.4209832364104,0.36046511627906974,0.6395348837209303,0.8124510880563106,0.18754891194368944,0.11771144717844578,0.8822885528215543
foaW7wtvY3XLNdguFUK7OvOefP93,73,True,1064.78362338217,1789.3697902745105,0.8493150684931506,0.1506849315068493,0.8657778405903048,0.13422215940969512,0.6826096934984095,0.31739030650159045
g2G9l3no7RbeRA9a1W3JnfegTnh2,97,True,993.6826727049099,1819.3669729605733,0.6804123711340206,0.31958762886597936,0.7395642206024029,0.2604357793975971,0.5031137274911144,0.4968862725088855
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,59,True,1389.1547611506337,2335.3071474524204,0.8305084745762712,0.1694915254237288,0.8952795294631773,0.10472047053682264,0.5693294112088233,0.4306705887911768
h5RYP03wJuVN0xo7qAR8CKFxLaj1,110,True,1065.962896379402,1776.9631727009776,0.6454545454545455,0.35454545454545455,0.9328798955926608,0.06712010440733918,0.13535316355112176,0.8646468364488783
hrRr560eFBNwJ0CcUjCqtSD8TdP2,86,True,890.1634237159104,1832.2781601455408,0.7209302325581395,0.27906976744186046,0.8642312978946418,0.13576870210535813,0.3570648665008486,0.6429351334991514
i1tBstVkNiVP0qro7TgGD08IGGa2,71,True,1608.4359526206456,2458.9262327391098,0.8450704225352113,0.15492957746478872,0.8636266209004003,0.1363733790995996,0.5841438338071772,0.4158561661928228
iKVZi0Oo96UrMBhPQMHWFcf55uA3,63,True,1503.7983170535408,1541.4697437383059,0.38095238095238093,0.6190476190476191,0.0167221992373436,0.9832778007626565,0.4133167363698576,0.5866832636301423
iWsc4pghIEWOQUZKuQJMfe516UI3,74,True,749.8837419275665,1705.8385800158048,0.7702702702702703,0.22972972972972974,0.9016292607779004,0.0983707392220995,0.3734327041971583,0.6265672958028417
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,84,True,1434.8281383115602,1982.913644916948,0.36904761904761907,0.6309523809523809,0.8034549458380038,0.1965450541619962,0.10937043974715939,0.8906295602528407
idP8RVfm74N86O0dszLXANIpjXv2,71,True,1210.6234040400714,1851.6740471413027,0.6901408450704225,0.30985915492957744,0.699523778869412,0.3004762211305879,0.5428913364278134,0.45710866357218655
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,69,True,1323.3409050446587,2444.8630669348986,0.855072463768116,0.14492753623188406,0.9208898728245958,0.07911012717540425,0.41944158734582343,0.5805584126541766
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,53,True,1686.1548556506857,2461.02936308542,0.660377358490566,0.33962264150943394,0.7686208636822884,0.23137913631771156,0.4668631294208461,0.5331368705791539
jzdk8E3tVXTXIozlfK5oeEb7wWp2,77,True,1081.5238021691919,1341.5770333362052,0.35064935064935066,0.6493506493506493,0.2818264687527233,0.7181735312472767,0.24362434589711918,0.7563756541028808
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,89,True,1318.691023657708,2248.9318608162394,0.8426966292134831,0.15730337078651685,0.8072965735082658,0.19270342649173414,0.9988124667860532,0.001187533213946766
kI0YdycDU0X5hcoEPjEON3Ionyd2,80,True,1302.925404691024,1994.1482291589764,0.8125,0.1875,0.720787706387215,0.27921229361278493,0.9999733237488181,2.6676251181840162e-05
kR2rCtaPyPaj7YMizKUDn5xL2qx1,80,True,902.606309065666,1624.874354364741,0.6,0.4,0.7860718555963737,0.21392814440362637,0.30232533608686873,0.6976746639131313
