model,term,beta,se,t,p
DASS Anxiety outcome,Intercept,0.1615013708196815,0.18626610985810427,0.8670464581168935,0.3859165551274407
DASS Anxiety outcome,C(gender_male)[T.1],-0.2555571430300101,0.32812863747441584,-0.7788321830030329,0.43607857701265673
DASS Anxiety outcome,pe_rate,-0.011891187833908086,0.0150425893956669,-0.7905013904942062,0.42923501048518253
DASS Anxiety outcome,pe_rate:C(gender_male)[T.1],0.016965194462915122,0.03136474164561587,0.5409001819495778,0.5885763854935743
DASS Anxiety outcome,z_ucla,0.47535936104252746,0.10553902047515487,4.504110033449028,6.665166752037586e-06
DASS Anxiety outcome,z_ucla:C(gender_male)[T.1],0.036907047247057734,0.17668799053443465,0.20888260223812402,0.8345398859847175
DASS Anxiety outcome,z_age,0.014262641777458746,0.09325855422019516,0.15293655254168811,0.8784483102091011
