term,coef,p
Intercept,124.16640793938913,0.0013372286435828745
C(gender)[T.여성],28.475966057191073,0.5573144312449401
quartile,5.969885063585075,0.6699382379186634
quartile:C(gender)[T.여성],-5.734298647229495,0.7461657665241023
z_ucla,-49.36202710670011,0.2124858827050363
z_ucla:C(gender)[T.여성],-4.724689297767057,0.9234863041144401
quartile:z_ucla,24.185903786884683,0.09470299925275984
quartile:z_ucla:C(gender)[T.여성],-2.419124434579767,0.8928709181269786
