nll,bic,aic,n_trials,alpha,beta,participant_id
102.50530908100197,213.61874834841228,209.01061816200394,74,0.0969915524943366,0.3405765529969818,8mscvscxtXf7EbbLqCyy4a4pl2q2
98.43826422666092,205.40188820740448,200.87652845332184,71,0.01,0.1,9Xz1RIwnPXgyRqmucudW9VeuDnq1
103.99957684527752,216.63412991762766,211.99915369055503,75,0.01,0.1,9l7DjYLs0XdgwykPZR5E01KTZfu2
113.12154761117326,235.056533716875,230.2430952223465,82,0.7851274451550448,0.3833264347391404,A9AEg0g6c2P1Bk72HLmnK3oWJ9B2
110.28119953064804,229.32645233064383,224.56239906129608,80,0.99,0.3721350427968242,ASGvwW80q7VY7xFaLGZhVuErUQu2
130.32989846632597,269.74638649719196,264.65979693265194,94,0.01,0.10000000000000009,AUKCfn4HzgVB7m6LNnh2gQb7G5s2
145.58077937037876,300.46947944107256,295.1615587407575,105,0.01,0.1,AsXBOflrszVNKoFqbN61bMJqS0k2
155.28494392322324,320.00688558903664,314.5698878464465,112,0.01,0.1,AyAnuCaltBbpEYbudoyNzTvXlcC2
176.91584081454383,363.5357421569269,357.83168162908765,128,0.99,0.25103362631392495,BbwUTWswjtPWhb5DvLAmh9Hdpyl2
106.75819414723104,222.20399913816945,217.51638829446208,77,0.01,0.1,BcCTlXWx6ARh4rBtkdWRgZH3C7H2
94.27695372215707,196.99292285466638,192.55390744431415,68,0.01,0.1,CDEoAyvS8feXLKMKsaZah9agEhF3
125.15381048963424,259.32933999230215,254.30762097926848,91,0.25270443831938194,1.1327190136558514,CGyTPhevTbSvVnZ8qSP0NtWuhgw1
105.27647743483276,219.21442155023817,214.5529548696655,76,0.99,0.13360950830885548,CUNlBEszJVRGK1jWlTaOaCqpDg53
97.53869731065483,203.6027543753923,199.07739462130965,71,0.24703557903308326,1.0471358333570275,Cbkx2NHyF3NrebzXGqNgSfiWent1
113.67967669394366,236.17279188241582,231.35935338788732,82,0.01,0.1,Co587hoelyeANqFX7AYvuVQW0lZ2
110.90998199747052,230.5840172642888,225.81996399494105,80,0.01,0.1,CtJe4bZZnYUBNrcPk00d3YQFSGp2
119.23648969987404,247.3816739922551,242.47297939974808,86,0.01,0.1,DAKDKPH698P12JfTbbjemLI6PIH2
87.34837404985765,182.98301755249838,178.6967480997153,63,0.01,0.1,DPvStUYSmohmXwFwaKRqHv89R3k1
177.44519896872853,364.5944584652963,358.89039793745707,128,0.01,0.18027159915352822,DaRehVxIOhXtEtUExdgvUl0mKcx2
121.83926361283191,252.63320085462024,247.67852722566383,88,0.99,0.18147003826703234,Df83JuPuJkXqTGbENhM2gw5SJM43
109.51844395758494,227.7757836201039,223.03688791516987,79,0.01,0.1,DzB19GqCB7fyrlEPexogWkjFzEx2
133.08848704260197,275.3056704681396,270.17697408520394,96,0.01,0.1,EEodWwGh0wWq5f8JmzfKvq0lyeu1
177.4669829353351,364.63802639850945,358.9339658706702,128,0.01,0.1,EUhcW9kURScie1DwGPHqmNqotJB2
114.24670058988266,237.33108239535852,232.49340117976533,83,0.10395284322497832,1.327443018916365,EmfmKFDgWJdW47a6CNTNjnbYaPh2
90.12683198499695,188.60243850978517,184.2536639699939,65,0.01,0.10000000000000009,EoToosG69XMp4LTYdB6sB9WTrv22
116.45796772524457,241.77756904817576,236.91593545048914,84,0.01,0.1,Fz7EUjZCLuUBxLDUVtN6djaBTy42
177.46192890096503,364.62791832976933,358.92385780193007,128,0.01,0.1,G1Ff3XYUZMRsPafyEQ80ussnVlf1
137.25674153415991,283.703722768589,278.51348306831983,99,0.01,0.1,G9VruXninjUdE9czK2DambZl5li2
115.07196936056465,238.9816199367225,234.1439387211293,83,0.01,0.1,GDZGRW51kbWtAdUIHCtEd8sAtqY2
92.89594906810798,194.2012833749979,189.79189813621596,67,0.01,0.1,GE4hogtdLdTFbNasENgtm6SO3hC3
106.53368511743656,221.7549810785805,217.06737023487312,77,0.21204580754718677,0.7971005235779556,GEwkBw3YHaNp3TCh9YS9PKVfavz1
122.05375617199601,253.0847850834563,248.10751234399203,89,0.15603751981057767,1.8046604521530794,HSggdq91WiQp16bOj7V3dABkcgk2
92.88697272124557,194.18333068127308,189.77394544249114,67,0.01,0.1,HbydnnT1hUP3WagAy2TJAc6GqVs2
115.0755051606454,238.988691536884,234.1510103212908,83,0.01,0.1,HyQM2xKwwuVfqidmRYF6TiRk90C2
149.69521702048945,308.75469649522734,303.3904340409789,108,0.01,1.167630751113508,IaTJhUGICmO9xcL3605RW8QHneN2
123.4021944577904,255.78166165504507,250.8043889155808,89,0.01,0.1,JntnHLHjYhc0xJJQALM3h9R5Ozv1
83.09552702824506,174.37974318093433,170.19105405649012,60,0.8885912865910471,0.3306420854595614,Jp6aXC9KLjcFZBaQdZl4i9dUscl1
97.05144855814987,202.59988760039846,198.10289711629974,70,0.01,0.1,K26uNuY0VNPjJNF26wEx3bFg0kr2
128.9449405431446,266.9550800725957,261.8898810862892,93,0.01,0.1,K7ykiXe6CqQUKpEzs2nYrMTVuDA2
113.68595773447369,236.18535396347588,231.37191546894738,82,0.01,0.10000000000000009,LSLmd8jENtONZFVkIpRDX665Bu73
98.43974794010477,205.40485563429218,200.87949588020953,71,0.01,0.1,Lhv9P8ZrkDSIB7BGwooAqfu8SGF3
134.50237330146834,278.15416855994346,273.0047466029367,97,0.01,0.1,LliUMEIsrCVZ88YFQfevan2Og4z1
141.42071668400877,292.0913789945861,286.84143336801753,102,0.01,0.10000000000000009,M4Km1Q2P2oPliChDQkwl6k20FUI3
152.46671509156621,314.3343909147173,308.93343018313243,110,0.01,0.7324833586290911,MMSYeiMQi3gMr4PrXQcpXzFiegj2
108.15131472064017,225.01604709465954,220.30262944128035,78,0.01,0.1,O61Eik2zvrSQLMNpFbTNEgjWwMr2
90.76148875056603,189.9022869851849,185.52297750113206,66,0.3452650988978362,0.8594963258463506,OExlWyngGfPrScDYjaRcv5PIAet1
122.01469982229197,252.98407327354036,248.02939964458395,88,0.01,0.1,ORuVuFPU5idz3fMoXTGsbwToW2j2
139.2102850688419,287.65081117136634,282.4205701376838,101,0.01,3.928740695140704,ORvIk1xRWIQmKuLVe6GXNouvAXx2
94.2823643023454,197.00374401504303,192.5647286046908,68,0.01,0.10000000000000009,P9bS6GGJcIXivbMWo4ibJ5jgUPG2
133.10153983628035,275.3317760554964,270.2030796725607,96,0.01,0.1,PLreonkqaMeFc0UqxKUelH44UQu1
177.46879397603752,364.6416484799143,358.93758795207503,128,0.01,0.1,PkpTH7pWpEOG9A86xSloOSozwTk2
102.60362414847705,213.81537848336245,209.2072482969541,74,0.01,0.10000000000000009,QG6VXg7od2fHJ1SF9ZzYBqUa1FY2
138.66471326089257,286.53976689376134,281.32942652178514,100,0.01,0.1,QbOEVCaZLUMOgltUdXm58oZOALv2
94.81590441413452,198.10002183746357,193.63180882826904,69,0.99,0.46571981399368456,Qg9GDwQ9hBNkDLt50CNLd4NqRlX2
131.5608092433569,272.2293722699149,267.1216184867138,95,0.01,3.5285007255193515,QreA2rLiUhV3YHeMfuHMPdGbpJ53
106.75367565809908,222.19496215990554,217.50735131619817,77,0.01,0.1,Qv0jhW3sqicqQvd7LfReAsI7nD73
83.49748662128104,175.2167209709087,170.99497324256208,61,0.99,0.8284166065909547,Rc706mP0TSeIoIpMYH1SpRXjOxA2
112.30524574712767,233.39938980360023,228.61049149425534,81,0.01,0.1,Rmd4rr2vGjOoLvdfYd4EdYyxK3m1
119.24328864098096,247.39527187446893,242.48657728196193,86,0.01,0.1,Ru3Qf6pXZua1DfNkQdhbor6iJ403
138.6451880063638,286.5007163847038,281.2903760127276,100,0.01,0.1,SOhR7IO689NQCPQu56SjATO8FR92
177.45516969205772,364.6143999119547,358.91033938411545,128,0.01,0.1,SPCT9D90pRa1ihXS5jEw6vCmquI3
116.27158581230701,241.40480522230064,236.54317162461402,84,0.04201955521936999,0.9351682642248665,SdDjNMBD2ZMTEwUphkohi2cZwUx1
98.05528116292128,204.66389456387466,200.11056232584255,72,0.99,0.6723215028518975,SpSfX0ZcfcPLdlOENlfdfvEPwru2
108.15574421038788,225.02490607415496,220.31148842077576,78,0.01,0.1,ToTCRJ4EX9OL6UlJqmDkaEbggWF2
112.30776185190447,233.40442201315383,228.61552370380895,81,0.01,0.1,Ub7nV8F55kPruh35ZpUcKoBUyn63
104.15875080784667,217.00511245940072,212.31750161569335,77,0.99,0.7910439415207992,UbwuSMtBsHdW3Ji41opk3GInMqi2
112.3072404066514,233.4033791226477,228.6144808133028,81,0.01,0.1,VwTymW8T68MfpnJvZ2X97ILqDWS2
121.74008298696116,252.43483960287872,247.4801659739223,88,0.99,0.26272172319565024,WKzqsLX1lNVSdbGgYTTVGtFwsrF3
135.66610853200538,280.5021520213519,275.33221706401076,98,0.1115402083135757,0.54977176882854,WbOfW9KmUkPQK8o5hlHJnJFdpp92
129.9830373259596,269.0526642164592,263.9660746519192,94,0.99,0.22752065405032865,WcTsIpSoEhYeIBSNjAbbdaNSBya2
148.05715216599526,305.45996200091435,300.1143043319905,107,0.99,0.20516544781313886,WeHQDy9BWldTlaQDVVlsJNCqwxA2
99.81604687210587,208.18542598224386,203.63209374421174,72,0.01,0.1,Wfo71fsX1VVfPZnzhT7HEYBTwnq1
102.5064372443609,213.62100467513014,209.0128744887218,74,0.9229985068002987,0.16774676721509738,WnC6Uscb5VMIr43GASKiUCO3AYH2
123.2972604135978,255.57179356665986,250.5945208271956,89,0.045428154547357616,0.48728041002427297,WqoZv41KTtTCuPKBPyClregrKAi1
159.44482158165883,328.37950742004415,322.88964316331766,115,0.01,0.1,XehZHBpwr5MYzUXkj0FAYCsFG922
94.28350548797938,197.006026386311,192.56701097595877,68,0.01,0.1,YEU5ox3jteVINfdSTg5ymqYcS9o2
91.00829583836335,190.39590116077954,186.0165916767267,66,0.99,0.45638510975438296,Yco8O7tmHlbsUBfKW2ywcZByGO32
120.62943209850143,250.19068043431201,245.25886419700285,87,0.01,0.1,Z3GikGkUkjMOa6UK1xdIDvuGRHp2
120.6078091996353,250.14743463657976,245.2156183992706,87,0.01,0.1,aM2995jJmJWvr6cneaGH58HauIg2
177.45188920054585,364.60783892893096,358.9037784010917,128,0.01,0.1,afdTz6deeYWf1qKNdUpKAYKN3hz1
164.97245550849252,339.5031580032081,333.94491101698503,119,0.01,0.1,aj2Ivskb3BgyvBNTLIKlSZG0Sq22
112.29313185500561,233.3751620193561,228.58626371001122,81,0.01,0.1,azdL1gX79EVd9iepyCAVQrqIaQF3
124.77864716499245,258.55691367064543,253.5572943299849,90,0.01,0.1,bXpFswkI7TfIfL6G4FqWrbaxTGx2
177.08779513703925,363.87965080191776,358.1755902740785,128,0.3503106714490055,0.3840367741621331,biQ16yPcCKSkJQhSxUKcDc8gm8I2
97.03853346950397,202.57405742310667,198.07706693900795,70,0.01,0.2967473462254092,btpcu1rB1JeSTo2upeHGPdv8kYG3
117.84400559090409,244.57331369478882,239.68801118180818,85,0.01,0.1,c0hRe9PCPPZs3HWFqhIQargNlp52
166.37232113700492,342.3196257595739,336.74464227400983,120,0.01,0.1,cC0BEsQjfrcuCyoaOas9zJT0MNs2
142.8034342975015,294.87632657146224,289.606868595003,103,0.01,0.1,cEIs6U87xfbSL5eFTXDK77MmvNf1
164.98317149088493,339.52458996799294,333.96634298176986,119,0.01,0.1,cUugYJoOmOSFc0Mh5JD0ZXJrYN52
175.90011148081848,361.5042834894762,355.80022296163696,128,0.01,8.90365829088406,cec6NLR2ZLVVw6h0TEKSNIH11v02
121.9456822567317,252.84603814241981,247.8913645134634,88,0.99,0.10101901937811934,d9rwc0NXArcNlJvFsgKhQqkGxJq2
101.22082169455891,211.02256227141459,206.44164338911781,73,0.01,0.1,dnkEqKuvjoQzAQm5yXlrAOp9ZlD3
105.36386483706586,219.38919635470438,214.72772967413172,76,0.01,0.1,e7NIVznoeNMC7bBejXnMVvFNPfx1
122.01154340992473,252.97776044880587,248.02308681984945,88,0.01,0.1,fEq0OghbLpfD1jigl1Mbz96aMbg2
106.75086727163445,222.18934538697627,217.5017345432689,77,0.01,0.1,foaW7wtvY3XLNdguFUK7OvOefP93
140.01784961151762,289.2659402567178,284.03569922303524,101,0.01,0.1,g2G9l3no7RbeRA9a1W3JnfegTnh2
99.82900681364288,208.21134586531787,203.65801362728575,72,0.01,0.1,h12a1QYNpYbl3T0Gj1PxUz3EnEx2
174.6809067445278,359.03437730295855,353.3618134890556,126,0.01,0.1,h5RYP03wJuVN0xo7qAR8CKFxLaj1
120.113694155212,249.15920454773317,244.227388310424,87,0.1700660151785954,0.8070399620179107,hrRr560eFBNwJ0CcUjCqtSD8TdP2
110.90953957815357,230.5831324256549,225.81907915630714,80,0.01,0.1,i1tBstVkNiVP0qro7TgGD08IGGa2
94.27762045724417,196.99425632484056,192.55524091448834,68,0.01,0.1,iKVZi0Oo96UrMBhPQMHWFcf55uA3
108.73523303679517,226.23451934293809,221.47046607359033,80,0.4526244900494793,1.2880307354658227,iWsc4pghIEWOQUZKuQJMfe516UI3
174.6773464641547,359.0272567422124,353.3546929283094,126,0.01,0.1,iZScIvzhvAdvlsBXU5D8IHwvG6Q2
102.56544890343395,213.73902799327624,209.1308978068679,74,0.4895534818735315,0.1113643564790028,idP8RVfm74N86O0dszLXANIpjXv2
109.34291404564563,227.4247237962253,222.68582809129126,79,0.4185834213408004,0.4053298669869229,iv9ew8Ci8lOzvXFiJw1acJfuRAl2
88.74107269408165,185.79991155488264,181.4821453881633,64,0.01,0.1,jpklrtZKDdb3UbsoQ7Ho5KuR5yb2
108.13767824513096,224.9887741436411,220.2753564902619,78,0.01,0.1,jzdk8E3tVXTXIozlfK5oeEb7wWp2
140.04128483129233,289.3128106962672,284.08256966258466,101,0.01,0.1,k8j7IpYfd8dYB0L1qyLCcrwoFOy1
120.62635931212365,250.18453486155647,245.2527186242473,87,0.01,0.1,kI0YdycDU0X5hcoEPjEON3Ionyd2
116.3977763927677,241.657186383222,236.7955527855354,84,0.99,0.10622935865831463,kR2rCtaPyPaj7YMizKUDn5xL2qx1
92.8824708189256,194.17432687663313,189.7649416378512,67,0.01,0.1,kgSRatooJJfDaMZ2yIURqb8aJuE3
177.4458666234732,364.59579377478565,358.8917332469464,128,0.01,0.1,kxerHPSL3bQjD74HhiebYf3blPr1
151.11543711216058,311.61356998877943,306.23087422432116,109,0.01,0.1,lHDkoPQu5reNCO45npeYSS9eLQl1
115.9692928022525,240.8002192021916,235.938585604505,84,0.99,0.3040593987006794,lpzDdvuMkKWkPxu6xeclmdctEp42
112.17651170858862,233.14192172652213,228.35302341717724,81,0.01,2.991164892122159,m69r9GQTk2b51mvxrFLt4fZeJi52
148.35770513824446,306.06106794541273,300.7154102764889,107,0.01,0.1,mUZzgdWKnPb2txOkJg9FHgqX5792
174.69345521887533,359.0594742516536,353.38691043775066,126,0.01,0.1,mg2WZiRBn4NQDKiMK43Y8dBqyG53
110.91986136808173,230.6037760055112,225.83972273616345,80,0.01,0.1,mweMgSlGM2VxThhwnupYxYzUbR23
99.82670820962971,208.20674865729154,203.65341641925943,72,0.01,0.1,mwsliuPsLFhRFjtjQwYkqcCRDvi2
109.54144786349923,227.8217914319325,223.08289572699846,79,0.01,0.1,nT1qJOiMyDdJ9ui4el195A8Hsgs1
102.33742337360697,213.28297693362228,208.67484674721393,74,0.20348525635202355,0.7676481058801722,ohl9pXqpeSMfepC3w9h0tW5SbJw1
117.84637300857293,244.5780485301265,239.69274601714585,85,0.01,0.1,pFlYc8DBmSXkvMIRgXFxvo3JB6j1
106.48967568100637,221.66696220572013,216.97935136201275,77,0.10779753729059502,1.019480002060612,pRQimOpZtsekBI2I1kbnD3pycmo1
98.44674410886752,205.41884797181768,200.89348821773504,71,0.01,0.1,pcbRW89vVJcviD87V3uxyG4I9st2
98.44284594428042,205.41105164264349,200.88569188856084,71,0.01,0.1,q0Atnpm0jZS5swcVmq0EMalQUKw1
177.46615821862687,364.636376965093,358.93231643725375,128,0.01,0.1,qZZiI6GzgxOrpQDGu42ZA0xsGEJ2
113.70735714964823,236.22815279382496,231.41471429929646,82,0.01,0.1,qnR5PLX1v3fPi6SwTJMwGcadwyD3
109.53340240906812,227.80570052307027,223.06680481813623,79,0.01,0.1,qsRKc69hK6e8Uu6vr2pBO8NbpMt2
131.7156357348665,272.5390252529341,267.431271469733,95,0.01,0.1,rFV2EUbp64f5ORSh7DqwmCQmeqT2
155.2785087287034,319.99401519999697,314.5570174574068,112,0.01,0.1,rNe3cRPepZUXbJhmmfQZiGsVzX22
123.39433447972037,255.765941698905,250.78866895944074,89,0.01,0.1,rUuJv5gl7dWVo7UPQWMx4bohxhK2
138.5576569583761,286.3256542887284,281.1153139167522,100,0.01,2.4959671716151663,ric6cNjG25XmZJCiKZDOxzeezao1
108.14521791993693,225.00385349325305,220.29043583987385,78,0.01,0.1,roaf78tUWxWSEjAUcUu8O7mrQbl1
107.84865960269347,224.41073685876614,219.69731920538695,78,0.7924639310023656,0.3942429980225236,sqfXvh6GJLaYAqr3RvHrixP8IOx1
115.08424614179157,239.00617349917633,234.16849228358313,83,0.01,0.1,ssPK6ISW0HerTGke9hznqJ2LpKu1
156.67873240052984,322.81224043848437,317.3574648010597,113,0.01,0.1,tB4wPBbnWJUXeOC3Zxjph0Esgjf1
95.65488707088369,199.7779871509619,195.30977414176738,69,0.01,0.1,tPxs1KmmX0ZKjHS9Nr63xoOPCRr2
112.29633796157611,233.38157423249712,228.59267592315223,81,0.01,0.1,tv88wS5Nf6SjruozSmXJxQSmx6J3
148.34725331622383,306.0401643013715,300.69450663244766,107,0.01,0.1,u64Uf920g5VD9Byq26LT2rs5o4t1
115.08705672594537,239.01179466748394,234.17411345189075,83,0.01,0.1,uM3kxG78g5ZtXtbAEzZyM4XFmaI3
104.14939949707431,216.96026567472128,212.29879899414863,76,0.5869495279387867,0.8109735223036045,v8nNKiWvPdcjiHXZci39OuFTY6M2
177.45347824416976,364.6110170161788,358.9069564883395,128,0.01,0.1,wdppvL4tIkVlGjou6aYzzjlaZXB2
118.53849941073585,246.03167245042812,241.0769988214717,88,0.6271145646484181,1.011068202287611,wkhxvE50megJGMA1EiROSZIJWNq1
108.14959035959579,225.01259837257078,220.29918071919158,78,0.01,0.1,xBGZhFOeypWnqzSQClkrwV9z2vF3
124.2719462187776,257.5435117782157,252.5438924375552,90,0.20246527463110742,0.7667581613754557,xHctBv4C2EU8rHYRouw0btT3GT02
110.44249720918255,229.67389272770998,224.8849944183651,81,0.44069783418426495,1.0724386015286416,xyAILKfYP2M8GqAai11x6NT7IcP2
138.04385357115052,285.3179481759836,280.08770714230104,101,0.6838093151220114,0.675386329673442,y1EHXv8tUTa4BRS4fRio7bULYfA2
125.69352730598054,260.40877362499475,255.38705461196108,91,0.9186999894989608,0.30688884817108103,yatBVTBMCSMp0wJluOCLzTFKMyP2
108.14420759631169,225.00183284600257,220.28841519262338,78,0.01,0.1,yfjd8LbAMrYeG54927d3GiKAyXI2
151.8178048505438,313.0365704326725,307.6356097010876,110,0.01,3.7769280682071638,zw1w9FipI9RjJsuhHse6UZavBxs2
133.10020782417214,275.32911203128,270.2004156483443,96,0.01,0.1,zxG9mUnF7uRkaOKSoCPsiRZzr372
