model,n_participants,mean_bic,sd_bic,mean_aic,sd_aic,mean_nll
basic_rw,176,251.93612274613318,49.74281813332199,247.0233387443879,49.362265217936624,121.51166937219395
asymmetric_rw,176,255.890710425973,49.842335611590016,248.521534423355,49.271506400018346,121.2607672116775
forgetting_rw,176,256.1821889003949,49.93739205433397,248.81301289777696,49.36654770226665,121.40650644888848
