outcome,beta,ci_low,ci_high,n
Stroop Interference RT,5.108351500207165,-13.941891940156323,24.15859494057065,220
Stroop Interference Slope,17.612901813336055,6.679450820296845,28.546352806375268,220
WCST PE Rate,-0.16490788453647803,-1.2943218353597032,0.9645060662867473,212
WCST Confirmation RT,158.20693355807754,65.63542279730072,250.77844431885435,212
WCST Confirm-Exploit RT,131.0590464323472,55.02443957262419,207.0936532920702,212
