outcome,outcome_column,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_ols,p_ucla_wald,ucla_beta,ucla_se,ucla_t,ucla_p,delta_r2_interaction,p_interaction_ols,p_interaction_wald,interaction_term,interaction_beta,interaction_se,interaction_t,interaction_p,female_n,female_ucla_beta,female_ucla_se,female_ucla_p,male_n,male_ucla_beta,male_ucla_se,male_ucla_p
"Stroop Lag-1 Autocorr (incongruent, correct)",stroop_lag1_incong_correct,197,0.0161249020804494,0.0307221794381619,0.0458488073504015,0.0467898741409348,0.0145972773577124,0.4133217159529454,0.0151266279122396,0.0842632255055789,0.0842632255055779,-0.0287587720633871,0.0165703268459379,-1.735558527648294,0.0842632255055794,0.0009410667905332,0.6662605140524682,0.6662605140525034,z_ucla_score:C(gender_male)[T.1],-0.0107276026783015,0.024834526132282,-0.4319632523350976,0.6662605140525116,119,-0.0217235223241831,0.02008136924056,0.2816556972394059,78,-0.0394109832729483,0.029248798791771,0.1820638235902217
"Stroop Slow Run Mean (incongruent, correct)",stroop_slow_run_mean_incong_correct,197,0.0022751622100577,0.0044278652358691,0.0259856439596355,0.0259988148286828,0.0021527030258113,0.9374134090271482,0.0215577787237664,0.0416718899795193,0.0416718899795169,-0.0874370405979767,0.0426382452837251,-2.0506716450489373,0.0416718899795179,1.3170869047285372e-05,0.9597340417389738,0.9597340417394692,z_ucla_score:C(gender_male)[T.1],0.0032321673619589,0.0639345282769578,0.050554331893364,0.9597340417394882,119,-0.0571413292599263,0.054759025271154,0.298941631637167,78,-0.1552535874201326,0.0674292966596194,0.0242024150819887
"Stroop Slow Run Max (incongruent, correct)",stroop_slow_run_max_incong_correct,197,0.0168708731294214,0.0256557482535048,0.0306896179637032,0.0313925236039094,0.0087848751240833,0.6327510642925178,0.0050338697101984,0.3218093977890099,0.3218093977890204,-0.1570417016196423,0.1580951834205435,-0.9933364079910084,0.3218093977890179,0.0007029056402061,0.7115407735358813,0.7115407735358181,z_ucla_score:C(gender_male)[T.1],0.0877618360953804,0.2369737237343145,0.3703441660636412,0.7115407735358292,119,-0.1759601013681128,0.1956942670848715,0.3704804691325002,78,-0.1327640360110075,0.2758406071128767,0.63175784427114
"Stroop Fast Run Mean (incongruent, correct)",stroop_fast_run_mean_incong_correct,197,0.0046059570407712,0.0053633801605276,0.0368966813306967,0.0370106414819757,0.0007574231197563,0.9858284219934048,0.0315333011701691,0.0134789090196074,0.0134789090196081,-0.1156479898178814,0.0463674282021511,-2.4941644232171627,0.0134789090196083,0.0001139601512789,0.8812763409469414,0.8812763409468308,z_ucla_score:C(gender_male)[T.1],-0.0103973594185104,0.0695226616235129,-0.149553529391832,0.8812763409468966,119,-0.0883258201023107,0.0573767236525437,0.1265019237724252,78,-0.174811089497633,0.0772654241005667,0.0266861935798587
"Stroop Fast Run Max (incongruent, correct)",stroop_fast_run_max_incong_correct,197,0.00094555816998,0.0095727540525174,0.0217199299138814,0.0344651410841272,0.0086271958825373,0.6456746512130521,0.012147175861364,0.1262092000497668,0.1262092000497712,-0.2388185890807246,0.1554838447715733,-1.535970437517681,0.126209200049772,0.0127452111702457,0.1158928875793718,0.1158928875793702,z_ucla_score:C(gender_male)[T.1],-0.3658450354628108,0.2316203561554598,-1.5795029484250578,0.1158928875793691,119,0.0186045858728963,0.1900209619191656,0.9221787482524038,78,-0.644480668837929,0.2662141667274879,0.0180042195942891
"Stroop Ex-Gaussian mu (Interference, correct)",stroop_exg_correct_mu_interference,197,0.006039329388343,0.0112133403819087,0.0139611002299553,0.0256712441298088,0.0051740109935657,0.8013874349977045,0.0027477598480465,0.4677270300161023,0.4677270300160577,10.832309205813864,14.886818228416669,0.7276443521784015,0.4677270300160481,0.0117101438998534,0.1334393746047276,0.1334393746047411,z_ucla_score:C(gender_male)[T.1],33.44305609683081,22.189458262899787,1.5071596476398323,0.1334393746047383,119,-6.816419607596599,18.905227083832123,0.7191034486883394,78,37.417694974297206,24.67892301470932,0.1338521553527219
"Stroop Ex-Gaussian sigma (Interference, correct)",stroop_exg_correct_sigma_interference,197,0.0035804112805769,0.0061807646244061,0.0063992644131626,0.0181880724153813,0.0026003533438292,0.9188019605908851,0.0002184997887564,0.8382540332807409,0.8382540332808215,1.7879125801092088,8.74681459926051,0.2044072799096903,0.8382540332808003,0.0117888080022187,0.1336239208545011,0.1336239208545004,z_ucla_score:C(gender_male)[T.1],19.6403352331934,13.037586379535911,1.5064395096949317,0.1336239208544991,119,-4.892157987002408,10.71929414177333,0.6489869340464056,78,11.172845855970351,15.426059581798365,0.4712384905924872
"Stroop Ex-Gaussian tau (Interference, correct)",stroop_exg_correct_tau_interference,197,0.0070167601531845,0.0150992575940801,0.0160278902806514,0.0187476549607861,0.0080824974408956,0.6673282780474561,0.0009286326865712,0.6724421885102037,0.6724421885102401,-5.879878225220336,13.885481448274184,-0.4234551208846375,0.6724421885102312,0.0027197646801346,0.470096067006479,0.47009606700647,z_ucla_score:C(gender_male)[T.1],-15.048915131423565,20.792129907859326,-0.7237793914386398,0.4700960670064763,119,6.671589443118184,17.360970640580096,0.7014882011060256,78,-28.42346249962935,23.90417240961755,0.2383233801330707
Stroop Delta Plot Slope (correct),stroop_delta_plot_slope_correct,197,0.0006282523766523,0.0053420437673419,0.0057925711848763,0.0127586541094124,0.0047137913906896,0.824127032355725,0.0004505274175343,0.7695166420305655,0.7695166420306478,5.848172443113236,19.93064063851541,0.2934262149010807,0.7695166420306285,0.0069660829245361,0.2496229427687557,0.249622942768749,z_ucla_score:C(gender_male)[T.1],34.39117837544445,29.78060404076204,1.1548180261344505,0.249622942768743,119,-2.57913322180368,24.579510650475235,0.9166172145080684,78,18.471359367965544,34.24725085561709,0.5913073153120518
Stroop EZ-DDM v (congruent),stroop_ez_congruent_v,197,0.0181438673947798,0.0226676006278441,0.0360724982067629,0.036264824170643,0.0045237332330643,0.829206106769975,0.0134048975789188,0.1057140995333112,0.1057140995333157,-0.0002321279053958,0.0001428042023284,-1.625497720732362,0.1057140995333161,0.00019232596388,0.846220241169185,0.8462202411692695,z_ucla_score:C(gender_male)[T.1],4.158222661487569e-05,0.0002141098934629,0.1942097394115718,0.8462202411692504,119,-0.0001533795758686,0.0001700324406747,0.3689433877895576,78,-0.0003726605676641,0.0002607892177267,0.1573364855071443
Stroop EZ-DDM a (congruent),stroop_ez_congruent_a,197,0.0119196833980887,0.028575603309247,0.0326134287506562,0.033344438995129,0.0166559199111582,0.3538740394882278,0.0040378254414091,0.3743054300118009,0.3743054300118139,0.088520755242654,0.099401872893068,0.8905340781443893,0.3743054300118029,0.0007310102444728,0.7058128524506599,0.7058128524506805,z_ucla_score:C(gender_male)[T.1],0.0563282490765892,0.148994245350087,0.3780565413398118,0.7058128524506759,119,0.0039810666141737,0.1115614132432947,0.9715965102360964,78,0.2118985041995049,0.191273517703994,0.2716225071048691
Stroop EZ-DDM t0 (congruent),stroop_ez_congruent_t0,197,0.1159373347137778,0.1199877480950752,0.1203109362825944,0.125678869043317,0.0040504133812974,0.8303996616033481,0.0003231881875191,0.7919088271862667,0.7919088271862667,-2.9703134916143785,11.242485712684216,-0.2642043376815817,0.7919088271862564,0.0053679327607225,0.2827610496236321,0.2827610496236321,z_ucla_score:C(gender_male)[T.1],18.103863293440792,16.806307799867326,1.0772064577791267,0.2827610496236259,119,-1.6176140353645536,13.93840903551482,0.9078154047508818,78,-11.685524666632164,19.236094996228505,0.5454442631716436
Stroop EZ-DDM sv (congruent),stroop_ez_congruent_sv,197,,,,,,,,,,0.0,0.0,,,,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,119,0.0,0.0,,78,0.0,0.0,
Stroop EZ-DDM sz (congruent),stroop_ez_congruent_sz,197,,,,,,,,,,0.0,0.0,,,,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,119,0.0,0.0,,78,0.0,0.0,
Stroop EZ-DDM st0 (congruent),stroop_ez_congruent_st0,197,,,,,,,,,,0.0,0.0,,,,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,119,0.0,0.0,,78,0.0,0.0,
Stroop EZ-DDM v (incongruent),stroop_ez_incongruent_v,197,0.0020563396403912,0.0043680196606135,0.0122874490213331,0.0124512434786899,0.0023116800202223,0.9309868075841966,0.0079194293607196,0.2186285439265961,0.2186285439265961,-0.0001530362986387,0.0001239898099401,-1.2342651280182817,0.2186285439266035,0.0001637944573568,0.859657011691029,0.8596570116909825,z_ucla_score:C(gender_male)[T.1],3.291472939018357e-05,0.000185904139069,0.1770521600810695,0.8596570116909737,119,-0.0001608291339222,0.0001527050457967,0.2944956616348153,78,-0.0001082970438014,0.0002162879710773,0.6181041020933016
Stroop EZ-DDM a (incongruent),stroop_ez_incongruent_a,197,0.0028308161941918,0.0207096223536281,0.021628038197679,0.0217027143805453,0.0178788061594362,0.3253783756845687,0.0009184158440508,0.673266962037882,0.6732669620378638,0.0406223494390739,0.0961879242391807,0.4223227578761596,0.6732669620378515,7.467618286638444e-05,0.9045219824341646,0.9045219824340954,z_ucla_score:C(gender_male)[T.1],-0.0173232586116423,0.1442258329241287,-0.1201120372156589,0.9045219824340356,119,0.039203861441101,0.1116512916138593,0.7261463563346418,78,0.0396677007014026,0.1785165261522502,0.8247815020331407
Stroop EZ-DDM t0 (incongruent),stroop_ez_incongruent_t0,197,0.0625245457341815,0.0642024968839378,0.0642884477632649,0.081347025006372,0.0016779511497563,0.9517359618128508,8.595087932705692e-05,0.8950382180942724,0.8950382180942094,1.9833722913540763,15.01320015906244,0.1321085624877152,0.8950382180941612,0.0170585772431071,0.0625592133947742,0.0625592133947755,z_ucla_score:C(gender_male)[T.1],41.78723758148213,22.30576384469588,1.873382945880097,0.0625592133947753,119,-10.607375852016965,18.262960579969143,0.562522683431898,78,12.296744143054172,25.97011663991165,0.6372919601396687
Stroop EZ-DDM sv (incongruent),stroop_ez_incongruent_sv,197,,,,,,,,,,0.0,0.0,,,,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,119,0.0,0.0,,78,0.0,0.0,
Stroop EZ-DDM sz (incongruent),stroop_ez_incongruent_sz,197,,,,,,,,,,0.0,0.0,,,,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,119,0.0,0.0,,78,0.0,0.0,
Stroop EZ-DDM st0 (incongruent),stroop_ez_incongruent_st0,197,,,,,,,,,,0.0,0.0,,,,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,119,0.0,0.0,,78,0.0,0.0,
Stroop EZ-DDM v (neutral),stroop_ez_neutral_v,197,0.0003035658563238,0.0278130962613327,0.0357863311988865,0.0376812040455061,0.0275095304050089,0.148306090196916,0.0079732349375537,0.2115817454478185,0.2115817454478216,-0.0001741152554523,0.0001389086802677,-1.2534512250542258,0.211581745447815,0.0018948728466195,0.5425651661530682,0.5425651661530796,z_ucla_score:C(gender_male)[T.1],0.0001269412467913,0.0002080852542663,0.6100444129926091,0.5425651661530848,119,-0.0002643891774047,0.0001721038243098,0.1272800151005852,78,9.87645353453222e-07,0.0002434100908474,0.9967737844420024
Stroop EZ-DDM a (neutral),stroop_ez_neutral_a,197,0.0001019182922872,0.0170186021328272,0.0181570555148293,0.0183653964170398,0.01691668384054,0.3521826605467305,0.0011384533820021,0.639344841687732,0.639344841687732,0.0489016186914703,0.1041861093790734,0.469367931895272,0.6393448416877201,0.0002083409022104,0.8414749067136628,0.8414749067136218,z_ucla_score:C(gender_male)[T.1],-0.0312857131411589,0.1562078360825338,-0.2002826101798688,0.8414749067136489,119,0.0675086390228983,0.126906351615071,0.5958005465133358,78,0.0086731302953936,0.1868615462345398,0.9631081869834072
Stroop EZ-DDM t0 (neutral),stroop_ez_neutral_t0,197,0.0858033477868274,0.0957700085699139,0.0971446633284116,0.1052692913337509,0.0099666607830865,0.5520749257414479,0.0013746547584977,0.5913071750368966,0.5913071750368966,6.393566919824504,11.887175635741574,0.5378541644998287,0.5913071750368948,0.0081246280053393,0.1917703435488244,0.1917703435488244,z_ucla_score:C(gender_male)[T.1],23.24562982394987,17.744135466661632,1.3100457820345577,0.19177034354882,119,-1.855888430110518,15.074387022572964,0.9022344645287536,78,12.22347078363469,19.565416539553468,0.5341108243771837
Stroop EZ-DDM sv (neutral),stroop_ez_neutral_sv,197,,,,,,,,,,0.0,0.0,,,,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,119,0.0,0.0,,78,0.0,0.0,
Stroop EZ-DDM sz (neutral),stroop_ez_neutral_sz,197,,,,,,,,,,0.0,0.0,,,,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,119,0.0,0.0,,78,0.0,0.0,
Stroop EZ-DDM st0 (neutral),stroop_ez_neutral_st0,197,,,,,,,,,,0.0,0.0,,,,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,119,0.0,0.0,,78,0.0,0.0,
Stroop EZ-DDM v Interference,stroop_ez_v_interference,197,0.0100532458886808,0.0173866211864449,0.0189963687074554,0.0190050123745438,0.0073333752977641,0.6999484246794737,0.0016097475210105,0.5772506471717241,0.5772506471717241,7.90916067571048e-05,0.0001416478617225,0.5583678129361683,0.5772506471717214,8.643667088414908e-06,0.9674919468030004,0.9674919468025912,z_ucla_score:C(gender_male)[T.1],-8.667497224692176e-06,0.0002123964176637,-0.0408081139975393,0.9674919468027652,119,-7.44955805360062e-06,0.0001736457639975,0.965856252931517,78,0.0002643635238626,0.0002499054971137,0.2936583255531797
Stroop EZ-DDM a Interference,stroop_ez_a_interference,197,0.0135279705776419,0.029716398033463,0.0311009084709251,0.032564537585552,0.016188427455821,0.3663480763707638,0.0013845104374621,0.6029334746646471,0.6029334746646753,-0.0478984058035799,0.0919253762051925,-0.521057490117449,0.6029334746646589,0.0014636291146268,0.5934643450938094,0.5934643450938094,z_ucla_score:C(gender_male)[T.1],-0.0736515076882319,0.1377356049798674,-0.5347310718894903,0.5934643450938173,119,0.0352227948269274,0.1036024521173072,0.7345024916068554,78,-0.1722308034981021,0.1745946740874545,0.3272105063550111
Stroop EZ-DDM t0 Interference,stroop_ez_t0_interference,197,0.0121750027278451,0.0178444763654909,0.018839222734022,0.0290053665591462,0.0056694736376458,0.7765323844783607,0.0009947463685311,0.6612346534837676,0.6612346534837152,4.953685782968444,11.286663132024294,0.4388972830165426,0.6612346534837217,0.0101661438251241,0.1611593828435028,0.1611593828435028,z_ucla_score:C(gender_male)[T.1],23.68337428804132,16.836156981693016,1.4066971645485191,0.1611593828434967,119,-8.98976181665241,13.933802436228785,0.520120616761304,78,23.98226880968632,19.45353884850468,0.2216615738808282
"Stroop Ex-Gaussian mu (congruent, correct)",stroop_exg_correct_congruent_mu,197,0.1332552876860538,0.1446877227862261,0.1448728726326823,0.1493029400999345,0.0114324351001722,0.4676262129174173,0.0001851498464562,0.839488248295979,0.8394882482958572,-2.901686965395998,14.306303107179216,-0.2028257715258296,0.839488248295861,0.0044300674672521,0.3224247936654552,0.3224247936654707,z_ucla_score:C(gender_male)[T.1],21.2269320867158,21.396297317291285,0.9920843673059913,0.3224247936654761,119,-6.54364263916861,18.82870226942428,0.7288355340183188,78,-4.004961864849866,22.53086909939023,0.8594149858743516
"Stroop Ex-Gaussian sigma (congruent, correct)",stroop_exg_correct_congruent_sigma,197,0.1077947809799578,0.1198536232228232,0.1199713288456133,0.1216383939832637,0.0120588422428653,0.4564564442295109,0.0001177056227901,0.8735118875710945,0.8735118875711987,0.9821904959546568,6.1612486069045485,0.1594141964753659,0.8735118875711733,0.0016670651376503,0.5499418534113005,0.5499418534113122,z_ucla_score:C(gender_male)[T.1],-5.527981575764612,9.229880371048226,-0.5989223428187082,0.5499418534113167,119,1.9807648754259315,8.149804375009017,0.8084115829175004,78,-0.6014740625531267,9.72834432929635,0.9508719348800464
"Stroop Ex-Gaussian tau (congruent, correct)",stroop_exg_correct_congruent_tau,197,0.0614690763865731,0.0663154093817298,0.0739325460802485,0.0739598232816688,0.0048463329951566,0.8033299731398645,0.0076171366985187,0.2127935969236495,0.2127935969236495,12.370685830523646,9.89560640510987,1.2501190249579552,0.2127935969236512,2.7277201420261576e-05,0.9406013529057476,0.9406013529060828,z_ucla_score:C(gender_male)[T.1],-1.1071105457032662,14.837990709366288,-0.0746132389073688,0.9406013529060449,119,6.225415205640401,11.0805852498509,0.5753439158170522,78,22.89732514616071,19.233505100798,0.2377635960880804
"Stroop Ex-Gaussian mu (incongruent, correct)",stroop_exg_correct_incongruent_mu,197,0.0617070420624686,0.0647904503128417,0.0654857959773067,0.080259786799302,0.003083408250373,0.8894535164123915,0.000695345664465,0.7073387135385293,0.7073387135384668,7.93062224041788,21.092256347431885,0.3759968639573017,0.7073387135384561,0.0147739908219952,0.0830655374512692,0.0830655374512721,z_ucla_score:C(gender_male)[T.1],54.66998818354662,31.37630175848592,1.7423974502909918,0.0830655374512697,119,-13.360062246765205,25.94414816414812,0.6075904907614944,78,33.41273310944734,36.29141395749183,0.360292743768167
"Stroop Ex-Gaussian sigma (incongruent, correct)",stroop_exg_correct_incongruent_sigma,197,0.0319829912399658,0.0342493581352753,0.0347000743122237,0.0399303409604296,0.0022663668953094,0.9299716023904973,0.0004507161769484,0.7661432794865972,0.7661432794865972,2.770103076063865,9.300337147597102,0.2978497480362384,0.7661432794866145,0.0052302666482059,0.311541860270685,0.3115418602707139,z_ucla_score:C(gender_male)[T.1],14.112353657428784,13.907786223575489,1.014708842267544,0.3115418602707007,119,-2.91139311157648,11.35026106231227,0.7980277168048282,78,10.571371793417224,16.538707912874806,0.5247279284495252
"Stroop Ex-Gaussian tau (incongruent, correct)",stroop_exg_correct_incongruent_tau,197,0.0103512186094471,0.0147935967023636,0.0159488310062509,0.0191488703224899,0.0044423780929165,0.8346970601554182,0.0011552343038873,0.6372662631715789,0.6372662631715629,6.490807605303298,13.743449102951676,0.4722837445448297,0.637266263171568,0.0032000393162389,0.4332912320435287,0.4332912320435287,z_ucla_score:C(gender_male)[T.1],-16.156025677126845,20.57441633890048,-0.7852483108636386,0.4332912320435343,119,12.897004648758593,17.29333770739703,0.4573496173914058,78,-5.526137353468638,23.46550483785222,0.814488875062577
"Stroop Ex-Gaussian mu (neutral, correct)",stroop_exg_correct_neutral_mu,197,0.0868744100364355,0.0970292193887807,0.0975162958349615,0.1013651849536788,0.0101548093523451,0.5435483735462951,0.0004870764461808,0.749149407703706,0.749149407703656,5.010603509392482,15.647118002724712,0.3202253289404451,0.7491494077036522,0.0038488891187172,0.3694146181025547,0.3694146181025547,z_ucla_score:C(gender_male)[T.1],21.06455812912727,23.41236959512311,0.8997191866266754,0.3694146181025641,119,-1.976247211644143,20.45250838099416,0.9231944516616142,78,9.13586208042783,24.95556076304431,0.7153749670220257
"Stroop Ex-Gaussian sigma (neutral, correct)",stroop_exg_correct_neutral_sigma,197,0.051898658879851,0.0610840286461658,0.0610933676904446,0.0610938487418433,0.0091853697663147,0.6010399971775994,9.339044278799946e-06,0.9653703627498303,0.9653703627504098,0.2830134460758991,6.510138907014975,0.0434727200322775,0.9653703627504604,4.810513987152376e-07,0.992158952131412,0.992158952131412,z_ucla_score:C(gender_male)[T.1],0.0960604844852304,9.761784632631214,0.0098404634091315,0.9921589521310976,119,-0.0612577117953963,8.8830688043687,0.9945099851749158,78,0.0472430184763217,9.684349354226883,0.9961211982157104
"Stroop Ex-Gaussian tau (neutral, correct)",stroop_exg_correct_neutral_tau,197,0.0218255041864158,0.0431839377830819,0.0454223079359576,0.0467652284928806,0.0213584335966661,0.2379048726703736,0.0022383701528757,0.5052765913876579,0.5052765913876579,6.737464600752661,10.093908957725963,0.6674782414790603,0.5052765913876571,0.0013429205569229,0.6064522182675705,0.6064522182675705,z_ucla_score:C(gender_male)[T.1],-7.804568267241888,15.124908593205893,-0.5160076319897694,0.606452218267581,119,9.4347110954561,12.044322984758184,0.4350705295240671,78,1.9441124079166536,18.53293019224753,0.9167465007223166
"Stroop Lognormal mu (congruent, correct)",stroop_lognorm_correct_congruent_mu,197,0.0658761359170962,0.0760028881595441,0.0813499561369212,0.0813746241508286,0.0101267522424478,0.5544756937643813,0.005347067977377,0.2943087195686967,0.2943087195686625,0.0388886786362689,0.0369797170475295,1.0516218549289038,0.2943087195686741,2.4668013907436223e-05,0.9432814392658136,0.9432814392662816,z_ucla_score:C(gender_male)[T.1],-0.0039502593169764,0.0554493973913638,-0.0712407979674758,0.9432814392662756,119,0.0310130211392177,0.0489465773042745,0.5276160343294019,78,0.0448232172250402,0.0567788076312444,0.4324494713588183
"Stroop Lognormal sigma (congruent, correct)",stroop_lognorm_correct_congruent_sigma,197,0.0191469074416829,0.0334724806120375,0.0336167946707209,0.0361766479908605,0.0143255731703546,0.4206272110660989,0.0001443140586834,0.8664129003340274,0.8664129003341259,-0.0017997545230704,0.0106845648567385,-0.1684443444540778,0.8664129003341002,0.0025598533201395,0.479507873504886,0.4795078735048953,z_ucla_score:C(gender_male)[T.1],0.0113359957184829,0.0159999989027144,0.70849978099435,0.4795078735048982,119,-0.0136562531675931,0.0127222734346829,0.2853727860944532,78,0.0185518088466535,0.0193673252434914,0.3413226589738853
"Stroop Lognormal shift (congruent, correct)",stroop_lognorm_correct_congruent_shift,197,0.0011298888980014,0.0057448113682119,0.0057734192203036,0.0125187875995804,0.0046149224702104,0.8286116697784629,2.860785209168881e-05,0.9411362788466596,0.9411362788466596,-0.825224853319609,11.160805963317872,-0.0739395394948956,0.94113627884676,0.0067453683792768,0.2572956311880209,0.2572956311880209,z_ucla_score:C(gender_male)[T.1],18.950718872160625,16.67847627616511,1.1362380206903393,0.2572956311880169,119,-3.307398284696543,13.031049132588311,0.8001043128879826,78,-1.54856876195758,20.890173178341207,0.9411132641038208
"Stroop Lognormal mu (incongruent, correct)",stroop_lognorm_correct_incongruent_mu,197,0.0438748180721004,0.0467337616887911,0.0528076639598263,0.0560552576091563,0.0028589436166907,0.9024791478871732,0.0060739022710352,0.2710745448475634,0.2710745448475488,0.0404717705357316,0.0366657515565456,1.1038031082853008,0.2710745448475508,0.0032475936493299,0.4210386434680297,0.4210386434680373,z_ucla_score:C(gender_male)[T.1],0.0442580551289829,0.0548850251478773,0.8063776049976831,0.4210386434680512,119,0.0357890794614174,0.0434449322836672,0.4117996969596332,78,0.0349989943223784,0.0676578870544569,0.6065368122210406
"Stroop Lognormal sigma (incongruent, correct)",stroop_lognorm_correct_incongruent_sigma,197,0.0045797878778721,0.0098593379445683,0.0099276195265909,0.0151190154629053,0.0052795500666962,0.7968042775181696,6.828158202254464e-05,0.908985385375048,0.908985385375048,-0.0014595211731158,0.0127501497176665,-0.1144709046901303,0.9089853853750448,0.0051913959363144,0.3194991826057175,0.3194991826057072,z_ucla_score:C(gender_male)[T.1],-0.0190324136553452,0.0190683346814569,-0.9981161949005116,0.3194991826057198,119,0.00430762954496,0.0166378963921336,0.7961798075340294,78,-0.0093251499612965,0.0200732750734702,0.6436515752043883
"Stroop Lognormal shift (incongruent, correct)",stroop_lognorm_correct_incongruent_shift,197,0.0147793139185543,0.0166268575837511,0.016676407466023,0.021053245794927,0.0018475436651967,0.9484862980588158,4.9549882271904266e-05,0.922156506346938,0.922156506346938,-1.3306988745320532,13.599718066904304,-0.0978475338963375,0.9221565063469452,0.004376838328904,0.3591387569833313,0.3591387569833313,z_ucla_score:C(gender_male)[T.1],18.70388864076422,20.34699549493489,0.919245725759378,0.3591387569833366,119,-9.584598775111395,17.492771765136666,0.5848291574283924,78,5.511591889598661,22.058802225171718,0.8034078480831617
"Stroop Lognormal mu (neutral, correct)",stroop_lognorm_correct_neutral_mu,197,0.0232957365464121,0.0415728846116045,0.0416127100979248,0.0426904775924672,0.0182771480651924,0.3058426973424142,3.982548632031069e-05,0.9292899309378904,0.9292899309381732,0.0034626891056514,0.0389696655843997,0.0888560128429127,0.929289930938131,0.0010777674945423,0.6451261471339966,0.645126147133915,z_ucla_score:C(gender_male)[T.1],0.0269394470181002,0.0584011532956487,0.461282791483973,0.6451261471339383,119,-0.0075393714977897,0.0487170179134788,0.8772878105913895,78,0.0136150013765264,0.0668820357894533,0.8392658298169938
"Stroop Lognormal sigma (neutral, correct)",stroop_lognorm_correct_neutral_sigma,197,0.000531124222825,0.008476985990141,0.0188175693546114,0.0280531597315104,0.0079458617673159,0.6757051612037839,0.0103405833644704,0.1586881708518869,0.1586881708518964,0.015269979369736,0.0107910576132576,1.4150586455006702,0.1586881708518972,0.009235590376899,0.1818169078674912,0.1818169078674912,z_ucla_score:C(gender_male)[T.1],-0.0215819877169078,0.0161045822502784,-1.34011471899774,0.1818169078674927,119,0.0357121193993097,0.0138053247754525,0.0109555554777382,78,-0.0215464503157467,0.0172379374749447,0.215367722541907
"Stroop Lognormal shift (neutral, correct)",stroop_lognorm_correct_neutral_shift,197,0.0201601180822623,0.0288741701584451,0.0375681935475511,0.0387375901270409,0.0087140520761828,0.6345619272560792,0.0086940233891059,0.1917459513151458,0.1917459513151403,13.074288830861796,9.97966253941872,1.310093280130425,0.1917459513151455,0.0011693965794897,0.6321356066099775,0.6321356066099619,z_ucla_score:C(gender_male)[T.1],7.171033675628653,14.95515539717626,0.4795024515079691,0.6321356066099689,119,10.622393232026097,12.645463210458916,0.4026731324564061,78,12.115857316393411,16.683997811421044,0.4700726464094447
"Stroop Mixture Slow Prop (congruent, correct)",stroop_mix_slow_prop_correct_congruent,197,0.0790566808917919,0.0894397663183692,0.0911167056654771,0.0911461552270951,0.0103830854265772,0.5376247496256341,0.0016769393471078,0.5544999811428484,0.5544999811428604,0.0129931203642592,0.0219448210722054,0.5920813991377633,0.5544999811428561,2.9449561617989065e-05,0.9377063962960496,0.93770639629573,z_ucla_score:C(gender_male)[T.1],0.0025750601666713,0.0329051659938553,0.0782570179756043,0.9377063962957995,119,0.0188966514840297,0.0289794973971911,0.5156803945533787,78,0.0041669579305045,0.0345714546121383,0.9043976546115278
"Stroop Mixture Slow Prop (incongruent, correct)",stroop_mix_slow_prop_correct_incongruent,197,0.0166904160356957,0.0265406399302291,0.0300443521559807,0.0301860711727742,0.0098502238945333,0.587485574477447,0.0035037122257516,0.4084564732148636,0.4084564732148491,-0.0190300280874754,0.0229707064899576,-0.828447662060153,0.4084564732148416,0.0001417190167934,0.8681863196654883,0.8681863196655876,z_ucla_score:C(gender_male)[T.1],0.0057237737669233,0.0344414717262742,0.1661884199494559,0.8681863196655727,119,-0.002053650634741,0.0291921178641421,0.9440398414781964,78,-0.056134721099478,0.0372733448848068,0.1364347202248634
"Stroop Mixture Slow Prop (neutral, correct)",stroop_mix_slow_prop_correct_neutral,197,0.0297920712872066,0.0445372188498567,0.0456254646070511,0.0574508266420266,0.0147451475626501,0.4021153396417543,0.0010882457571944,0.6421362917085356,0.6421362917085195,-0.0105942050146301,0.0227607989533006,-0.4654583978517977,0.6421362917085145,0.0118253620349754,0.1252628214283039,0.1252628214283073,z_ucla_score:C(gender_male)[T.1],-0.052228227116391,0.0339171355869292,-1.5398772983800668,0.1252628214283052,119,0.011879269785132,0.029279978232309,0.6857206254145225,78,-0.0458670910693333,0.0372299363546875,0.221959349298045
Stroop Vincentile Interference p10 (correct),stroop_vincentile_interference_p10_correct,197,0.01046872242188,0.0148583288161362,0.0152251978807286,0.0172324337263851,0.0043896063942562,0.8371404981920203,0.0003668690645923,0.7904888910980381,0.7904888910980381,2.64795688524983,9.95284009510258,0.2660503795848976,0.7904888910980237,0.0020072358456565,0.5351477373580906,0.5351477373581017,z_ucla_score:C(gender_male)[T.1],9.262916409765625,14.908812346188231,0.6213047823446441,0.5351477373581,119,-5.718356730397838,13.359259074381836,0.6694334734974208,78,14.56709670119893,14.999792733828462,0.3347232796288096
