outcome,outcome_column,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_ols,p_ucla_wald,ucla_beta,ucla_se,ucla_t,ucla_p,delta_r2_interaction,p_interaction_ols,p_interaction_wald,interaction_term,interaction_beta,interaction_se,interaction_t,interaction_p,female_n,female_ucla_beta,female_ucla_se,female_ucla_p,male_n,male_ucla_beta,male_ucla_se,male_ucla_p
WCST RT MAD,wcst_mad_rt,197,0.0111250568134869,0.0188760381938549,0.0295989851961672,0.0312292063435173,0.007750981380368,0.6806754683027015,0.0107229470023122,0.1489954228133568,0.1489954228133584,19.274882420019495,13.302506452111404,1.4489662147061122,0.1489954228133611,0.0016302211473501,0.5734540454630428,0.5734540454630175,z_ucla_score:C(gender_male)[T.1],11.239606285672252,19.93000711784841,0.5639539524101108,0.5734540454630217,119,21.393205115864863,18.135348978391345,0.2406205046194541,78,10.756698323355849,19.528346845394587,0.5834589287941705
WCST RT IQR,wcst_iqr_rt,197,0.0062145229799067,0.0128894291522155,0.0364019323251783,0.0411552378993114,0.0066749061723088,0.7313740775537625,0.0235125031729627,0.0325656900702871,0.0325656900702872,67.81281408118008,31.49441117826698,2.1531697702599044,0.0325656900702875,0.0047533055741331,0.334304462473493,0.3343044624734766,z_ucla_score:C(gender_male)[T.1],45.59879648461139,47.108444141540495,0.9679537780446904,0.3343044624734866,119,54.26863496911946,41.40972300779613,0.1926744325458054,78,74.24365929013847,49.52615673668516,0.1382249951486822
WCST RT MAD (correct),wcst_mad_rt_correct,197,0.0228682270298981,0.028887611164447,0.0409666854633909,0.0428879085322463,0.0060193841345489,0.7570052417183821,0.0120790742989439,0.123538873805377,0.123538873805377,17.99119344783122,11.630093155207978,1.5469517920219518,0.1235388738053762,0.0019212230688553,0.5386752016932639,0.5386752016932639,z_ucla_score:C(gender_male)[T.1],10.730630062444492,17.421551369241342,0.6159399834729976,0.53867520169327,119,23.477757126915403,16.28631630968542,0.1521911929312629,78,3.890617522502456,15.631453944232293,0.8041493010638797
WCST RT IQR (correct),wcst_iqr_rt_correct,197,0.0185300899239416,0.0259620354086584,0.0562891105394399,0.0603564509648656,0.0074319454847168,0.6925561805424778,0.0303270751307814,0.0143543906537809,0.0143543906537809,66.36271413882936,26.85663265132754,2.47099906382154,0.0143543906537813,0.0040673404254256,0.3668862070763704,0.3668862070763704,z_ucla_score:C(gender_male)[T.1],36.34605816757011,40.18395898405392,0.904491719743025,0.3668862070763826,119,66.0708882070166,38.41814466565742,0.0882095442193177,78,55.2656322702692,34.36069289678381,0.1121248057974632
WCST Valid Trial Count,wcst_trials,197,0.0017097217536898,0.0039986976673269,0.0134459193833759,0.0136012006850622,0.002288975913637,0.9319477762806708,0.0094472217160489,0.1789858347054782,0.1789858347054724,-2.463092288195325,1.8260483756793329,-1.3488647513398966,0.1789858347054698,0.0001552813016862,0.8632367999070719,0.8632367999071674,z_ucla_score:C(gender_male)[T.1],0.472260248777212,2.7378974384990427,0.1724901167357504,0.8632367999071893,119,-1.6469886019490183,2.268422551325122,0.4693091724857734,78,-4.688084615252235,3.1681802416552194,0.1433049021841469
PRP T2 Mean RT (Short SOA),t2_rt_mean_short,197,0.0909315438084218,0.1042532506023,0.1071915486098437,0.1220386186945244,0.0133217067938782,0.4190701247441577,0.0029382980075436,0.4300690485470732,0.4300690485470888,19.149929673513768,24.21707065980743,0.790761605419788,0.4300690485470767,0.0148470700846807,0.0754140098126006,0.0754140098125971,z_ucla_score:C(gender_male)[T.1],64.37730942904801,36.00967876137557,1.78777794313733,0.0754140098125968,119,14.66021143771524,29.010399230105065,0.61430197128462,78,4.1896396323175225,40.47409770222583,0.917842752825054
PRP T2 Mean RT (Long SOA),t2_rt_mean_long,197,0.0301496255189284,0.059314004493357,0.0593207885923596,0.064886724133871,0.0291643789744285,0.1193019145958442,6.784099002676847e-06,0.9705102531677016,0.9705102531677016,0.6479335269667603,17.503638569015845,0.0370170764445344,0.9705102531676548,0.0055659355415114,0.2902071773095917,0.2902071773095899,z_ucla_score:C(gender_male)[T.1],27.75534500666846,26.168495414556165,1.0606396954419326,0.2902071773095867,119,0.596309613910698,22.13892672413548,0.9785591736579542,78,-8.858175907046387,29.06125470354671,0.7613898293238892
PRP T2 RT SD (Short SOA),t2_rt_sd_short,197,0.0319885236695874,0.0331333277393101,0.0355470287445037,0.0387792558159582,0.0011448040697226,0.9731838150374232,0.0024137010051936,0.4913063080922946,0.4913063080923139,6.624009166571566,9.606007388466528,0.6895694432345217,0.4913063080923074,0.0032322270714544,0.4263320830705436,0.4263320830705436,z_ucla_score:C(gender_male)[T.1],11.463660091871162,14.37980623198892,0.7972054634762339,0.42633208307055,119,5.752414907540345,11.7596936249823,0.6256739679233557,78,3.892075410311506,16.617581336262386,0.8154833315320955
PRP T2 RT SD (Long SOA),t2_rt_sd_long,197,0.029966431984152,0.0372599771824357,0.0372683310156577,0.039297973590549,0.0072935451982837,0.6949534051132988,8.353833221952378e-06,0.9676543601656916,0.9676543601656916,-0.4847741900782166,11.939122760211044,-0.0406038366314316,0.9676543601656814,0.0020296425748913,0.5282177401564312,0.5282177401564531,z_ucla_score:C(gender_male)[T.1],11.30054920953284,17.883528862490007,0.6318970543467679,0.528217740156455,119,0.0429750022475357,16.202616771407595,0.9978884105679238,78,-6.753663937556533,17.541012014769887,0.7013566491846963
PRP T2 Coefficient of Variation (All),prp_t2_cv_all,197,0.0045773627489077,0.0384904302188683,0.0389921155829252,0.0392508838517133,0.0339130674699605,0.0843815155219097,0.0005016853640569,0.7531521436583181,0.7531521436582672,0.0017883275849199,0.0056782960918652,0.3149408829669644,0.7531521436582642,0.0002587682687881,0.8217392265800553,0.8217392265801998,z_ucla_score:C(gender_male)[T.1],-0.0019207907235516,0.0085133136518919,-0.225621984821945,0.8217392265801919,119,-0.001730443213653,0.0071989857107589,0.8104764958582,78,0.0094068355041915,0.0095664091661789,0.3287430944289996
PRP T2 CV (Short SOA),prp_t2_cv_short,197,0.0089274742025309,0.022098007986396,0.0221644546173102,0.0251401692060807,0.0131705337838651,0.4642054036026516,6.644663091415204e-05,0.9096536984203442,0.9096536984204175,0.0007484435133001,0.0065868633790839,0.113626694562516,0.9096536984204548,0.0029757145887705,0.4484709019641818,0.4484709019641818,z_ucla_score:C(gender_male)[T.1],-0.0074905095594221,0.0098617936546589,-0.759548396744593,0.4484709019641921,119,0.0003493960839136,0.0085877164935065,0.9676183691220066,78,0.0038668854177899,0.0106038984713018,0.7164293499613911
PRP T2 CV (Long SOA),prp_t2_cv_long,197,0.0060034863644002,0.0091910310726903,0.0104285890513701,0.0129640068016424,0.00318754470829,0.8929706289663677,0.0012375579786797,0.6264967015823368,0.6264967015823368,-0.0055886491687154,0.0114649150085562,-0.4874566592551826,0.6264967015823384,0.0025354177502723,0.4868031064218249,0.4868031064218249,z_ucla_score:C(gender_male)[T.1],0.0119630526166533,0.0171693100169223,0.6967695617856716,0.4868031064218325,119,-0.0073922064458073,0.01476523176118,0.6175915343375444,78,-0.0041897595033765,0.0188794022394325,0.8250026640301231
PRP T2 MAD (All),prp_t2_mad_all,197,0.0893432035766446,0.0989169260528564,0.1016135919277329,0.1200995150769732,0.0095737224762117,0.5674655446620485,0.0026966658748764,0.4510674487155656,0.4510674487155656,5.637903029957422,7.465498595396126,0.7551944398508416,0.4510674487155606,0.0184859231492403,0.047736974907967,0.0477369749079644,z_ucla_score:C(gender_male)[T.1],22.07586773349589,11.07855423609404,1.9926668465071455,0.047736974907964,119,2.973782819382615,8.732820105007642,0.7340900708408924,78,1.8184162347873445,12.732264433673768,0.8868316296454966
PRP T2 MAD (Short SOA),prp_t2_mad_short,197,0.0233499891172019,0.0287111277599586,0.0394290400579951,0.0409453165934678,0.0053611386427566,0.7881663379807794,0.0107179122980365,0.1470376554688122,0.1470376554688122,10.760887766382517,7.390620941892779,1.456019440177999,0.1470376554688122,0.0015162765354727,0.5852734315215584,0.5852734315215584,z_ucla_score:C(gender_male)[T.1],6.053065717158179,11.073297423736763,0.5466362444291258,0.5852734315215722,119,11.485139184692017,9.13151883938744,0.2110762960710039,78,4.890947323663774,12.48988285558698,0.6965157420295058
PRP T2 MAD (Long SOA),prp_t2_mad_long,197,0.0275018555925885,0.0453528865890279,0.0466577037809472,0.0466803975704037,0.0178510309964393,0.3146187681189799,0.0013048171919193,0.6106786660251384,0.6106786660250949,-2.9736233981772253,5.831211054416115,-0.5099495405718902,0.6106786660250926,2.2693789456518232e-05,0.946592349806985,0.9465923498067365,z_ucla_score:C(gender_male)[T.1],-0.5864862308518789,8.743648075887474,-0.0670756903482018,0.9465923498067356,119,0.9246647727730012,7.656548988565879,0.9040894133358116,78,-10.2634202769623,9.204674364846955,0.2685486889584231
PRP T2 IQR (All),prp_t2_iqr_all,197,0.0726831601537107,0.0789426325275405,0.0827806896198879,0.1010004285109141,0.0062594723738297,0.7298419055299896,0.0038380570923474,0.3737066966704291,0.3737066966704226,13.111509846914004,14.704720847544952,0.8916530944620452,0.3737066966704163,0.0182197388910262,0.0518035175696424,0.0518035175696442,z_ucla_score:C(gender_male)[T.1],42.72295109426954,21.82925981379961,1.9571415365747653,0.0518035175696432,119,6.42468111146497,16.3735795777835,0.6955158684384863,78,7.411437842689704,26.290998402323737,0.7788287230478914
