participant_id,prp_t2_cv_all,prp_t2_cv_short,prp_t2_cv_long,prp_cascade_rate,prp_cascade_inflation,prp_pes,prp_t2_trials,stroop_post_error_slowing,stroop_post_error_rt,stroop_post_correct_rt,stroop_incong_slope,stroop_cv_all,stroop_cv_incong,stroop_cv_cong,stroop_trials,wcst_pes,wcst_post_switch_error_rate,wcst_cv_rt,wcst_trials
6OwhwWQDThSPHTVAeXugohrYuje2,0.42544670820721886,0.27430951902086065,0.6227900510433289,0.16666666666666666,4.958333333333334,-1.1797825543776526,119.0,45.460952386401914,1087.5,1042.039047613598,1.130072640302585,0.3065920780790767,0.266313650574528,0.25219079810241213,108.0,-222.42228205732795,,0.4848394674505382,128.0
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.47448031676027064,0.44623521295904567,0.22066496360239565,,,409.8833332404322,119.0,,,679.1373831891568,-1.0955562615214465,0.20329033604537983,0.2439555404815936,0.20527408441219103,108.0,778.837704917586,0.27999999999999997,0.5327461984045171,69.0
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.47490218711657495,0.30488395792280043,0.25055033857225667,0.0,0.0,670.0161016674365,120.0,,,1132.4915887774707,1.3272834243062477,0.2388570215365647,0.2022630735887411,0.21105968566865307,108.0,493.3920634994431,0.27999999999999997,0.32180224719817985,76.0
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.37499534028132325,0.26781821302193787,0.23872081752948635,,,180.11478260805745,120.0,,,,,,,,,,,,
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0.3819570636909347,0.2935048998436885,0.24532023796582839,,,120.0593220335511,120.0,,,1362.1542857142786,-1.4587164546541438,0.3203909188533402,0.2965769979209539,0.3542746386905798,106.0,2086.8409912375405,0.44000000000000006,1.0798374669305058,128.0
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.34467474876539456,0.21349659557131084,0.2617471584353322,,,343.4864406989792,120.0,174.2704762788045,837.8000000715255,663.529523792721,-2.696314783815644,0.28234905520409903,0.33620384547253945,0.27354429553944765,108.0,1448.0111110872695,0.19999999999999998,0.7362717946863087,82.0
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.36486357491545507,0.23321114354358377,0.2791953662870047,,,,120.0,-398.78396263662376,729.8999996185303,1128.683962255154,-6.050708445402565,0.36341418987986324,0.3562778960357506,0.35077402788900075,108.0,888.323602485854,0.27999999999999997,1.063443628126556,98.0
8mscvscxtXf7EbbLqCyy4a4pl2q2,0.42188017794395555,0.2928476834441535,0.43002886000747387,,,212.694513277459,118.0,,,1056.0467289719627,-0.6395068029055866,0.33109535927482986,0.3188930775351122,0.35152384053714086,108.0,1127.4615835633097,0.32,0.45674095931727554,74.0
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.4694529759022777,0.4167224090820989,0.43891858175648174,0.0,0.0,529.0897435897407,119.0,829.303921568629,1994.3333333333333,1165.0294117647043,-5.64171848735346,0.39172722155593714,0.3776400157725555,0.3756644258809665,106.0,223.09289617488912,0.32,0.5077967386338554,71.0
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.4445734417950126,0.36160062256363434,0.39429579991581887,0.2857142857142857,5.571428571428567,167.85495496977546,117.0,107.20256403279609,896.733333269755,789.5307692369589,-2.5225506683898664,0.3069059759690317,0.3728274676595798,0.22800434758559676,108.0,2711.1746212316284,0.27999999999999997,0.9797932155725778,75.0
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.40085649658350136,0.23735548765379383,0.3017452910709113,,,-136.4111110512008,120.0,,,854.054205607031,-6.061623003706996,0.39252192150815457,0.46186979605344713,0.2637944054355429,108.0,912.9474038633016,0.36,0.7042065333455814,82.0
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.36469713488845296,0.2513099313461857,0.36698237090181085,0.16666666666666666,6.388888888888898,824.2151787905468,115.0,378.3070516097239,1236.5666669209797,858.2596153112559,-1.4057776823759203,0.21767184708041173,0.21972019931696946,0.1383955583599321,108.0,467.92158732035796,0.32,0.5785160171664268,80.0
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.49009264431992644,0.3974450888317473,0.46281876422098933,0.0,0.0,976.8466098753072,120.0,48.48679242493972,996.0,947.5132075750603,-1.1580085595901395,0.34880622579300935,0.335382238284758,0.2786040040854641,108.0,2030.849931589218,0.5199999999999999,0.9884850363474853,94.0
AsXBOflrszVNKoFqbN61bMJqS0k2,0.31588581627732787,0.1894291421840259,0.3052777306491395,0.0,,,120.0,642.945388354144,1387.625,744.679611645856,0.690672683550878,0.3239716361451861,0.35379834104613206,0.31106427939882175,108.0,335.79571429973544,0.5199999999999999,0.47683868211460745,105.0
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.4659879520163731,0.4035350626727523,0.5368549206291653,0.4117647058823529,3.2598039215686287,287.69759036935716,95.0,574.9252427338976,1563.7000000178814,988.7747572839838,-1.8856371948743875,0.37915476693855266,0.41369727471311774,0.3316378593150352,108.0,2169.036742084193,0.44000000000000006,1.0987182989803874,112.0
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.45615645215607653,0.3429122715071712,0.548674802492811,1.0,11.8,175.7062962963414,118.0,116.59811320745177,936.8999999999068,820.301886792455,-0.39748135342494284,0.315699649421415,0.32605596839458495,0.26361365058996544,108.0,-3750.671768707436,,2.778633497804327,128.0
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.3871091558969008,0.23634064759325193,0.1996408269714243,0.0,0.0,249.33445382518903,120.0,236.71333327634,1193.6999999284744,956.9866666521344,0.5933969123838866,0.2535569900155447,0.18350515621001545,0.20900629488138717,108.0,265.1718181761828,0.31999999999999995,0.3505988707394353,77.0
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,0.4390835338847935,0.23204894745855376,0.17845083964097,0.0,0.0,-5.211864364349367,120.0,850.113207497687,1698.7999999523165,848.6867924546295,0.7293128276852932,0.29207371184856395,0.2932893348803481,0.2683021399863117,108.0,1094.408586891057,0.36,1.1266662307689561,105.0
CDEoAyvS8feXLKMKsaZah9agEhF3,0.42258172124917504,0.29182635140378776,0.359148556007185,0.0,,,120.0,,,832.4383177570041,-0.6815783075799747,0.289099633949268,0.3371134661890007,0.1593011081825294,108.0,7448.190983606657,0.23999999999999994,2.1731024679179836,68.0
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.4995695259250178,0.4202735377825508,0.2733860824141747,,,,120.0,-226.23396212874718,826.1000001430511,1052.3339622717983,-2.5673800211790736,0.41403602977187326,0.4097963475969656,0.35117534647977083,108.0,727.465714291164,0.44000000000000006,0.9126972888112797,91.0
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,0.35443700422924507,0.24971641553142082,0.36059046812049195,0.0,0.0,430.89267857141886,117.0,,,923.7626168224177,-7.035831114492761,0.2991532582776029,0.37390402807844875,0.22618483554121366,108.0,1085.3296918768183,0.4,0.5685366688265895,81.0
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.49790048338790394,0.3650146976511956,0.3265671124604427,0.0,0.0,745.2478632470832,118.0,,,788.0102803739327,-2.6763602489927485,0.2893277270028129,0.29319995229374607,0.25534954383961417,108.0,648.9396825398851,0.48,0.5262592460454335,76.0
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.37371574111077127,0.3051685802660284,0.1165679420635451,,,,120.0,297.74150942828294,1144.5999999940395,846.8584905657566,-2.241764313136634,0.25519662641055313,0.24902030530242256,0.1978726945920111,108.0,1330.460887095921,0.27999999999999997,0.5867084006087449,71.0
Co587hoelyeANqFX7AYvuVQW0lZ2,0.4538436301375022,0.32304823419850326,0.21902062618312623,0.0,0.0,504.7579832031947,120.0,516.8349056395717,1158.399999976158,641.5650943365862,-0.9056505844218149,0.3292170891016272,0.324432962733127,0.37099884501126135,108.0,841.9175757565282,0.32,0.5928384178402679,82.0
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.37849056328879727,0.27172278001485534,0.3519031280098289,,,60.24568965518051,120.0,,,791.4289719626247,-1.0640475180826108,0.2386053334114638,0.25471397045395905,0.23879873305985266,108.0,264.96954365075567,0.52,0.5844120193691817,80.0
DAKDKPH698P12JfTbbjemLI6PIH2,0.3791627733433706,0.14037008078442637,0.2441725517313695,,,,120.0,,,632.8392523354458,-2.4328311514353667,0.20592863130589323,0.2624838385564825,0.1297339367966353,108.0,1451.3319047581583,0.27999999999999997,0.8661096576556627,86.0
DPvStUYSmohmXwFwaKRqHv89R3k1,0.4456861091207167,0.29323234286304267,0.361298039238732,0.0,0.0,465.4353448090882,120.0,155.65128204761413,1141.6666666666667,986.0153846190526,1.369079393670106,0.3384176186093345,0.3480368658853614,0.32595443167400495,108.0,1457.0847457431805,0.11999999999999997,0.5409631635560571,63.0
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.3379635838698311,0.25118342701991025,0.5008893472127337,0.25,14.374999999999991,258.7867256922532,115.0,477.2660377565421,1716.600000023842,1239.3339622673,-2.75073531621032,0.32995524095737444,0.2868142172609577,0.31705081202762897,108.0,281.47720734673067,0.6,0.7320551849533342,128.0
Df83JuPuJkXqTGbENhM2gw5SJM43,0.3424087049504027,0.20053672816144105,0.45811782152412117,0.16666666666666666,1.9999999999999991,710.8568181818146,48.0,-108.3359223300697,988.4000000000233,1096.735922330093,-0.36999111985432814,0.3543127308845436,0.3129438963452588,0.34663476131269705,108.0,691.1600000000092,0.32,0.4730697806718242,88.0
DxSidjznjVSNDJuDqqGgxpMEGtw1,0.35074253410643597,0.26834270619798656,0.42194971903353556,0.42857142857142855,7.285714285714284,372.0758928741727,119.0,,,1103.2775700849907,-1.6589189729061593,0.2450342981748313,0.2263283382843267,0.23402141286895398,108.0,597.1661202177977,0.23999999999999994,0.8309172387426054,68.0
DzB19GqCB7fyrlEPexogWkjFzEx2,0.5011591589865443,0.3551235725142886,0.5926957086633959,0.0,0.0,687.424561247491,117.0,,,1237.1828571364993,-1.1921365544583744,0.3326479816527143,0.32387038757484343,0.3373515253848567,106.0,699.0615384615382,0.32,0.4615944069555586,79.0
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.4560990355923065,0.39569372899021543,0.4483432606100515,0.0,0.0,297.9082568807286,118.0,247.58431372548648,961.7999999999971,714.2156862745106,4.334381425230611,0.3613980595050252,0.36686862964693007,0.3138275452838673,108.0,1890.1402116401396,0.4,1.0700290164812387,96.0
EUhcW9kURScie1DwGPHqmNqotJB2,0.47059486088214525,0.3190319876218845,0.3174170260886355,0.0,0.0,-8.751785725355148,114.0,637.1396227332782,1762.9000000953674,1125.7603773620892,-2.699767792303114,0.2719031095812631,0.2973730300840613,0.2590339111103873,108.0,270.334674906989,0.6666666666666666,0.4639403646018335,128.0
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.3925835129953413,0.2688441312983775,0.33757909130215036,0.0,0.0,592.6350426694266,118.0,,,901.5719626228386,0.09502901376084386,0.26238132378788737,0.2529105042829479,0.2324187902420576,108.0,1480.5142125683467,0.27999999999999997,0.5792978710937288,83.0
EoToosG69XMp4LTYdB6sB9WTrv22,0.358378175532669,0.3084586577346876,0.21461084103769065,,,,120.0,187.72358461146075,913.7999997138976,726.0764151024368,0.27143412765987124,0.21348134267010652,0.23495806884626874,0.24067154693769435,108.0,2267.450819565299,0.039999999999999994,1.1632592353077247,65.0
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.39470590765909475,0.3378271851932924,0.1471742347238622,0.0,,,120.0,,,978.9728971942563,-0.8283583826086603,0.23177007583126627,0.2831125835583934,0.16741657993759,108.0,1111.5158385204973,0.36,0.8874335540062046,84.0
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.4115568140701196,0.25464937340476945,0.3497920579738101,0.0,0.0,140.1259258941368,120.0,,,969.0336448578076,-2.9431808359756326,0.2598647642753475,0.2626020570596548,0.257762976266673,108.0,454.25663864919784,0.4,0.38741145881401007,128.0
G9VruXninjUdE9czK2DambZl5li2,0.4158060230811884,0.29947199727605933,0.5356438667828681,0.12727272727272726,0.9999999999999996,11.74404761906112,110.0,344.6891025641047,1093.3333333333333,748.6442307692286,-1.6389297363830744,0.359173283844999,0.388310997473448,0.2709111095039938,108.0,756.2915942029108,0.48,0.6401461115669034,99.0
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.4739901677924884,0.3088258760504568,0.34784966896015873,0.14285714285714285,8.571428571428545,68.06949158644272,120.0,,,953.7345794517303,-3.014960589396682,0.24267876500546184,0.22659238374657242,0.2772654763922615,108.0,809.6848958643773,0.44000000000000006,1.1097529333369989,83.0
GE4hogtdLdTFbNasENgtm6SO3hC3,0.4260377986076704,0.3835647391540604,0.19827365771652036,0.0,0.0,973.7016949113142,120.0,,,,,,,,,,,,
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.44005244178184416,0.3529945531249089,0.3025920035693382,,,-121.34873949780183,120.0,52.30943393651046,767.8999999761581,715.5905660396477,-2.2659526240458367,0.3047129706135265,0.33716496465582385,0.21566996566609406,108.0,1606.1650349696201,0.2799999999999999,0.8416374210587201,77.0
HSggdq91WiQp16bOj7V3dABkcgk2,0.4551653029933037,0.35066398446456143,0.39051923451277104,,,,120.0,,,716.2018691524167,-3.9051856345942304,0.30815343810780116,0.3932571531584784,0.23084412516493125,108.0,930.1961025565713,0.27999999999999997,0.5784489253952705,89.0
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.3583149482815634,0.28562466560018407,0.3898985916787628,,,,120.0,,,956.1869158878504,-1.8078673217633032,0.23027165314251827,0.2650151814049473,0.19911428830990333,108.0,1386.975737699915,0.11999999999999997,0.5346610395597008,67.0
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.37458294133867553,0.3157132164905291,0.32423126442678907,0.0,,,120.0,,,647.6971962628799,-0.3153373405289247,0.3128693104864935,0.3359150823235616,0.3008394936052376,108.0,1145.109722222305,0.27999999999999997,0.5988174674143129,83.0
IaTJhUGICmO9xcL3605RW8QHneN2,0.5196987191753935,0.3853675850201938,0.3572481485042406,0.0,0.0,237.62499999332022,120.0,404.66714286264914,1120.1500000059605,715.4828571433113,-1.5693922100804543,0.40294300524929616,0.321033767565501,0.324965927583502,108.0,313.7555747089373,0.39999999999999997,0.5150613841201216,108.0
JOBWLirr6KYf3GXJ3jPFKmd48S93,0.4851940052066276,0.387955696948879,0.6635153929258224,0.0,0.0,462.68103447299586,120.0,29.899056619630528,977.3000000119208,947.4009433922903,-2.240863097562081,0.2989663666728301,0.27700822541612946,0.30725501517925075,108.0,1012.9225108211517,0.32,0.6580784747110581,75.0
JntnHLHjYhc0xJJQALM3h9R5Ozv1,0.4606228802349089,0.33643910646372,0.3595465096003421,,,-377.3815789515511,118.0,137.89333333855598,910.0000000000001,772.1066666614441,-1.015929674579646,0.34375384443673906,0.4232669858585307,0.2866454494722706,108.0,1668.1862934183432,0.4,0.6608529085021099,89.0
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.4308563483390004,0.27095456308974025,0.253667436633946,0.0,0.0,-166.91324785963081,119.0,,,736.7299065417218,-0.16854793413539404,0.3015755801997597,0.3490625664990056,0.276531187356835,108.0,,0.0,0.4371709214497295,60.0
JvrZiMHtAfP6gvQtlevYWafKy0z2,0.41779963828969047,0.23664844223260195,0.14370616676141068,,,,120.0,545.4886786622828,1802.599999427796,1257.1113207655133,-1.3165699780087854,0.2899831406366275,0.27047987600141865,0.3282638353786786,108.0,587.5626344347511,0.4,0.3179616360068975,75.0
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.45342854111973796,0.37074998871114523,0.26440265836172966,0.0,0.0,90.76761061944387,118.0,109.47830188670196,860.8999999999069,751.4216981132049,-3.0642549255273224,0.2776942124413659,0.2513377929600362,0.31171691468342044,108.0,794.8235023040615,0.27999999999999997,0.405053782622725,70.0
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.3735588516402001,0.23492986032324098,0.2930453289551859,,,22.22222222222615,120.0,,,731.6635514018745,-2.2614471452797003,0.23217729985191327,0.28747106297522573,0.20567833524309295,108.0,3200.4117647058724,0.44000000000000006,1.108878561508064,93.0
KtKj6zUKc5Oogd2itg2jdwkchnf2,0.39882048216658844,0.2813397268461163,0.299467009645484,1.0,119.00000000000043,404.5194915246092,119.0,603.8679245284073,1205.0,601.1320754715927,-2.1084191352334387,0.2980857821677545,0.3382338899587811,0.2638069464256551,108.0,1357.283870969068,0.07999999999999999,0.5136548253102068,66.0
LSLmd8jENtONZFVkIpRDX665Bu73,0.5785828551869587,0.5233390673105026,0.7276674783318741,0.0,0.0,984.9708695753761,117.0,,,969.4084112153989,2.6260910685790746,0.3141431137198364,0.2666153631106712,0.20530852102715702,108.0,1030.9493939168528,0.4,0.4972095516953693,82.0
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.36836279063890504,0.21174383876371888,0.19073534031991835,0.0,,,120.0,,,694.4299065398278,-1.5721262345784006,0.21023756536469862,0.2290406957678774,0.21008663716733225,108.0,1246.6633064597845,0.27999999999999997,0.6441357596766819,71.0
LliUMEIsrCVZ88YFQfevan2Og4z1,0.4492119372001463,0.35858235189428883,0.36992763932975603,,,112.14594594589028,120.0,639.3914285713984,1206.1999999999534,566.8085714285551,-2.496636831410707,0.35548368840298417,0.2995183541101434,0.25718267044052406,108.0,631.0076923076797,0.31999999999999995,0.5880199433737673,97.0
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.4530818399587826,0.32279687906004634,0.3232811135456399,0.0,0.0,385.8440681150404,119.0,883.8886791220251,1614.0999999046326,730.2113207826075,-0.8718952407220526,0.23308339746168294,0.2415111133385351,0.18159460404317065,108.0,2993.803346673488,0.48,1.1514418664726422,102.0
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0.41834195537623486,0.30469860558235895,0.3999212814995216,0.0,0.0,64.38421055517688,118.0,805.6169811149814,1882.5,1076.8830188850186,-0.3108944847090156,0.32030028574189057,0.308390498035698,0.22730994099575513,108.0,334.72332503403186,0.31999999999999995,0.542262017925987,110.0
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.39394317288846326,0.24197938740376482,0.2383129983743717,0.1,1.6999999999999997,210.40982142925645,119.0,-214.28962264188897,604.5,818.789622641889,-0.347325127379041,0.3191456418008763,0.3133845995868467,0.3370362519135966,108.0,722.9227272727048,0.27999999999999997,0.35410072071223603,78.0
OExlWyngGfPrScDYjaRcv5PIAet1,0.5197204571659804,0.37911227731816843,0.4956551688035658,0.5,19.833333333333318,871.4497126508718,119.0,,,752.0869158862907,-3.359984890165809,0.30940418212488313,0.3273103485973446,0.30110332011493013,108.0,2040.9163933963073,0.11999999999999997,0.8183273990236622,66.0
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.35336183918833514,0.39629535144336747,0.29739547223928686,0.0,,,120.0,733.7226416884728,1515.8000001907349,782.0773585022621,-0.4636595495416634,0.3551738276755272,0.2756222818893613,0.4429554880464048,108.0,440.3568066901521,0.6399999999999999,0.3814693054655924,88.0
