node,bridge_centrality
dass_depression,0.21503334215906925
prp_bottleneck,0.20645620448141408
ucla_score,0.20037918233273266
stroop_interference,0.19852254142764164
pe_rate,0.1441098664772325
dass_anxiety,0.09419577796406617
dass_stress,0.039480309930420204
