node,strength,expected_influence,closeness
dass_depression,1.1928381720663341,0.7627714877481957,0.1988063620110557
dass_stress,0.9488150108197801,0.8698543909589393,0.15813583513663002
dass_anxiety,0.9086286803217738,0.8575797426418945,0.1514381133869623
ucla_score,0.8128407522031578,0.7427916481656196,0.1354734587005263
prp_bottleneck,0.4358748686239884,0.2982950054849747,0.0726458114373314
stroop_interference,0.41382135921786967,0.20949560941495227,0.06897022653631162
pe_rate,0.2897984139761802,0.0015786810217151004,0.048299735662696706
