participant_id,meta_control_factor
GE4hogtdLdTFbNasENgtm6SO3hC3,-1.236203905232468
ORvIk1xRWIQmKuLVe6GXNouvAXx2,1.3764326126496949
80UJMJbCOMgs6YVpsMgXfYTzw6o2,-1.2844681882972295
rUuJv5gl7dWVo7UPQWMx4bohxhK2,2.3860903826475375
xyAILKfYP2M8GqAai11x6NT7IcP2,1.7508590455004711
pcbRW89vVJcviD87V3uxyG4I9st2,-2.2549434767433243
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.9205614359265692
yatBVTBMCSMp0wJluOCLzTFKMyP2,1.0489161273985992
u64Uf920g5VD9Byq26LT2rs5o4t1,-0.44309814862486396
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.9050354663661223
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,-0.8772603089605431
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.09805777520156285
lpzDdvuMkKWkPxu6xeclmdctEp42,-0.8759674525713649
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,-0.12676089442992022
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,-0.12329108177962804
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.3551818985088173
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,-0.551100860605298
LliUMEIsrCVZ88YFQfevan2Og4z1,-0.9474346893441317
EUhcW9kURScie1DwGPHqmNqotJB2,3.2928354656597816
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,-0.847938175470227
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,-0.3284505079775476
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.8313719440924039
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,-0.8185773734415362
K26uNuY0VNPjJNF26wEx3bFg0kr2,-0.8272223673470541
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,1.0483263913943566
DPvStUYSmohmXwFwaKRqHv89R3k1,0.27254124901538473
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,-0.8190423899351503
62fAfeQc27bZelkPX7G54T3gvci2,0.44178940751248197
q0Atnpm0jZS5swcVmq0EMalQUKw1,-0.8848790191105376
kR2rCtaPyPaj7YMizKUDn5xL2qx1,1.558839823298746
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.7499685465843877
mwsliuPsLFhRFjtjQwYkqcCRDvi2,-1.2427903730884569
iKVZi0Oo96UrMBhPQMHWFcf55uA3,-0.4125694145257216
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,-1.536521360366863
ssPK6ISW0HerTGke9hznqJ2LpKu1,-0.8224101059922487
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,-0.8346081539338521
5zxa5CMLGQSSonWOXqXf0QNS3PH3,-0.7430468231445865
h5RYP03wJuVN0xo7qAR8CKFxLaj1,-0.35045872650322696
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,1.4889925299684503
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.666916497537213
LSLmd8jENtONZFVkIpRDX665Bu73,0.29384285381090985
mUZzgdWKnPb2txOkJg9FHgqX5792,-0.06848946710077854
WbOfW9KmUkPQK8o5hlHJnJFdpp92,-2.7501799182189592
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.9958934889147358
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.3869084482050261
fEq0OghbLpfD1jigl1Mbz96aMbg2,1.7650363235226194
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.20837260176877342
cEIs6U87xfbSL5eFTXDK77MmvNf1,-0.2983786946946694
AsXBOflrszVNKoFqbN61bMJqS0k2,0.7254873362697654
Fz7EUjZCLuUBxLDUVtN6djaBTy42,-0.5298804708865944
DzB19GqCB7fyrlEPexogWkjFzEx2,1.006201788180278
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,-0.6013744451918929
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.7514075005811326
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,-0.36841342784215997
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.9124176517505523
HyQM2xKwwuVfqidmRYF6TiRk90C2,-2.106464748188705
roaf78tUWxWSEjAUcUu8O7mrQbl1,-0.7857005356419139
Rc706mP0TSeIoIpMYH1SpRXjOxA2,-0.8733097021898796
i1tBstVkNiVP0qro7TgGD08IGGa2,0.8164738720944292
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.04485876280041094
iWsc4pghIEWOQUZKuQJMfe516UI3,-0.8387453511864781
lHDkoPQu5reNCO45npeYSS9eLQl1,1.4059686692837399
WcTsIpSoEhYeIBSNjAbbdaNSBya2,-0.027691515046448744
mg2WZiRBn4NQDKiMK43Y8dBqyG53,-1.1973261130543456
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.047974343021617225
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.8787071869001024
CDEoAyvS8feXLKMKsaZah9agEhF3,0.43580681908514557
GDZGRW51kbWtAdUIHCtEd8sAtqY2,-0.12683577073136787
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.790138478908645
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.23246646429566936
azdL1gX79EVd9iepyCAVQrqIaQF3,-0.31710877998423936
jzdk8E3tVXTXIozlfK5oeEb7wWp2,-0.8117364512719221
