participant_id,inhibition_score,shifting_score
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.7727855596816463,-0.42206849665285745
2h5FgHUEvBS1twD5DqbTIRrMm1f2,-0.07181814538151479,0.4574603184835906
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.3035150608787268,-0.39530861130291434
5zxa5CMLGQSSonWOXqXf0QNS3PH3,-0.1731212837567421,-0.5360230013368664
62fAfeQc27bZelkPX7G54T3gvci2,0.3844005827557661,-0.4135891057231975
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.007796848718572892,-0.5306399393685028
80UJMJbCOMgs6YVpsMgXfYTzw6o2,-0.6614931865127276,-0.7101748912785543
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,1.52951864469193,-0.9022274420578452
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,-0.1905006729595251,0.04989788722262701
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,-0.5303450752819575,0.024010538023889864
AsXBOflrszVNKoFqbN61bMJqS0k2,-0.5185364876958672,1.4706020461107976
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.706768503095613,0.18381584123369793
CDEoAyvS8feXLKMKsaZah9agEhF3,0.4134325953448288,-0.34329234431632866
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,2.281521943006699,0.3075042184179696
CtJe4bZZnYUBNrcPk00d3YQFSGp2,-0.3756410463175249,0.5970348730693129
DPvStUYSmohmXwFwaKRqHv89R3k1,0.6635733229520253,-1.1260795694107306
DzB19GqCB7fyrlEPexogWkjFzEx2,0.29955546245603765,-0.07878573968697847
EUhcW9kURScie1DwGPHqmNqotJB2,-0.12361535129115409,4.211319778597451
Fz7EUjZCLuUBxLDUVtN6djaBTy42,-0.5466610860596413,0.22590581587274774
GDZGRW51kbWtAdUIHCtEd8sAtqY2,-1.4124822884299761,0.30329907603370226
GE4hogtdLdTFbNasENgtm6SO3hC3,0.1903960013581853,-1.1973974551098527
HyQM2xKwwuVfqidmRYF6TiRk90C2,-0.9699122434609497,-0.43319218202040155
K26uNuY0VNPjJNF26wEx3bFg0kr2,-0.5419205990168198,-0.14032799050849284
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,-0.6190092881943066,-0.6387688374211357
LSLmd8jENtONZFVkIpRDX665Bu73,0.7419942008447157,0.078535485465456
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,-1.3228101517103268,-0.42057943712019286
LliUMEIsrCVZ88YFQfevan2Og4z1,-0.38605312061126545,0.5420072588866638
ORvIk1xRWIQmKuLVe6GXNouvAXx2,1.3488528788901235,1.2126522401537911
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.18009439092081875,-0.49947268239044607
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,-0.4900250626364009,-0.1437495156496059
QreA2rLiUhV3YHeMfuHMPdGbpJ53,1.684098039170504,0.18928576445438228
Rc706mP0TSeIoIpMYH1SpRXjOxA2,-0.6990829110579184,-1.7460705105035228
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,-0.49543402966803807,-0.7504299821184368
WbOfW9KmUkPQK8o5hlHJnJFdpp92,-1.3687151201559153,-0.8794131177502821
WcTsIpSoEhYeIBSNjAbbdaNSBya2,-1.283117105668215,0.6401132553045027
