fold,model,Accuracy,F1,Precision,Recall,ROC_AUC,PR_AUC
1,rf,0.8333333333333334,0.5714285714285714,1.0,0.4,0.9076923076923076,0.8083333333333333
2,logreg,0.7777777777777778,0.6,0.6,0.6,0.8307692307692307,0.7251948051948052
3,logreg,0.8235294117647058,0.6666666666666666,0.6,0.75,0.903846153846154,0.8611111111111112
4,gbrt,0.8823529411764706,0.6666666666666666,1.0,0.5,0.75,0.75
5,gbrt,0.8235294117647058,0.5714285714285714,0.6666666666666666,0.5,0.7115384615384616,0.4757326007326007
