outcome,estimator,k_selected,r2_mean,r2_std,mae_mean,mae_std
Stroop interference (ms),Ridge,1,-0.06272920070993435,0.1224633477742421,79.36105437849007,11.390996222506889
Stroop interference (ms),LinearSVR,1,-0.5280474935332529,0.25650471569679795,95.41504128130725,15.855671744762297
PRP bottleneck (ms),Ridge,1,0.02804839457004691,0.10899662186149403,121.52756019513275,19.272766995079007
PRP bottleneck (ms),LinearSVR,1,-10.155922039494193,2.6649535839316454,478.2278690014602,25.44285381756833
WCST total errors,Ridge,1,-0.7432991839657405,1.4023412682017,8.053062170887909,2.2966299231741756
WCST total errors,LinearSVR,1,-0.2785252457294448,0.28315421012404496,7.447165759053237,3.2001879224848846
