model,task,feature,importance_mean,importance_std
ridge,regression,age,0.0018621824260110964,0.004476160020154808
ridge,regression,dass_dep,0.6756901946522401,0.10792254796789527
ridge,regression,dass_anx,0.0252404949747146,0.01340696202295929
ridge,regression,dass_stress,0.06869527361070692,0.020407185789146846
ridge,regression,gender=남성,0.0008828152390119981,0.0029992841305931635
