participant_id,prp_t2_cv_all,prp_t2_cv_short,prp_t2_cv_long,prp_t2_trials,stroop_post_error_slowing,stroop_post_error_rt,stroop_post_correct_rt,stroop_incong_slope,stroop_trials
0d841i8KPjdjwCYfDuUUXj0SEjH2,0.49977747460222816,0.39874550045785484,0.5855205279038891,113.0,,,917.4115384266927,0.2802511462581984,105.0
0oa5NYVnIBS9NmrmRAZrahXDctP2,0.48342478776681846,0.4287024150770688,0.315600233113955,112.0,,,544.3252427175786,0.6055882637473292,104.0
146QT9LupyU2BAiTsB3PMIpVXM22,0.5524437457905654,0.433548171533278,0.6266397649266697,112.0,,,783.9547169814414,-1.1103397718638863,107.0
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,0.3853069783079049,0.24697495496013167,0.4504077056384714,114.0,,,1171.0509433993752,-3.67841632252543,107.0
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.34890292159377817,0.2664911407884794,0.35994748533000315,120.0,,,943.2754716940645,-2.7706876282820025,107.0
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,0.3937823574070295,0.2580968376097725,0.46437884483493036,116.0,,,911.6495238043013,2.2886715230844805,106.0
23AEyocWhqY955WHbxhHRSgQ1ms2,0.4990804237593991,0.3765123949532152,0.40492538089772506,58.0,,,790.5273584902005,-1.1174328861687302,107.0
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.4986330465444194,0.27023447499343306,0.6705453266073739,116.0,,,765.5056603753342,-4.785698292346756,107.0
2zDXvJKvjeejeOSNbtDbtSI5cdz1,0.3675738438031962,0.21077546269447153,0.3660259933845785,119.0,,,759.42897196269,-0.38648261126089206,108.0
3WijiOiVCoMbn80F05SPYsxl0TC2,0.36101593374217045,0.22242992327162753,0.35552390130478856,119.0,,,835.6887850460605,-0.009872546277743316,108.0
3xCaqfcHxRQxuOlEzXz3PNcHODH2,0.5341401860011121,0.3844811318309669,0.664032676872478,119.0,,,708.8384615370574,0.28015876650391597,105.0
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.4826786826767755,0.3206198621376602,0.637971347693618,111.0,,,820.7523364485982,-1.6109873073519834,108.0
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.4425388734646153,0.3387773061887526,0.4224011102649082,120.0,,,830.8669811321141,-1.655858751993482,107.0
5rXSa3anB5ejmFrnwUsTB82byup1,0.3504678715085291,0.2501941075356021,0.36403960382084577,118.0,,,852.936448598137,1.4272252207030804,108.0
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.3992869708835561,0.2991008965395896,0.3360240176427384,116.0,,,637.2981131998998,-1.3769467601903402,107.0
62fAfeQc27bZelkPX7G54T3gvci2,0.3358258552258487,0.24088168222852438,0.3630681448808945,119.0,,,1022.0447619047637,-0.24165179236920376,106.0
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.37647628662003946,0.22789551134713154,0.3968320126488602,118.0,,,1050.5719626417783,1.821807795737477,108.0
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.4766064848790051,0.44813009243174834,0.397797937024444,116.0,,,679.1373831891568,-1.0955562615214465,108.0
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.47724247003830583,0.2998512615538901,0.4660421113820468,117.0,,,1132.4915887774707,1.3272834243062477,108.0
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.36025150391949073,0.25814081615792084,0.29050532232690307,115.0,,,742.0355140188378,-1.6486157478313468,108.0
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0.3837534766936267,0.2884916360907261,0.31982258253947177,118.0,,,1362.1542857142786,-1.4587164546541438,106.0
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.34482191905731097,0.21581035124188738,0.2508053304569815,118.0,,,664.165714270728,-2.839780908065283,106.0
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.36486357491545507,0.23321114354358377,0.41858763815542066,120.0,,,1122.9745282946892,-6.050616614802119,107.0
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.4731565614872529,0.4132118708544724,0.47202656181355884,113.0,,,1164.137254901959,-4.128507620934242,103.0
9g0uWFg7uhR46Q0VoG6MzqHOUL12,0.4099526395143732,0.33565308214422435,0.43129528110138143,107.0,,,1103.2339622603272,-4.731879660737537,107.0
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.4570700105336706,0.36860555652493193,0.5395796337257645,106.0,,,788.2605769278912,-2.441313614937361,105.0
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.40399729154698244,0.23534215252494756,0.40294691058534043,117.0,,,854.054205607031,-6.061623003706996,108.0
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.35537977428497947,0.2535944436524731,0.39804168532268985,107.0,,,866.9874999339764,-1.0304779929383774,105.0
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.4887873116820737,0.3974450888317473,0.5700338406735819,117.0,,,948.6301887080355,-1.2629265005635515,107.0
AsXBOflrszVNKoFqbN61bMJqS0k2,0.31579045947723616,0.1894291421840259,0.2570120008826127,119.0,,,758.6854368888058,-0.28400118985481393,104.0
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.4709621785045099,0.4065371449277497,0.4293009989804159,73.0,,,992.7339805856492,-1.890629614000021,104.0
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.4478318937787637,0.3361641782614339,0.49151524936533053,108.0,,,823.6830188679259,-0.39748135342494284,107.0
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.37444645984451136,0.2134753328126962,0.3356605795940004,117.0,,,965.3638095083691,0.7697651755747869,106.0
CDEoAyvS8feXLKMKsaZah9agEhF3,0.4211958645048624,0.29124064117647,0.3960308928951251,119.0,,,832.4383177570041,-0.6815783075799747,108.0
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.4995695259250178,0.4202735377825508,0.42831961379892164,120.0,,,1051.6566037816822,-2.1402389054820397,107.0
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.37371574111077127,0.3051685802660284,0.28864770492146097,120.0,,,847.8377358487473,-2.241764313136634,107.0
Co587hoelyeANqFX7AYvuVQW0lZ2,0.44956560291681613,0.3175858762971339,0.27240071787756187,118.0,,,646.0801886758715,-0.9621920455948362,107.0
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.37643703064381334,0.27481049618043907,0.39288535854733014,116.0,,,791.4289719626247,-1.0640475180826108,108.0
DAKDKPH698P12JfTbbjemLI6PIH2,0.3791627733433706,0.14037008078442637,0.32633215987185743,120.0,,,632.8392523354458,-2.4328311514353667,108.0
DPvStUYSmohmXwFwaKRqHv89R3k1,0.45283279052654407,0.2911321419902656,0.4334718629899757,114.0,,,986.6230769283496,2.6607079800802897,105.0
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.3290168273253242,0.2390061744016132,0.388195432087137,110.0,,,1243.2839622671875,-2.5915092225064216,107.0
Df83JuPuJkXqTGbENhM2gw5SJM43,0.3482808895870904,0.2107707034648619,0.39745411465935593,39.0,,,1101.8194174757227,-1.9393166610552577,104.0
DzB19GqCB7fyrlEPexogWkjFzEx2,0.49538585720257944,0.3551235725142886,0.6094824408205354,113.0,,,1237.1828571364993,-1.1921365544583744,106.0
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.44987142857003365,0.3930213314789755,0.46964108573541236,106.0,,,715.3168316831689,3.54017020922341,102.0
EUhcW9kURScie1DwGPHqmNqotJB2,0.4856199773078888,0.3190319876218845,0.4712793142547848,113.0,,,1131.1990566073723,-2.829175054300348,107.0
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.3747508237655017,0.25335500438265157,0.41272370713929735,114.0,,,901.5719626228386,0.09502901376084386,108.0
EoToosG69XMp4LTYdB6sB9WTrv22,0.358378175532669,0.3084586577346876,0.32430526484925143,120.0,,,728.6462264195928,0.27143412765987124,107.0
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.3705109797674559,0.3128200969007623,0.25788929877052097,118.0,,,978.9728971942563,-0.8283583826086603,108.0
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.47480083325813716,0.30348533600134003,0.5026436699394692,112.0,,,953.7345794517303,-3.014960589396682,108.0
GE4hogtdLdTFbNasENgtm6SO3hC3,0.4314755775878409,0.38842362881228115,0.20484891441854558,117.0,,,1191.5320388359353,-3.0300933700576254,104.0
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.4401345030733894,0.34807057852762974,0.4170877071656527,119.0,,,719.0641509451956,-2.2659526240458367,107.0
HSggdq91WiQp16bOj7V3dABkcgk2,0.4551653029933037,0.35066398446456143,0.38421864915373477,120.0,,,716.2018691524167,-3.9051856345942304,108.0
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.3583149482815634,0.28562466560018407,0.3919589283171025,120.0,,,956.1869158878504,-1.8078673217633032,108.0
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.37482810475772205,0.3157132164905291,0.29322312580434406,119.0,,,647.6971962628799,-0.3153373405289247,108.0
IaTJhUGICmO9xcL3605RW8QHneN2,0.5070574391497554,0.3536701873826414,0.3630184044183453,113.0,,,718.1342857147966,-1.8787406875061874,106.0
JntnHLHjYhc0xJJQALM3h9R5Ozv1,0.458738154622341,0.3223920050856724,0.4295323334325394,114.0,,,770.9104761850266,-1.015929674579646,106.0
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.42003717850826444,0.34282882601185766,0.4319732177627339,109.0,,,751.2028301886793,-3.0642549255273224,107.0
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.3736389164615685,0.23698398184308744,0.3136154296957513,117.0,,,731.6635514018745,-2.2614471452797003,108.0
LSLmd8jENtONZFVkIpRDX665Bu73,0.556930664071212,0.496439585284514,0.5276948523113577,106.0,,,969.4084112153989,2.6260910685790746,108.0
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.3673884497935784,0.2098435123683808,0.18438305772363112,118.0,,,694.4299065398278,-1.5721262345784006,108.0
LliUMEIsrCVZ88YFQfevan2Og4z1,0.45594743939143445,0.35284161966032535,0.485619032888162,111.0,,,580.9209523809365,-2.5484629823520932,106.0
