participant_id,prp_t2_cv_all,prp_t2_cv_short,prp_t2_cv_long,prp_t2_trials,stroop_post_error_slowing,stroop_post_error_rt,stroop_post_correct_rt,stroop_incong_slope,stroop_trials
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.44724076055637557,0.32279687906004634,0.49009765320743576,117.0,,,737.8339622920414,-0.8718952407220526,107.0
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0.40909284202214485,0.30237849765110913,0.43264935175663655,112.0,,,1086.9452830373116,-0.03580378598701091,107.0
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.39215869703539985,0.22942323206714976,0.31001799868355706,103.0,,,818.6264150947472,-0.347325127379041,107.0
OExlWyngGfPrScDYjaRcv5PIAet1,0.508549889778798,0.3717622571478425,0.6098962150074029,115.0,,,752.0869158862907,-3.359984890165809,108.0
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.3555361596943701,0.39859282186730266,0.2825524958517829,116.0,,,787.6254717134079,-0.6806851909298276,107.0
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.530900714906669,0.4229442639939907,0.49760462821485435,107.0,,,965.8300970896934,1.1103443052550663,104.0
PLreonkqaMeFc0UqxKUelH44UQu1,0.397651482149562,0.25397350712670047,0.3718444733796937,113.0,,,646.5259615392066,-1.5037430529151363,105.0
PkpTH7pWpEOG9A86xSloOSozwTk2,0.3547982726405071,0.270445446550033,0.39646513992180876,115.0,,,1373.9771428539639,-1.456944735057662,106.0
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.474360035047479,0.30431100398255456,0.5166899656485284,115.0,,,728.7773584906223,2.2847647904810717,107.0
QbOEVCaZLUMOgltUdXm58oZOALv2,0.3127875660695579,0.20718763189429143,0.3331208380094195,117.0,,,1064.9047169831563,-1.5160609853494662,107.0
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.3023764940516509,0.2488259790276914,0.2870925064687868,113.0,,,1176.2887850476202,0.9509153214571253,108.0
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.4632336376318761,0.36046488644058305,0.47585117987476266,107.0,,,1084.7846154020383,2.0897233008389127,105.0
Qv0jhW3sqicqQvd7LfReAsI7nD73,0.3657436719691278,0.27781109225722683,0.26727713682897997,119.0,,,657.2093457933341,-2.8382687400609488,108.0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.41107885772165464,0.2907732577392947,0.46120019652992894,115.0,,,975.6990476154145,2.1619068151785523,106.0
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.45315116258407145,0.3860818473133788,0.4721827716034076,120.0,,,934.1710280391658,-0.6524414951562661,108.0
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.380838771669667,0.30389086655359593,0.3198918275909947,119.0,,,1010.3254901960711,-4.35456789472772,103.0
SOhR7IO689NQCPQu56SjATO8FR92,0.3682855878979824,0.2532734820752914,0.4549949552670607,109.0,,,969.7069306931006,0.6163995221723478,102.0
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.5219535549416762,0.40933460823994955,0.3364867535957039,114.0,,,659.7586538461663,-0.945925908071716,105.0
SdDjNMBD2ZMTEwUphkohi2cZwUx1,0.5003446427331455,0.4335369804916221,0.372809871098476,115.0,,,712.1364487977786,2.9065023431757133,108.0
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.4280494152518972,0.26139411601307194,0.4354876708173655,113.0,,,848.9999999999945,-4.228157636016527,107.0
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.4348669282743563,0.34205889768651637,0.5439759742669932,115.0,,,900.6859813076313,-3.444135663375379,108.0
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.40377273289182253,0.2756684940681795,0.4626107581926388,116.0,,,1032.953773584006,0.894647130817628,107.0
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.4867529695547524,0.3903756417919285,0.43482811156082557,116.0,,,752.7245283018586,-2.245114123294555,107.0
UmgPh1pF5GgcJ0YH7ANm2c0UQOP2,0.38595948344801356,0.23478521764403099,0.5258115932404873,109.0,,,,,
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.3894244327844763,0.2777011427829068,0.44573289595048804,117.0,,,1005.990654205602,4.002704633598698,108.0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.35987497381351913,0.21312116374748322,0.4574952365811568,113.0,,,1189.0524271839452,-7.349530910806137,104.0
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.4396107802935577,0.30320877078005315,0.47868712143192543,111.0,,,1054.5747663556972,-0.46448113496624344,108.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.40810207813109095,0.27411451414448823,0.3728520199779908,113.0,,,904.9439252336426,-3.118171247095575,108.0
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.39384322761461554,0.2450511296129552,0.44557754667027194,120.0,,,771.9140186800021,-0.325411698963612,108.0
WqoZv41KTtTCuPKBPyClregrKAi1,0.44090679153179474,0.31008683811604626,0.5193472799574033,104.0,,,924.7102803738416,0.438341481533178,108.0
XehZHBpwr5MYzUXkj0FAYCsFG922,0.4290688141832985,0.3123916431064778,0.5279006704102268,115.0,,,712.6894230770233,-2.59614243695746,105.0
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.4623804084146434,0.34544269669249666,0.4438703800699103,115.0,,,615.4596153858763,-0.43090469205079385,105.0
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.39569552928285656,0.3392798625899478,0.35014613778846204,116.0,,,935.649056601918,0.5409874659198861,107.0
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.4637956397752872,0.3073384544709308,0.33669610927084276,113.0,,,790.2219047705332,-3.220175872512697,106.0
aM2995jJmJWvr6cneaGH58HauIg2,0.34876872392378244,0.22463204448240967,0.314030711676887,117.0,,,1029.2382352913128,-2.0311690597085095,103.0
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.44762191518367117,0.38080966471307015,0.3920101554616217,115.0,,,812.6457943882898,-2.923393819793222,108.0
azdL1gX79EVd9iepyCAVQrqIaQF3,0.3951077534291126,0.22977030383736863,0.46276914139675546,117.0,,,737.1980952381113,0.3153243843431609,106.0
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.47834543698582876,0.34045405414577956,0.5831936681332893,104.0,,,680.1941747572838,-1.9713994517280782,104.0
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.3255109474837285,0.2769747466607518,0.3036935976843311,110.0,,,1118.5869158851767,0.21005194021603496,108.0
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.4248487254274421,0.40524237520542417,0.42592589155533467,109.0,,,984.2280373796125,-3.351554579227872,108.0
c0hRe9PCPPZs3HWFqhIQargNlp52,0.34215569141872,0.303597146623724,0.3656185821653031,112.0,,,951.5320754636009,-0.1953580603276044,107.0
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.3406968161409656,0.25705306957155505,0.39872865354500975,115.0,,,988.959813075645,-1.3056341242054066,108.0
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.4351391391445368,0.33544657367358766,0.36234108675116367,113.0,,,870.1046728865008,1.0639794125563762,108.0
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.44408335763542384,0.35571087009225255,0.3643300623280042,105.0,,,690.0990291260255,-4.204839724880028,104.0
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.4170225901160423,0.25402894669940346,0.3281473634197231,120.0,,,853.231775700946,-2.2210592857280065,108.0
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.5134535561652789,0.41015960460602274,0.5240206933747155,111.0,,,842.1308411220524,-1.931973289607618,108.0
dGL2zPQyEvdibcvxeTencpgoWbg2,,,,,,,810.6504854369011,-2.173801376990819,104.0
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.45150192593759925,0.32446088192743583,0.48463784452856074,110.0,,,810.8018691573187,-2.2928789115660564,108.0
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.5203464839808217,0.3729533141665405,0.5181360960335489,110.0,,,655.8617647066712,-2.5543429963509974,103.0
foaW7wtvY3XLNdguFUK7OvOefP93,0.3727528030438717,0.3059258935810606,0.26443485191436417,118.0,,,845.0252336448556,3.847122302158143,108.0
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.39625859481615966,0.29340857859235886,0.4687816412732323,112.0,,,888.2233009708749,-2.9815430830866685,104.0
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.38492933641983956,0.3475755205844825,0.3912947047303401,113.0,,,1021.5433962277647,0.810673504827378,107.0
i1tBstVkNiVP0qro7TgGD08IGGa2,0.4533470103818237,0.2902803395513238,0.5670261892542003,117.0,,,1183.3952380906967,0.5709100408392211,106.0
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.46973377676148725,0.3229225298966763,0.4734994012219598,109.0,,,1221.009708737872,-5.6501944443113015,104.0
iWsc4pghIEWOQUZKuQJMfe516UI3,0.4386810056244135,0.2923260297403898,0.3134263034855791,120.0,,,639.591428567682,-1.916339941298903,106.0
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.3551844076429564,0.3083691468893354,0.29180218804814256,117.0,,,1384.1780952385493,0.8969599753240174,106.0
idP8RVfm74N86O0dszLXANIpjXv2,0.49130336090943105,0.4178676378901763,0.3721626047617647,115.0,,,941.4028571429707,0.9475901200119139,106.0
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.4582506968526746,0.3664055977414356,0.5906953652662801,105.0,,,1014.2857142857055,-5.947194010007908,106.0
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.45726637029850475,0.34445268255466377,0.41205002434479404,118.0,,,1116.8161904783476,0.6922962917609411,106.0
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.36459063573275946,0.26892927697533264,0.30088643766294065,115.0,,,887.8205607449897,-5.035244998323984,108.0
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.37723374051149566,0.24359186961857765,0.4696435183483731,101.0,,,891.7392523388996,-2.4986295267722833,108.0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.481020978928501,0.2955737999539675,0.5125166404276168,113.0,,,874.1326923076748,-0.40435413785601426,105.0
kxerHPSL3bQjD74HhiebYf3blPr1,,,,,,,748.2169811320733,-0.12121254932894689,107.0
lHDkoPQu5reNCO45npeYSS9eLQl1,0.42803524251953984,0.28332420119521506,0.5143331403790239,112.0,,,775.2495237850007,-0.997397731211774,106.0
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,0.3985710934383122,0.23243193706909515,0.41680305825739206,115.0,,,1107.8134615385118,-0.6287154762108739,105.0
lpzDdvuMkKWkPxu6xeclmdctEp42,0.40637449029009737,0.30697942219968644,0.44981221370597324,113.0,,,838.6037383324632,1.397284702584122,108.0
m69r9GQTk2b51mvxrFLt4fZeJi52,0.45198040025462066,0.37687709436327144,0.4426089835236496,115.0,,,757.2476190476168,0.8715467935374555,106.0
mUZzgdWKnPb2txOkJg9FHgqX5792,0.441372765905946,0.32467653801568774,0.40112072146104616,114.0,,,1092.4915887819272,5.567725216861356,108.0
mg2WZiRBn4NQDKiMK43Y8dBqyG53,,,,,,,784.3207547169833,-3.877084667413513,107.0
mweMgSlGM2VxThhwnupYxYzUbR23,0.4101250989141187,0.3080839996979918,0.43099236287546727,116.0,,,719.1140186916014,-0.3959464972606464,108.0
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.508233040275909,0.3564771405337441,0.6618597902283138,112.0,,,716.2415094330626,-0.9751075858130448,107.0
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.3766000459063811,0.22241216761439053,0.46787514163894334,114.0,,,984.5364486001363,-1.8382098447391397,108.0
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.4479247921532485,0.3170061416359506,0.46930936483937413,118.0,,,1308.4280373831768,0.4460344715869563,108.0
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.38404339822644673,0.33937369722261085,0.3506506888565211,102.0,,,786.6168224298979,-3.0784230678003865,108.0
pRQimOpZtsekBI2I1kbnD3pycmo1,0.5051126754988198,0.41624628298030425,0.4398040887292041,113.0,,,798.1009345778795,-3.22955933761372,108.0
pcbRW89vVJcviD87V3uxyG4I9st2,0.46194519535127443,0.347485328122987,0.5669121527356429,114.0,,,644.9443396226292,-3.8688173858895,107.0
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.4152142366322782,0.2570388612061481,0.2687797761370761,112.0,,,745.0566037735863,-3.5967897008647487,107.0
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.52192454587927,0.41998159725705386,0.42847839267691445,116.0,,,880.9123809513592,-1.1719218295637572,106.0
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.4722997122310425,0.2886279995594292,0.4215156820039794,110.0,,,794.9259615374299,-1.74585258157565,105.0
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.4197544995911391,0.32403994405225134,0.4675529480948234,110.0,,,683.9165048543641,-3.3774691052113,104.0
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.43626599430887336,0.3588206485299393,0.4800327443369245,115.0,,,958.9320754704048,-1.5962597103482317,107.0
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.3897289896714625,0.26295100415885225,0.42576283140712917,95.0,,,1306.649038461534,0.4037542230670756,105.0
ric6cNjG25XmZJCiKZDOxzeezao1,0.43368202452279814,0.27986117906108626,0.3682650248405859,118.0,,,747.4773584905669,0.18006944700954966,107.0
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.45972833625277953,0.39667383151652863,0.548808888059384,112.0,,,796.4242990663118,1.0047762742119828,108.0
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.4609834979647939,0.36983983147195315,0.2597460865885654,112.0,,,833.2560747984414,-3.869145964535579,108.0
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.4176794657229546,0.29117327153062983,0.47819622201964396,100.0,,,1320.0442307591438,-3.3936459381573867,105.0
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.36842062586250923,0.2665375484560816,0.34582344041856916,120.0,,,883.784112119229,-0.644771875480773,108.0
tSvrYUUA5nbPdK6C5D73giKnIDv2,,,,,,,897.4476190476196,0.602639922160914,106.0
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.4502053947965936,0.31026476153424176,0.516157621436586,101.0,,,1249.8219047631537,0.8793127554761381,106.0
u64Uf920g5VD9Byq26LT2rs5o4t1,0.42355448937384976,0.26535230811506644,0.3236421099024646,120.0,,,738.8121495352727,-1.4556833765689023,108.0
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.3857735807425854,0.23227768339357002,0.4024227855268718,118.0,,,955.0757009334096,-1.7857413754166112,108.0
uhq0lYdK12b2vJDJLS0EPTVe9nP2,,,,,,,896.6442307692322,-2.756931522704502,105.0
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.40144886442080824,0.363669033257838,0.38337468725067364,113.0,,,1172.6831775692021,0.8548607273915155,108.0
vpFmF3TtdQTW3MyS8ouwz3urZVs2,0.3183496488864024,0.1866853308887593,0.26340860260384175,119.0,,,893.4849056602578,0.046816608553092394,107.0
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,0.49247426083401563,0.4475691346762472,0.43475965488187035,115.0,,,783.6280373831358,-0.4915679384024236,108.0
wJqgthfmzIMG17pc6WTECny3DVu2,0.4610671962881147,0.35793131422079466,0.5431437436147948,113.0,,,776.8552380952231,-4.02501086078836,106.0
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.571271760843079,0.4956479956072103,0.5546525515726772,97.0,,,794.1466019415813,-2.4232498868873296,104.0
wkhxvE50megJGMA1EiROSZIJWNq1,0.39473306967231936,0.271034229322155,0.4128053050280036,118.0,,,866.2616822428514,0.48121721214180335,108.0
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.5430937358603546,0.46999362354494023,0.5791577687077603,114.0,,,1036.6242990654166,1.1005658840750254,108.0
xHctBv4C2EU8rHYRouw0btT3GT02,0.347529301915875,0.26845724209298594,0.39854804927738946,117.0,,,740.4291262135624,-0.5269349898763781,104.0
xyAILKfYP2M8GqAai11x6NT7IcP2,0.4569938244579152,0.2868029003991058,0.35929655043813047,119.0,,,981.060747663534,3.731280729145657,108.0
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.4785112443029065,0.40774504008401147,0.5638654969130695,110.0,,,854.4682242892613,-2.460132959312596,108.0
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.42131376387891434,0.2620308276163053,0.47368899501736256,99.0,,,956.9252336446509,0.21659723864841687,108.0
yfjd8LbAMrYeG54927d3GiKAyXI2,0.5178048087676581,0.3472261657777534,0.555036765549,111.0,,,872.7396226415104,0.23405281615003162,107.0
