model,task,feature,importance_mean,importance_std
rf,regression,age,0.09880694288529256,0.018425777768962166
rf,regression,dass_dep,1.1719113930021112,0.15518541871037153
rf,regression,dass_anx,0.19391112584446485,0.03242378932666268
rf,regression,dass_stress,0.349709994692466,0.057317667367941035
rf,regression,gender=남성,0.04377138373222638,0.011761194806321342
