outcome,ols_coef,ols_p,robust_coef,robust_p,delta_coef,percent_change
Stroop 간섭,1.3117301840283995,0.3600384909258286,2.003023486516589,0.12295398802911821,0.6912933024881895,52.700876362026506
WCST 보속오류율,0.023309700956631124,0.7420289255222514,0.007760500328964429,0.8893123482018068,-0.015549200627666696,-66.70699318106556
PRP 병목효과,-0.5013903842474576,0.8042845640866867,-0.6371768045707862,0.7524711111753233,-0.13578642032332855,-27.081975360802318
