outcome,observed,boot_ci_lower,boot_ci_upper,prop_positive,excludes_zero
Stroop,21.621011065830423,-22.94197182536523,67.21092397487831,0.8348,False
WCST,2.594371466121463,0.8712018577152338,4.476679407901258,0.9974,True
PRP,61.23889618390776,-5.85491666072215,141.95025222250504,0.9628,False
