participant_id,condition,n_trials,pc,rt_mean,drift,boundary,nondecision,valid
GE4hogtdLdTFbNasENgtm6SO3hC3,congruent,35,1.0,1.1001514285743235,0.40936023236331603,0.1687207069131879,0.894485059216396,True
GE4hogtdLdTFbNasENgtm6SO3hC3,incongruent,36,0.9166666666666666,1.267263636362372,0.20273530602092682,0.11827714273659143,1.0241774972277011,True
GE4hogtdLdTFbNasENgtm6SO3hC3,neutral,36,1.0,1.2281388888897165,0.38744328854539084,0.17826492245043485,0.9985460712241045,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,congruent,36,1.0,0.6078138888867365,0.550739941532611,0.1254086413167763,0.49418691670286796,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,incongruent,36,1.0,0.7469666666669977,0.4967996406789059,0.1390249551954198,0.607325960510867,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,neutral,36,1.0,0.6319249999986754,0.5401310146430306,0.1278718420421236,0.5137906076953745,True
ORvIk1xRWIQmKuLVe6GXNouvAXx2,congruent,36,1.0,0.82298888888624,0.47329824932158904,0.14592817084256032,0.6691363078661055,True
ORvIk1xRWIQmKuLVe6GXNouvAXx2,incongruent,36,0.9166666666666666,1.1155090909184828,0.2546616506626314,0.09416004594955818,0.9614483896825601,True
ORvIk1xRWIQmKuLVe6GXNouvAXx2,neutral,36,0.9722222222222222,0.9701028571435385,0.2581444716173533,0.13772706574787683,0.7181595145643731,True
80UJMJbCOMgs6YVpsMgXfYTzw6o2,congruent,36,1.0,0.6993416666667909,0.5134370233007498,0.13451999885491056,0.5686041538223362,True
80UJMJbCOMgs6YVpsMgXfYTzw6o2,incongruent,36,1.0,0.7734694444446617,0.4882140832418953,0.1414697981013888,0.6288742111735721,True
80UJMJbCOMgs6YVpsMgXfYTzw6o2,neutral,36,1.0,0.7678527777778605,0.4899964167699833,0.140955209921275,0.6243075449078537,True
rUuJv5gl7dWVo7UPQWMx4bohxhK2,congruent,36,1.0,1.0735750000000024,0.4143961283204209,0.1666703500981575,0.8728769263088487,True
rUuJv5gl7dWVo7UPQWMx4bohxhK2,incongruent,35,0.9714285714285714,1.470508823529413,0.19952366027024213,0.17673896518537852,1.052915252119107,True
rUuJv5gl7dWVo7UPQWMx4bohxhK2,neutral,35,1.0,1.396134285714271,0.36338608060605937,0.19006657511838077,1.1351357883973363,True
xyAILKfYP2M8GqAai11x6NT7IcP2,congruent,36,1.0,0.9312555555555478,0.44493589707011894,0.155230333720637,0.7571632041928735,True
xyAILKfYP2M8GqAai11x6NT7IcP2,incongruent,36,1.0,1.1353499999999892,0.4029646986617086,0.17139850715426613,0.923103479761302,True
xyAILKfYP2M8GqAai11x6NT7IcP2,neutral,36,1.0,0.877344444444416,0.4584023325190864,0.1506701490957396,0.7133304352101946,True
pcbRW89vVJcviD87V3uxyG4I9st2,congruent,36,1.0,0.6104055555555388,0.5495695290015441,0.12567572280065675,0.4962940876372519,True
pcbRW89vVJcviD87V3uxyG4I9st2,incongruent,36,1.0,0.7009916666666494,0.51283240113772,0.134678596034999,0.5699456967311093,True
pcbRW89vVJcviD87V3uxyG4I9st2,neutral,36,0.9722222222222222,0.6371285714285682,0.8926456463565965,0.03982933290495335,0.6160582887573052,True
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,congruent,36,1.0,1.0079555554389952,0.4276723692482225,0.16149639947021807,0.8195246229536982,True
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,incongruent,36,0.9722222222222222,1.3254457144056047,1.5478606683738343,0.022969432159708692,1.3184381868423933,True
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,neutral,36,1.0,1.0587333333227371,0.4172905893033543,0.1655142712463043,0.860809815589475,True
yatBVTBMCSMp0wJluOCLzTFKMyP2,congruent,36,1.0,0.9564166666662527,0.4390442727163708,0.157313401127326,0.7776206043082148,True
yatBVTBMCSMp0wJluOCLzTFKMyP2,incongruent,36,1.0,0.9902499999997931,0.43147879625466157,0.16007170777801427,0.805129009409827,True
yatBVTBMCSMp0wJluOCLzTFKMyP2,neutral,36,1.0,0.9264444444443407,0.4460896975564246,0.15482883412197476,0.7532514999534111,True
u64Uf920g5VD9Byq26LT2rs5o4t1,congruent,36,1.0,0.684308333337307,0.5190461447273365,0.13306629571975315,0.5563812073222628,True
u64Uf920g5VD9Byq26LT2rs5o4t1,incongruent,36,1.0,0.782608333337638,0.4853551587128633,0.14230310844876792,0.6363046424399291,True
u64Uf920g5VD9Byq26LT2rs5o4t1,neutral,36,1.0,0.758013888888889,0.49316619840661313,0.14004923291506627,0.6163079742288607,True
