feature,perm_importance_mean,perm_importance_sd
z_dass_stress,0.22064986115670995,0.6654171228681255
age,0.19542956763182087,0.486014584327431
z_dass_dep,0.1843902774437866,0.5633973154106242
z_ucla,0.12051523226589587,0.5702753606721999
z_dass_anx,-0.018607406060614555,0.2400153488588191
gender_male,-0.046434543149164106,0.2570486840731872
