feature,importance_mean,importance_std,feature_set,model
wcst_total_errors,0.48656773405999404,0.09843508706128798,ef_extended,ridge
wcst_persev_errors,2.4216949745033984,0.3370154317336889,ef_extended,ridge
wcst_nonpersev_errors,0.00965504784158651,0.01257123286170538,ef_extended,ridge
wcst_conceptual_pct,0.2560596975723074,0.0822316560903825,ef_extended,ridge
wcst_persev_resp_pct,0.013601311820224126,0.016669532854698178,ef_extended,ridge
wcst_failure_to_maintain_set,0.05110493378124281,0.03356180006715941,ef_extended,ridge
drift_congruent,-1.534448545759126e-05,0.00016532296261028673,ef_extended,ridge
drift_incongruent,0.015441285293921143,0.014448776045235128,ef_extended,ridge
drift_neutral,0.062465798121331205,0.030125042903379137,ef_extended,ridge
stroop_interference,0.020510654669375152,0.017110996532272462,ef_extended,ridge
pop_interference_mean,0.0,0.0,ef_extended,ridge
pop_interference_sd,0.0,0.0,ef_extended,ridge
prp_bottleneck_effect,0.03262691025802051,0.020225944623754384,ef_extended,ridge
pop_prp_mean,0.0,0.0,ef_extended,ridge
pop_prp_sd,0.0,0.0,ef_extended,ridge
wcst_accuracy,0.15142732466914222,0.05828407167112283,ef_extended,ridge
wcst_persev_rate,1.0254020945307962,0.18476476179193815,ef_extended,ridge
wcst_nonpersev_rate,0.013742161383679511,0.015405829184522716,ef_extended,ridge
wcst_total_error_rate,0.15142732466912323,0.058284071671118806,ef_extended,ridge
wcst_switch_cost_ms,0.012032929473326933,0.015538693108340449,ef_extended,ridge
stroop_effect,3.6008884893019086,0.4884619998805649,ef_extended,lasso
stroop_accuracy,0.11594516827240584,0.04058452740894402,ef_extended,lasso
mrt_incong,0.0,0.0,ef_extended,lasso
mrt_cong,0.28086343559289106,0.06906746790538189,ef_extended,lasso
mrt_total,0.000361324118653783,0.0019163064578547344,ef_extended,lasso
stroop_ratio_incong_cong,3.38714913198672,0.39712966636491914,ef_extended,lasso
prp_bottleneck,0.0,0.0,ef_extended,lasso
prp_rt_slope,0.0,0.0,ef_extended,lasso
prp_mrt_t1,0.057242372488835284,0.023291855210098234,ef_extended,lasso
prp_mrt_t2,0.010096888887578996,0.009861375568539903,ef_extended,lasso
prp_acc_t1,0.04280053769730092,0.029846633421796488,ef_extended,lasso
prp_acc_t2,0.011406534015011228,0.014791116875807819,ef_extended,lasso
wcst_total_errors,0.0,0.0,ef_extended,lasso
wcst_persev_errors,9.570769965559144,1.2074466617308899,ef_extended,lasso
wcst_nonpersev_errors,0.019122819653834142,0.019244905980237325,ef_extended,lasso
wcst_conceptual_pct,0.35458191368877495,0.09532975463488144,ef_extended,lasso
wcst_persev_resp_pct,0.026732383169110144,0.022053668173134398,ef_extended,lasso
wcst_failure_to_maintain_set,0.1234126725518915,0.05062408361855907,ef_extended,lasso
drift_congruent,0.0,0.0,ef_extended,lasso
drift_incongruent,0.04964304622883941,0.028016302287673028,ef_extended,lasso
drift_neutral,0.04035745251386788,0.02345859792553251,ef_extended,lasso
stroop_interference,0.006692441569507175,0.009282565410638823,ef_extended,lasso
pop_interference_mean,0.0,0.0,ef_extended,lasso
pop_interference_sd,0.0,0.0,ef_extended,lasso
prp_bottleneck_effect,0.0010169457932240667,0.0027790660765871418,ef_extended,lasso
pop_prp_mean,0.0,0.0,ef_extended,lasso
pop_prp_sd,0.0,0.0,ef_extended,lasso
wcst_accuracy,0.0,0.0,ef_extended,lasso
wcst_persev_rate,5.567785674117049,0.8194183722877177,ef_extended,lasso
wcst_nonpersev_rate,0.0,0.0,ef_extended,lasso
wcst_total_error_rate,0.0,0.0,ef_extended,lasso
wcst_switch_cost_ms,0.0257924480916333,0.022419464943702425,ef_extended,lasso
stroop_effect,0.03483548490086856,0.004629422635066834,ef_extended,rf
stroop_accuracy,0.019852846800482736,0.003651137868635162,ef_extended,rf
mrt_incong,0.01828643159277451,0.0023723519561861125,ef_extended,rf
mrt_cong,0.011811661983879451,0.0015479020817694667,ef_extended,rf
mrt_total,0.015135288135593434,0.0021451560653988335,ef_extended,rf
stroop_ratio_incong_cong,0.04741202065148264,0.00564111770100501,ef_extended,rf
prp_bottleneck,0.01636084462443953,0.002195878404865173,ef_extended,rf
prp_rt_slope,0.012687172954954829,0.0014948185559333414,ef_extended,rf
prp_mrt_t1,0.04327986429275543,0.005039553582458099,ef_extended,rf
prp_mrt_t2,0.05264396616497879,0.00546772459697777,ef_extended,rf
prp_acc_t1,0.0315299551579871,0.0038712660355756374,ef_extended,rf
prp_acc_t2,0.05108243950134339,0.009388109208197831,ef_extended,rf
wcst_total_errors,0.030702768434788485,0.005029024416313129,ef_extended,rf
wcst_persev_errors,0.03672844945266675,0.00721800980952179,ef_extended,rf
wcst_nonpersev_errors,0.02058755633092742,0.003443202706245096,ef_extended,rf
wcst_conceptual_pct,0.04322073666385743,0.010122059999481132,ef_extended,rf
wcst_persev_resp_pct,0.03899104760418908,0.007023513254337103,ef_extended,rf
wcst_failure_to_maintain_set,0.004327709762810561,0.0007855824127842825,ef_extended,rf
drift_congruent,0.02514906979946501,0.0028218771766979345,ef_extended,rf
drift_incongruent,0.07321470794994236,0.009760032740117485,ef_extended,rf
drift_neutral,0.10590792572787248,0.016799696368581436,ef_extended,rf
stroop_interference,0.0532657141224905,0.007771830396429527,ef_extended,rf
pop_interference_mean,0.0,0.0,ef_extended,rf
pop_interference_sd,0.0,0.0,ef_extended,rf
prp_bottleneck_effect,0.030654136876579408,0.0029915444783557656,ef_extended,rf
pop_prp_mean,0.0,0.0,ef_extended,rf
pop_prp_sd,0.0,0.0,ef_extended,rf
wcst_accuracy,0.017743597622027305,0.002974138737420631,ef_extended,rf
wcst_persev_rate,0.0254601057856619,0.003784390160727609,ef_extended,rf
wcst_nonpersev_rate,0.026776290766658845,0.0032777524859713943,ef_extended,rf
wcst_total_error_rate,0.012720820627188167,0.002033841389011145,ef_extended,rf
wcst_switch_cost_ms,0.08396466861288777,0.01177246805293852,ef_extended,rf
stroop_effect,0.061461807849836465,0.011042416469550172,ef_extended,gbrt
stroop_accuracy,0.00263442062600258,0.0004868901165876345,ef_extended,gbrt
mrt_incong,0.01529389606027491,0.003466988129821909,ef_extended,gbrt
mrt_cong,0.005960925698291272,0.0023806574409437737,ef_extended,gbrt
mrt_total,0.004086905493245363,0.0012678075303351175,ef_extended,gbrt
stroop_ratio_incong_cong,0.15384856389565357,0.025007718185430936,ef_extended,gbrt
prp_bottleneck,0.012461657397058934,0.002964277732114352,ef_extended,gbrt
prp_rt_slope,0.011138367145795051,0.00218160548584961,ef_extended,gbrt
prp_mrt_t1,0.03761486152032997,0.00829254613442348,ef_extended,gbrt
prp_mrt_t2,0.05681478502079387,0.007981103935028362,ef_extended,gbrt
prp_acc_t1,0.003186099216045683,0.0011157562431802284,ef_extended,gbrt
prp_acc_t2,0.031077913644326563,0.007515126032373552,ef_extended,gbrt
wcst_total_errors,0.012439347604626767,0.0026359222066449045,ef_extended,gbrt
wcst_persev_errors,0.016218250725338192,0.003748608923458951,ef_extended,gbrt
wcst_nonpersev_errors,0.0016111633708101906,0.0009435078088255894,ef_extended,gbrt
wcst_conceptual_pct,0.016016919948497986,0.00393618776697347,ef_extended,gbrt
wcst_persev_resp_pct,0.003389960461499941,0.0007771110384932274,ef_extended,gbrt
wcst_failure_to_maintain_set,0.0,0.0,ef_extended,gbrt
drift_congruent,0.01436640305784569,0.00238231340123812,ef_extended,gbrt
drift_incongruent,0.13346874463697705,0.01750254509300187,ef_extended,gbrt
drift_neutral,0.1141158653578394,0.01843691987611587,ef_extended,gbrt
stroop_interference,0.009697738813544991,0.0025064711528617876,ef_extended,gbrt
pop_interference_mean,0.0,0.0,ef_extended,gbrt
pop_interference_sd,0.0,0.0,ef_extended,gbrt
prp_bottleneck_effect,0.048307588425737805,0.006483511908286303,ef_extended,gbrt
pop_prp_mean,0.0,0.0,ef_extended,gbrt
pop_prp_sd,0.0,0.0,ef_extended,gbrt
wcst_accuracy,0.010677566242526226,0.0034366202729795526,ef_extended,gbrt
wcst_persev_rate,0.009256186838035111,0.002347824237793908,ef_extended,gbrt
wcst_nonpersev_rate,0.004101856361732732,0.0018975940385772424,ef_extended,gbrt
wcst_total_error_rate,0.02072345340151211,0.004772417427822964,ef_extended,gbrt
wcst_switch_cost_ms,0.08246330688491896,0.014563543352187644,ef_extended,gbrt
stroop_effect,0.5711103927947846,0.11746945590113032,ef_plus_meta,ridge
stroop_accuracy,0.07415839831010346,0.0320163713263551,ef_plus_meta,ridge
mrt_incong,0.05621041686700634,0.022398091898869946,ef_plus_meta,ridge
mrt_cong,0.016528317036408276,0.014415590914799431,ef_plus_meta,ridge
mrt_total,0.15317701130811986,0.04922413726346039,ef_plus_meta,ridge
stroop_ratio_incong_cong,0.6817347390158724,0.12071250890761151,ef_plus_meta,ridge
prp_bottleneck,-0.0001324578104827334,0.0035398760080417547,ef_plus_meta,ridge
prp_rt_slope,-0.00013245781048283704,0.0035398760080413124,ef_plus_meta,ridge
prp_mrt_t1,0.03508576519496622,0.018326606855371155,ef_plus_meta,ridge
prp_mrt_t2,0.06068212888046206,0.030406813815069735,ef_plus_meta,ridge
prp_acc_t1,0.0674927408823799,0.036000415961351076,ef_plus_meta,ridge
prp_acc_t2,0.05221258673092044,0.026260004775060575,ef_plus_meta,ridge
wcst_total_errors,0.33243130789554215,0.07615743165063894,ef_plus_meta,ridge
wcst_persev_errors,1.7122513644679291,0.2507511903697974,ef_plus_meta,ridge
wcst_nonpersev_errors,0.01057033051050088,0.01245150018267728,ef_plus_meta,ridge
wcst_conceptual_pct,0.19379528956787515,0.06672675292012159,ef_plus_meta,ridge
wcst_persev_resp_pct,0.013842209611921933,0.01627087441408807,ef_plus_meta,ridge
wcst_failure_to_maintain_set,0.08346105926084742,0.04109306412058717,ef_plus_meta,ridge
drift_congruent,0.008173144426095846,0.008551959879689215,ef_plus_meta,ridge
drift_incongruent,0.019078248726030294,0.016489873011492767,ef_plus_meta,ridge
drift_neutral,0.04489531249916008,0.023621851022929442,ef_plus_meta,ridge
stroop_interference,0.031063248377645406,0.021412615353746046,ef_plus_meta,ridge
pop_interference_mean,0.0,0.0,ef_plus_meta,ridge
pop_interference_sd,0.0,0.0,ef_plus_meta,ridge
prp_bottleneck_effect,0.004963034873961266,0.007192134335847673,ef_plus_meta,ridge
pop_prp_mean,0.0,0.0,ef_plus_meta,ridge
pop_prp_sd,0.0,0.0,ef_plus_meta,ridge
wcst_accuracy,0.33807032380435925,0.08722674101092666,ef_plus_meta,ridge
wcst_persev_rate,1.077179978219628,0.19188580695602978,ef_plus_meta,ridge
wcst_nonpersev_rate,0.01679913432530232,0.018695996185698848,ef_plus_meta,ridge
wcst_total_error_rate,0.33807032380436947,0.08722674101092825,ef_plus_meta,ridge
wcst_switch_cost_ms,0.0004978320901618464,0.0040861406592369075,ef_plus_meta,ridge
meta_control,0.8836379957735677,0.17186861018900595,ef_plus_meta,ridge
stroop_effect,2.99723709932008,0.41859058834396323,ef_plus_meta,lasso
stroop_accuracy,0.09177814981211482,0.03490930100651869,ef_plus_meta,lasso
mrt_incong,0.0,0.0,ef_plus_meta,lasso
mrt_cong,0.0033884081642319413,0.0062539154667868675,ef_plus_meta,lasso
mrt_total,0.2730670519398904,0.07072234441022344,ef_plus_meta,lasso
stroop_ratio_incong_cong,2.7149654016438896,0.3210264822838235,ef_plus_meta,lasso
prp_bottleneck,0.000863991272010467,0.0017404447033077316,ef_plus_meta,lasso
prp_rt_slope,0.0,0.0,ef_plus_meta,lasso
prp_mrt_t1,0.018828960922517828,0.013402491042709224,ef_plus_meta,lasso
prp_mrt_t2,0.03933498324650855,0.02254680989143671,ef_plus_meta,lasso
prp_acc_t1,0.08125384449146926,0.03910153287434838,ef_plus_meta,lasso
prp_acc_t2,0.057590536271922614,0.026572291086874936,ef_plus_meta,lasso
wcst_total_errors,0.0,0.0,ef_plus_meta,lasso
wcst_persev_errors,6.454562436811907,0.8317539507063766,ef_plus_meta,lasso
wcst_nonpersev_errors,0.0,0.0,ef_plus_meta,lasso
wcst_conceptual_pct,0.2289598839698396,0.06998796043448055,ef_plus_meta,lasso
wcst_persev_resp_pct,0.02312555524558756,0.020050034634899343,ef_plus_meta,lasso
wcst_failure_to_maintain_set,0.14732709042375683,0.053576726370735864,ef_plus_meta,lasso
drift_congruent,0.0009214017582333423,0.0025623828169258054,ef_plus_meta,lasso
drift_incongruent,0.0,0.0,ef_plus_meta,lasso
drift_neutral,0.03237863105967512,0.019441024482002925,ef_plus_meta,lasso
stroop_interference,0.12359145881211715,0.04508974014061762,ef_plus_meta,lasso
pop_interference_mean,0.0,0.0,ef_plus_meta,lasso
pop_interference_sd,0.0,0.0,ef_plus_meta,lasso
prp_bottleneck_effect,-4.279933029902964e-05,0.002049656749429806,ef_plus_meta,lasso
pop_prp_mean,0.0,0.0,ef_plus_meta,lasso
pop_prp_sd,0.0,0.0,ef_plus_meta,lasso
wcst_accuracy,0.989295851469518,0.17088781871428954,ef_plus_meta,lasso
wcst_persev_rate,3.6984568393370836,0.559927118674679,ef_plus_meta,lasso
wcst_nonpersev_rate,0.0,0.0,ef_plus_meta,lasso
wcst_total_error_rate,-0.00012417187627251637,0.001155044334182366,ef_plus_meta,lasso
wcst_switch_cost_ms,5.260136128512801e-05,0.0003729722971810619,ef_plus_meta,lasso
meta_control,0.9140336375774993,0.18056714759435566,ef_plus_meta,lasso
stroop_effect,0.03476390278393872,0.004142617731441721,ef_plus_meta,rf
stroop_accuracy,0.018840954098328776,0.0033968212936493283,ef_plus_meta,rf
mrt_incong,0.01517869385436046,0.0017957042793001717,ef_plus_meta,rf
mrt_cong,0.008692903526426817,0.0012357556565435338,ef_plus_meta,rf
mrt_total,0.01622314425836189,0.0019753405116601334,ef_plus_meta,rf
stroop_ratio_incong_cong,0.047123025835487484,0.00555097164614549,ef_plus_meta,rf
prp_bottleneck,0.012262521568519928,0.0016965888087698694,ef_plus_meta,rf
prp_rt_slope,0.01277044786069264,0.0018861289105503954,ef_plus_meta,rf
prp_mrt_t1,0.03931082944736732,0.004554046181383945,ef_plus_meta,rf
prp_mrt_t2,0.045286978260946145,0.0052340914322799624,ef_plus_meta,rf
prp_acc_t1,0.029579449597763655,0.0031065095134424447,ef_plus_meta,rf
prp_acc_t2,0.04797502689295382,0.008850426744842635,ef_plus_meta,rf
wcst_total_errors,0.017591453331381183,0.0028300087893832443,ef_plus_meta,rf
wcst_persev_errors,0.035750837025119366,0.006906250640093172,ef_plus_meta,rf
wcst_nonpersev_errors,0.018160955936962264,0.003090408205666266,ef_plus_meta,rf
wcst_conceptual_pct,0.03619661275907755,0.008165399609005855,ef_plus_meta,rf
wcst_persev_resp_pct,0.03920103335875332,0.006550179350010694,ef_plus_meta,rf
wcst_failure_to_maintain_set,0.004775376778239504,0.0007385135315341187,ef_plus_meta,rf
drift_congruent,0.024700869333927573,0.002745533875623671,ef_plus_meta,rf
drift_incongruent,0.06513910063725974,0.008624216775731131,ef_plus_meta,rf
drift_neutral,0.0977125153374792,0.016243597768176576,ef_plus_meta,rf
stroop_interference,0.05171799030356301,0.007238223945075823,ef_plus_meta,rf
pop_interference_mean,0.0,0.0,ef_plus_meta,rf
pop_interference_sd,0.0,0.0,ef_plus_meta,rf
prp_bottleneck_effect,0.02607650305036125,0.0028699810142420543,ef_plus_meta,rf
pop_prp_mean,0.0,0.0,ef_plus_meta,rf
pop_prp_sd,0.0,0.0,ef_plus_meta,rf
wcst_accuracy,0.01126891795476571,0.001987118981717842,ef_plus_meta,rf
wcst_persev_rate,0.025572503910807808,0.004229372290828985,ef_plus_meta,rf
wcst_nonpersev_rate,0.023929190751652802,0.0032077204237685674,ef_plus_meta,rf
wcst_total_error_rate,0.013124136542975274,0.002563002510277262,ef_plus_meta,rf
wcst_switch_cost_ms,0.07982525876963956,0.01263501233984898,ef_plus_meta,rf
meta_control,0.07632731556969212,0.013416383004811025,ef_plus_meta,rf
stroop_effect,0.014403999701730156,0.003921645162996511,ef_plus_meta,gbrt
stroop_accuracy,0.0033752984809989005,0.0007750004882479726,ef_plus_meta,gbrt
mrt_incong,0.009891721976709959,0.004252733865838461,ef_plus_meta,gbrt
mrt_cong,0.012889496557475984,0.0033606885039408644,ef_plus_meta,gbrt
mrt_total,0.008316271560746758,0.0020432763238810558,ef_plus_meta,gbrt
stroop_ratio_incong_cong,0.0868351729652699,0.011519344620259126,ef_plus_meta,gbrt
prp_bottleneck,0.01846041445722417,0.00438344543370862,ef_plus_meta,gbrt
prp_rt_slope,0.025812326176863028,0.00429889408677616,ef_plus_meta,gbrt
prp_mrt_t1,0.03444773842930842,0.010862710130045248,ef_plus_meta,gbrt
prp_mrt_t2,0.03697289732906528,0.006263872277651484,ef_plus_meta,gbrt
prp_acc_t1,0.005281948276840239,0.001633733012950376,ef_plus_meta,gbrt
prp_acc_t2,0.021656488653685576,0.004141217410622362,ef_plus_meta,gbrt
wcst_total_errors,0.0013337968267690182,0.0003269836405736006,ef_plus_meta,gbrt
wcst_persev_errors,0.029762154310832886,0.0064945531490164035,ef_plus_meta,gbrt
wcst_nonpersev_errors,0.006363344543831861,0.00235732756694634,ef_plus_meta,gbrt
wcst_conceptual_pct,0.058247477429053625,0.012436961186238861,ef_plus_meta,gbrt
wcst_persev_resp_pct,0.0022365691228506475,0.00041489625041946554,ef_plus_meta,gbrt
wcst_failure_to_maintain_set,2.001257942925531e-05,7.945707444458044e-06,ef_plus_meta,gbrt
drift_congruent,0.02397064249021411,0.004317018612805383,ef_plus_meta,gbrt
drift_incongruent,0.1141620921054002,0.014518304798825692,ef_plus_meta,gbrt
drift_neutral,0.1333713354911263,0.021105958103757528,ef_plus_meta,gbrt
stroop_interference,0.007419404189661372,0.00195377687760484,ef_plus_meta,gbrt
pop_interference_mean,0.0,0.0,ef_plus_meta,gbrt
pop_interference_sd,0.0,0.0,ef_plus_meta,gbrt
prp_bottleneck_effect,0.03664011552945084,0.005398529127970633,ef_plus_meta,gbrt
pop_prp_mean,0.0,0.0,ef_plus_meta,gbrt
pop_prp_sd,0.0,0.0,ef_plus_meta,gbrt
wcst_accuracy,0.001744105270603913,0.0008676575651608321,ef_plus_meta,gbrt
wcst_persev_rate,0.013347680254947121,0.0025540338808599274,ef_plus_meta,gbrt
wcst_nonpersev_rate,0.027478813958932,0.007842902445253154,ef_plus_meta,gbrt
wcst_total_error_rate,0.0007800554297351973,0.0008095590754440216,ef_plus_meta,gbrt
wcst_switch_cost_ms,0.13663607931105334,0.026131795830555336,ef_plus_meta,gbrt
meta_control,0.07749712702528301,0.011093089297715242,ef_plus_meta,gbrt
