model,task,feature,importance_mean,importance_std
lasso,regression,age,0.0019471985155781902,0.0045435634470136045
lasso,regression,dass_dep,0.6891042713296431,0.10987899776301427
lasso,regression,dass_anx,0.023395697759830254,0.012913917235098188
lasso,regression,dass_stress,0.06759699470565424,0.02031395340504855
lasso,regression,gender=남성,0.0008532589745499775,0.002857457533952512
